"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5"
"Forever","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","2019-05-17",210863,76,0.873,0.646,0.355,0,0.115,-7.119,0.0263,84.988,1,1,210863,0.364,4,"12OLyHDxt6dqlAybSPFBK3","pop","uk pop",NA,NA,NA
"Walzer, No. 2","Bruckner Orchester Linz","Europe a symphonic vision by Christian Kolonovits","2003",219560,37,0.721,0.408,0.134,0.256,0.109,-13.617,0.04,104.427,2,0,219560,0.414,4,"07JOG5CVIvp5uHIFCl56BY","austrian orchestra",NA,NA,NA,NA
"Scatole","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",246586,55,0.546,0.693,0.528,0,0.132,-6.141,0.0317,110.142,4,1,246586,0.495,4,"2kWZIDANL5iq02xplD4fhw","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Hold On","Chord Overstreet","Hold On","2017-02-03",198853,83,0.469,0.618,0.443,0,0.0829,-9.681,0.0526,119.949,2,1,198853,0.167,4,"5vjLSffimiIP26QG5WcN2K","acoustic pop",NA,NA,NA,NA
"Half A Man","Dean Lewis","A Place We Knew","2019-03-22",179120,78,0.855,0.507,0.204,0,0.143,-11.575,0.0504,77.765,0,1,179120,0.343,4,"1ugQtcwmKOXvKAYzhjncmv","australian pop","pop",NA,NA,NA
"Can I Be Him","James Arthur","Back from the Edge","2016-10-28",246880,81,0.308,0.696,0.543,0,0.0939,-6.164,0.0489,107.969,11,1,246880,0.479,4,"0VhgEqMTNZwYL1ARDLLNCX","pop","talent show","uk pop",NA,NA
"Freddie","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",298786,52,0.38,0.604,0.596,0,0.317,-3.829,0.0319,160.062,7,1,298786,0.32,3,"31pSgG2jcAcqhAaDAxmWtq","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Adagio for Strings and Organ in G Minor","Berliner Philharmoniker","Albinoni: Adagio in G Minor / Pachelbel: Canon","1984-01-01",706493,51,0.543,0.0931,0.0474,0.876,0.148,-23.19,0.0352,86.464,0,0,706493,0.0351,4,"57bwx45CP9kNE58yMUVgQ2","classical","classical performance","german orchestra","orchestra",NA
"Womp Womp","Valee","Womp Womp","2018-05-04",226533,54,0.066,0.877,0.558,0,0.0745,-4.896,0.342,157.027,1,1,226533,0.493,4,"1G5ho820Xi2Qu3HsBZ26ft","atl trap","chicago rap","underground hip hop",NA,NA
"High Hopes","Kodaline","In A Perfect World (Expanded Edition)","2013-06-17",230266,69,0.577,0.488,0.487,0,0.193,-6.371,0.0305,77.278,4,1,230266,0.219,4,"6KkyuDhrEhR5nJVKtv9mCf","irish pop","modern rock",NA,NA,NA
"Ridere","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",214733,70,0.0493,0.713,0.902,0,0.0781,-3.009,0.0378,116.909,9,1,214733,0.72,4,"5LZVK19ieaV8Mk9FsqTL3F","bergamo indie","italian indie pop","italian pop","milan indie",NA
"The Night We Met","Lord Huron","Strange Trails","2015-04-06",208211,89,0.969,0.544,0.369,0.279,0.639,-9.514,0.038,87.01,2,1,208211,0.102,3,"3hRV0jL3vUpRrcy398teAU","indie folk","stomp and holler",NA,NA,NA
"Outnumbered - Acoustic","Dermot Kennedy","Outnumbered (Acoustic)","2019-08-16",234884,57,0.88,0.522,0.394,0,0.135,-7.921,0.0559,75.417,9,0,234884,0.529,4,"7FCdJdGEOBCHqZAYRoZAWV","folk-pop","irish pop","uk pop",NA,NA
"Control","Zoe Wees","Control","2020-03-13",230880,79,0.643,0.599,0.465,1.57e-06,0.149,-4.95,0.0314,113.82,4,1,230880,0.0678,4,"50Td3qilgs8BLtv8mHyT1t","german pop",NA,NA,NA,NA
"Pastello Bianco","Pinguini Tattici Nucleari","AHIA!","2020-12-04",236417,71,0.451,0.546,0.652,0,0.123,-3.852,0.0339,139.875,0,1,236417,0.378,4,"0bKDQionn4VKcgNKbs4SWX","bergamo indie","italian indie pop","italian pop","milan indie",NA
"All I Want","Kodaline","In A Perfect World (Expanded Edition)","2013-06-17",305746,83,0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,0,1,305746,0.159,3,"0NlGoUyOJSuSHmngoibVAs","irish pop","modern rock",NA,NA,NA
"You Are My Sunshine","Jasmine Thompson","You Are My Sunshine","2016-12-09",157868,65,0.904,0.494,0.215,0,0.109,-10.092,0.0321,124.057,2,1,157868,0.313,4,"5qMjtrGnezsafpH4oqg7oU","viral pop",NA,NA,NA,NA
"Piano Concerto No. 5, Op. 73 ""Emperor"": III. Rondo (Allegro)","Ludwig van Beethoven","Beethoven Concerto per pianoforte n. 5 ""L'Imperatore""","2017-12-15",281013,3,0.986,0.34,0.215,0.901,0.0921,-15.556,0.0385,82.895,3,1,281013,0.201,4,"3JQVj0kHE29eL7DJfq2gCF","classical","classical era","early romantic era","german romanticism",NA
"Fuori dall'Hype","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",231693,53,0.406,0.525,0.568,0,0.126,-4.772,0.0348,160.044,10,1,231693,0.144,4,"7ab4fjf25QnO43HclNS1N8","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Photograph","Ed Sheeran","x (Deluxe Edition)","2014-06-21",258986,87,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4,1,258986,0.201,4,"1HNkqx9Ahdgi1Ixy2xkKkL","pop","singer-songwriter pop","uk pop",NA,NA
"SNAP","Rosa Linn","SNAP","2022-03-19",179551,88,0.107,0.565,0.636,9.9e-06,0.447,-8.198,0.0638,170.01,0,1,179551,0.525,4,"76OGwb5RA9h4FxQPT33ekc","alt z",NA,NA,NA,NA
"Take Me To Church","Hozier","Hozier","2014-07-20",241688,86,0.634,0.566,0.664,0,0.116,-5.303,0.0464,128.945,4,0,241688,0.437,4,"3dYD57lRAUcMHufyqn9GcI","irish singer-songwriter","modern rock","pov: indie",NA,NA
"Antartide","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",274720,58,0.463,0.589,0.853,0,0.0769,-3.01,0.0483,169.934,4,1,274720,0.303,4,"66tVtoFKxaV62FBk5ihSPM","bergamo indie","italian indie pop","italian pop","milan indie",NA
"House of Memories","Panic! At The Disco","Death of a Bachelor","2016-01-15",208706,83,0.00272,0.506,0.817,0,0.0486,-5.051,0.0335,109.952,11,0,208706,0.506,4,"2DgdHcjWmO3qd50RzuBLgZ","modern rock","pop",NA,NA,NA
"Until I Found You","Stephen Sanchez","Until I Found You","2021-09-01",177720,83,0.727,0.539,0.508,0,0.174,-6.05,0.0288,101.358,10,1,177720,0.227,3,"0T5iIrXA4p5GsubkhuBIKV","gen z singer-songwriter",NA,NA,NA,NA
"The Search","NF","The Search","2019-07-26",248053,77,0.598,0.789,0.789,0,0.099,-4.813,0.298,119.95,2,1,248053,0.37,4,"3oLe5ZILASG8vU5dxIMfLY","hip hop","pop rap",NA,NA,NA
"Italia Italia","Pinguini Tattici Nucleari","Il Re è nudo","2014-07-21",174291,44,0.538,0.56,0.839,0.0105,0.488,-6.482,0.147,160.221,4,0,174291,0.894,4,"7KBO8jDr2T9jCG1xbM3FVJ","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Sorry","Halsey","hopeless fountain kingdom (Deluxe)","2017-06-02",220540,73,0.913,0.513,0.25,0,0.117,-9.376,0.0367,74.103,5,0,220540,0.351,4,"44n97yHySt0Z9rqPaXgjCK","electropop","etherpop","indie poptimism","pop",NA
"One Day","Tate McRae","One Day","2017-12-04",202340,74,0.911,0.436,0.153,0,0.129,-9.522,0.0454,71.684,0,1,202340,0.415,4,"4Ey0LK1HzksUqm9JLzzKuD","alt z","pop",NA,NA,NA
"Piano Concerto No. 2 in C Minor, Op. 18: 1. Moderato","Sergei Rachmaninoff","Rachmaninov: Piano Concerto No.2","2012-01-01",616647,54,0.978,0.144,0.111,0.906,0.0646,-19.729,0.0367,54.898,0,0,616647,0.0393,4,"6B1RtXteyMp3mJZTeuFRmE","classical","post-romantic era","russian romanticism","ukrainian classical",NA
"Monopoli","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",237586,54,0.177,0.645,0.721,0,0.113,-3.633,0.0418,170.011,5,1,237586,0.691,4,"0vjEvTiqbbKXlTAuG0pgqT","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons","Enemy (with JID) [from the series Arcane League of Legends]","2021-10-28",173381,81,0.237,0.728,0.783,0,0.434,-4.424,0.266,77.011,11,0,173381,0.555,4,"1r9xUipOqoNwggBpENDsvJ","modern rock","pop","rock",NA,NA
"Carnaval Del Barrio","Lin-Manuel Miranda","In The Heights (Original Motion Picture Soundtrack)","2021-06-10",420171,52,0.0968,0.546,0.563,0,0.0352,-7.891,0.101,113.215,7,1,420171,0.7,4,"7D0Ntx3LMFMPNtSViJLS4D","broadway","show tunes",NA,NA,NA
"Violin Concerto in E Minor, Op. 64, MWV O 14: 1. Allegro molto appassionato","Felix Mendelssohn","Mendelssohn: Violin Concerto; Symphony No.4 - ""Italian""; Hebrides Overture","2011-01-01",727786,47,0.919,0.287,0.145,0.144,0.0987,-19.665,0.0406,101.679,4,0,727786,0.167,4,"4Ivo07fh9EyPtPinrxXlC4","classical","early romantic era","german romanticism",NA,NA
"Lake Washington Boulevard","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",228466,62,0.234,0.708,0.745,0,0.0654,-3.249,0.0367,110.003,7,1,228466,0.808,4,"6Jn9qoprkuSfsRW7tTRkOV","bergamo indie","italian indie pop","italian pop","milan indie",NA
"La traviata / Act 1: Libiamo ne'lieti calici","Luciano Pavarotti","Spirito Italiano","2020-04-04",170040,45,0.963,0.395,0.269,1.13e-06,0.161,-15.08,0.0708,109.619,10,1,170040,0.216,1,"6SglxGaFBfgW69ASbikI4k","canzone napoletana","classical tenor","italian tenor","opera","operatic pop"
"Gotham","Ernia","Come Uccidere Un Usignolo","2017-06-02",178000,48,0.368,0.862,0.621,1.38e-06,0.134,-10.717,0.436,119.835,1,1,178000,0.401,4,"30qcU0IsKJFVTgKQSFcOXb","italian hip hop","italian pop","milan indie",NA,NA
"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio","Wolfgang Amadeus Mozart","Mozart: Clarinet Concerto & Piano Concerto No. 25","1998-01-01",532040,47,0.98,0.0999,0.0241,0.766,0.0623,-25.651,0.0432,89.001,2,1,532040,0.0396,3,"63cA2QfqtWZa0GGPZnYc0K","classical","classical era",NA,NA,NA
"Piazzolla: Libertango","Various Artists","The Sound of Piazzolla","2017-05-26",273562,45,0.927,0.367,0.316,0.779,0.113,-14.49,0.0429,149.089,9,0,273562,0.242,4,"0mcgXc8P5GyGtP9aY7zir6",NA,NA,NA,NA,NA
"Rigoletto, Act III: La donna è mobile","Giuseppe Verdi","Pavarotti singt Verdi","2010-01-01",142506,59,0.966,0.386,0.128,2.39e-06,0.0827,-16.273,0.0371,66.187,6,1,142506,0.363,3,"50KVOLNNqft8SJr5ybrv8G","classical","italian opera","italian romanticism","late romantic era",NA
"La Campanella","Various Artists","Vivy -Fluorite Eye's Song- Original Soundtrack","2021-06-30",287226,52,0.964,0.374,0.298,0.834,0.123,-17.187,0.0426,124.431,8,0,287226,0.311,3,"3L3PYGeOmc09PCxMZHsk6b",NA,NA,NA,NA,NA
"Someone You Loved","Lewis Capaldi","Breach","2018-11-08",182160,74,0.751,0.501,0.405,0,0.105,-5.679,0.0319,109.891,1,1,182160,0.446,4,"2TIlqbIneP0ZY1O0EzYLlc","pop","uk pop",NA,NA,NA
"False Confidence","Noah Kahan","Busyhead","2019-06-14",223400,76,0.163,0.414,0.663,0,0.138,-7.77,0.0456,108.98,6,1,223400,0.33,4,"7nDFTHHwfe32a8qdp9XqPy","pov: indie",NA,NA,NA,NA
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto","Sergei Rachmaninoff","Rachmaninov: Piano Concerto No.2","2012-01-01",644272,64,0.983,0.194,0.0545,0.945,0.0551,-24.877,0.0366,140.966,4,1,644272,0.0385,4,"4rrrn8OLrttq7r9RgNXalU","classical","post-romantic era","russian romanticism","ukrainian classical",NA
"In My Blood","Shawn Mendes","Shawn Mendes","2018-05-25",211360,76,0.0573,0.622,0.712,0,0.13,-7.321,0.066,140.025,5,1,211360,0.487,4,"2QZ7WLBE8h2y1Y5Fb8RYbH","canadian pop","pop","viral pop",NA,NA
"abcdefu","GAYLE","abcdefu","2021-08-13",168601,82,0.299,0.695,0.54,0,0.367,-5.692,0.0493,121.932,4,1,168601,0.415,4,"4fouWK6XVHhzl78KzQ1UjL","modern alternative pop",NA,NA,NA,NA
"Cancelleria","Pinguini Tattici Nucleari","Il Re è nudo","2014-07-21",268009,45,0.333,0.676,0.665,0,0.114,-8.774,0.148,124.994,9,0,268009,0.565,4,"20YaMXygFxaeCzaRPEuhQI","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Trying My Best","Anson Seabra","Songs I Wrote in My Bedroom","2020-05-08",222467,66,0.951,0.691,0.0682,0,0.0916,-18.186,0.0645,76.94,5,1,222467,0.352,4,"6hjh2phISvfR1Ib6S0FK7b","alt z","gen z singer-songwriter",NA,NA,NA
"IDK You Yet","Alexander 23","IDK You Yet (Live on Piano)","2020-06-23",184638,77,0.886,0.648,0.308,0.0774,0.124,-11.729,0.04,76.997,1,1,184638,0.198,1,"0j1Ia2lQWrcXrQZI4AdJlk","alt z","singer-songwriter pop",NA,NA,NA
"Piano Sonata in B Minor, S. 178: Lento assai - Allegro energico","Franz Liszt","Liszt: Piano Concerto No.1; Piano Sonata in B","2000-01-01",180920,7,0.981,0.304,0.398,0.834,0.202,-12.538,0.0551,168.184,11,0,180920,0.201,3,"6jBhkhIumu91tsfWkJnNU1","classical","late romantic era",NA,NA,NA
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Yo-Yo Ma","Songs from the Arc of Life","2015-09-18",174266,72,0.986,0.169,0.0161,0.86,0.0805,-31.034,0.0442,128.143,9,0,174266,0.0573,3,"0jOnZhF75V68VsBObWx2XO","chamber ensemble","classical cello","classical performance",NA,NA
"La storia infinita","Pinguini Tattici Nucleari","AHIA!","2020-12-04",207802,64,0.169,0.701,0.744,0,0.115,-3.421,0.0411,89.986,4,1,207802,0.651,4,"2r1SRt8bhtR6a9bMRR0AgV","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Waves","Dean Lewis","A Place We Knew","2019-03-22",240013,77,0.183,0.518,0.729,0,0.0643,-7.193,0.0452,156.879,11,0,240013,0.343,4,"6w8pFOKn42O418qwcQElZ3","australian pop","pop",NA,NA,NA
"Talking to the Moon","Bruno Mars","Doo-Wops & Hooligans","2010-10-05",217866,80,0.511,0.498,0.59,0,0.107,-4.721,0.032,145.867,1,0,217866,0.0784,4,"1wVuPmvt6AWvTL5W2GJnzZ","dance pop","pop",NA,NA,NA
"The Well-Tempered Clavier, Book I, BWV 846-869: Prelude No. 1 in C Major, BWV 846","Johann Sebastian Bach","Bach: The Well-Tempered Clavier, Books I & II","2022-06-10",135373,1,0.991,0.212,0.00299,0.941,0.0643,-41.531,0.0413,140.353,0,1,135373,0.0839,4,"1Glgf9DTnhKK7IzOq5I0Qn","baroque","classical","early music","german baroque",NA
"Giulia","Pinguini Tattici Nucleari","AHIA!","2020-12-04",186823,62,0.536,0.682,0.644,0,0.143,-4.84,0.0258,108.019,7,1,186823,0.609,4,"2tBJjWPeVthyObVtca2ZeY","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Un battito ancora","Gli Ultimi","Sine metu","2021-10-09",154719,39,0.000286,0.543,0.909,9.03e-05,0.403,-6.139,0.0326,100.032,7,1,154719,0.821,4,"2YQKpGTFcuIeNvpksxrZ5v","italian punk","punk rock italiano",NA,NA,NA
"Fire On Fire - From ""Watership Down""","Sam Smith","Fire On Fire (From ""Watership Down"")","2018-12-21",246735,67,0.476,0.584,0.407,0,0.18,-7.356,0.046,115.124,1,0,246735,0.341,4,"5rFj8OzffT0iggSjcBaeND","pop","uk pop",NA,NA,NA
"Cracovia, Pt. 3","Il Tre","Cracovia, Pt. 3","2019-09-03",174750,55,0.48,0.657,0.816,0,0.147,-6.042,0.297,160.173,4,0,174750,0.205,4,"18dt6tNw8hpNUdthOJf0lI","italian hip hop","italian pop",NA,NA,NA
"La Strategia della Tenzone","Pinguini Tattici Nucleari","Diamo un calcio all'aldilà","2015-12-18",252773,46,0.679,0.665,0.595,0,0.114,-9.808,0.195,79.942,9,1,252773,0.432,4,"12u77xoyPs58DGAOmaxnsw","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven","Beethoven: Piano Sonatas, Vol.3","2007-09-25",315426,72,0.995,0.184,0.00527,0.887,0.173,-37.264,0.0432,170.612,1,0,315426,0.151,3,"3DNRdudZ2SstnDCVKFdXxG","classical","classical era","early romantic era","german romanticism",NA
"Maledetta domenica","Gli Ultimi","Sine metu","2021-10-09",190937,25,0.00154,0.62,0.908,6.81e-06,0.133,-6.295,0.0373,103.02,4,0,190937,0.809,4,"2XSLFOTT9cMozvFrWZPCub","italian punk","punk rock italiano",NA,NA,NA
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile","Sergei Rachmaninoff","Rachmaninov Variations","2015-08-28",174653,58,0.98,0.205,0.0525,0.906,0.103,-23.841,0.0327,88.316,1,1,174653,0.0511,4,"419qlOGNXoyICx4jO0hqaj","classical","post-romantic era","russian romanticism","ukrainian classical",NA
"Scrivile Scemo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",214926,68,0.123,0.617,0.916,0,0.183,-3.538,0.0317,135.091,9,1,214926,0.552,4,"71r3UlkV7sWvUYjas5paqi","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5","Budapest Festival Orchestra","Brahms: Hungarian Dances / Dvorak: Slavonic Dances","2012-01-01",152160,43,0.901,0.359,0.046,0.118,0.277,-18.725,0.0407,127.653,6,0,152160,0.263,4,"5d6FOGCa0EDqCJSpccEh8s","hungarian classical performance","orchestra",NA,NA,NA
"La mia banda","Gli Ultimi","Sine metu","2021-10-09",149164,22,0.0182,0.64,0.681,0,0.134,-7.248,0.0373,160.003,2,1,149164,0.974,4,"4FEhoYNpf6hQCZEUkajiFR","italian punk","punk rock italiano",NA,NA,NA
"Bassthoven","Kyle Exum","Bassthoven","2020-06-26",127593,63,0.105,0.805,0.735,0,0.068,-5.574,0.269,160.031,9,1,127593,0.951,4,"00PYMeyU91Xt0j9UwmEpoX","meme","social media pop",NA,NA,NA
"Bella Guido","Il Tre","Bella Guido","2018-06-12",216699,37,0.32,0.842,0.697,0,0.0734,-6.949,0.175,103.003,3,0,216699,0.771,4,"3mtC1RlGlWiLnfKJ8Iey1g","italian hip hop","italian pop",NA,NA,NA
"Say Something","A Great Big World","Is There Anybody Out There?","2014-01-20",229400,75,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,2,1,229400,0.0765,3,"6Vc5wAMmXdKIAM7WUoEb7N","neo mellow","piano rock","pop rock","viral pop",NA
"Stay With Me","Sam Smith","In The Lonely Hour","2014-05-26",172723,86,0.588,0.418,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0,1,172723,0.184,4,"5Nm9ERjJZ5oyfXZTECKmRt","pop","uk pop",NA,NA,NA
"Welcome to Wonderland","Anson Seabra","Welcome to Wonderland","2018-04-20",199131,72,0.949,0.703,0.179,0,0.102,-10.906,0.0366,97.427,4,1,199131,0.346,3,"3JfHYZKy5JmE5Fv4gDTCiz","alt z","gen z singer-songwriter",NA,NA,NA
"Go Flex","Post Malone","Stoney (Deluxe)","2016-12-09",179613,81,0.228,0.665,0.498,0,0.0757,-8.185,0.0832,81.967,5,1,179613,0.127,4,"5yuShbu70mtHXY0yLzCQLQ","dfw rap","melodic rap","pop","rap",NA
"Mademoiselle","Sfera Ebbasta","Mademoiselle","2019-03-12",189344,58,0.0671,0.794,0.702,0,0.155,-5.656,0.0346,121.938,6,0,189344,0.535,4,"2aPnpV1hT7l3eP10uSGK6c","italian hip hop","italian pop","trap italiana","trap latino",NA
"Sul bel Danubio blu","Orchestra da Concerto di Vienna & Kurt Steiner","Momenti Musicali Vol. 15","1988-06-28",582693,6,0.956,0.261,0.45,0.942,0.0909,-6.238,0.0283,92.379,2,1,582693,0.194,4,"6MdN7OEVOUwEweuKK9a7AK",NA,NA,NA,NA,NA
"Old Punk (Violenza Pedagogica)","J-AX","SurreAle","2021-08-27",212456,32,0.0231,0.583,0.928,0,0.0666,-3.883,0.174,94.928,11,0,212456,0.643,4,"50KXeoDkKcAqWvAeOnQlM4","italian adult pop","italian pop",NA,NA,NA
"Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": I. Allegro maestoso","Niccolò Paganini","Paganini: Violin Concerto's Nos. 1 & 2","2009-10-02",773506,20,0.393,0.364,0.12,0.18,0.109,-24.421,0.0594,110.469,11,0,773506,0.113,4,"6S6PZhKRGjHHLD2R6rtHko","classical","early romantic era","italian romanticism",NA,NA
"Someone To You","BANNERS","Empires On Fire","2017-11-03",219800,73,0.00568,0.468,0.936,0,0.24,-3.683,0.0455,75.05,2,1,219800,0.663,4,"14BH4qO7pgCmIe6mgLKOK3","indie poptimism",NA,NA,NA,NA
"Brother","Kodaline","Politics of Living","2018-09-28",203186,76,0.349,0.519,0.625,0,0.121,-5.909,0.0482,120.103,10,1,203186,0.21,4,"65gLJGey4u4KFFqoC5fzFJ","irish pop","modern rock",NA,NA,NA
"Little Do You Know","Alex & Sierra","It's About Us","2014-10-06",185200,76,0.746,0.5,0.292,0,0.188,-8.554,0.0323,145.879,0,1,185200,0.37,4,"1almCHdsfikRPfVB9VrEdT","pop","post-teen pop",NA,NA,NA
"Goldberg Variations, BWV 988: Aria","Johann Sebastian Bach","Bach: Goldberg Variations","2017-03-31",246706,15,0.995,0.317,0.00935,0.915,0.0632,-36.146,0.0425,102.036,7,1,246706,0.225,4,"1UIUiLx6TIrbNbTQvSoQYO","baroque","classical","early music","german baroque",NA
"Clair de Lune, L. 32","Claude Debussy","Debussy: Clair De Lune and Other Piano Favourites","1994",268000,70,0.994,0.335,0.00532,0.912,0.0621,-31.646,0.0376,65.832,1,1,268000,0.0397,4,"5u5aVJKjSMJr4zesMPz7bL","classical","impressionism","post-romantic era",NA,NA
"Face Off","Tech N9ne","ASIN9NE","2021-10-08",219802,69,0.18,0.693,0.935,0,0.179,-4.323,0.224,80.882,8,1,219802,0.391,4,"6M47gaKejso9772SKTa3yH","kansas city hip hop",NA,NA,NA,NA
"Run for Your Life","The Seige","Run for Your Life","2018-04-03",180137,56,0.0921,0.714,0.905,0.00149,0.0863,-5.137,0.245,118.119,4,0,180137,0.362,4,"0L7lTy1aRn1TYYCTazcO5j","bossbeat","cali rap",NA,NA,NA
"The Well-Tempered Clavier, Book I, BWV 846-869: Fugue in C Major, BWV 846","Johann Sebastian Bach","Bach: The Well-Tempered Clavier, Book I BWV 846-869","2015-01-20",128546,2,0.995,0.442,0.101,0.818,0.0895,-25.754,0.042,110.334,9,0,128546,0.475,4,"247W3yLWejXfDMQxKifcaB","baroque","classical","early music","german baroque",NA
"Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": II. Adagio","Niccolò Paganini","Paganini: Violin Concerto's Nos. 1 & 2","2009-10-02",363920,18,0.369,0.254,0.0762,0.00882,0.111,-28.151,0.0496,130.035,2,1,363920,0.0644,4,"58J7zHmL2SKXcEZDDcsLB6","classical","early romantic era","italian romanticism",NA,NA
"Chiasso","Random","Chiasso","2019-05-27",182228,56,0.246,0.721,0.451,0,0.101,-13.285,0.192,91.999,6,0,182228,0.46,4,"4UJoAdTMnqxQHKWKLLQpvK","italian adult pop",NA,NA,NA,NA
"Ringo Starr","Pinguini Tattici Nucleari","Ringo Starr","2020-02-06",183333,44,0.304,0.754,0.925,0,0.313,-2.912,0.0512,114.077,4,0,183333,0.857,4,"17j76Q3fmROd2eL4M7Vira","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Toccata and Fugue in D minor","William McVicker","Great Organ Classics","1997",567466,57,0.87,0.0692,0.0463,0.308,0.0937,-25.35,0.0373,71.749,2,0,567466,0.0714,4,"0BWJNm4TrO6H3qgiCmDBjM","classical organ",NA,NA,NA,NA
