"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6"
"Manhattan - feat. Wildbandana","Tedua","Vita Vera Mixtape","2020-06-05",190999,51,0.0936,0.69,0.539,0,0.149,-7.461,0.161,140.111,1,1,190999,0.341,4,"1ZfOO2GXFZCNJqZFwsiKRL","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Alcool & Acqua (feat. PSICOLOGI)","Bresh","ORO BLU","2022-03-04",171437,60,0.198,0.703,0.706,0,0.121,-7.32,0.161,120.027,8,1,171437,0.705,4,"4UpCWcaJdu26OxLwxd3baF","italian hip hop","italian pop","rap genovese",NA,NA,NA
"KUMITE","Salmo","FLOP","2021-10-01",170018,64,0.0614,0.816,0.711,0,0.103,-4.45,0.121,140.062,7,0,170018,0.775,4,"6yaNNYWPjkWHbh1jADEyJO","italian hip hop","italian pop","italian underground hip hop","rap sardegna",NA,NA
"Polo Sport","Thelonious B.","Polo Sport","2018-02-26",162879,35,0.752,0.738,0.673,0,0.118,-5.264,0.297,111.967,9,1,162879,0.387,5,"0R4vaZgqskXAh25vblHx3y","italian hip hop","trap italiana",NA,NA,NA,NA
"New Chelsea","Disme","New Chelsea","2021-06-18",175531,41,0.177,0.834,0.755,4.2e-06,0.164,-4.284,0.132,113.945,9,0,175531,0.468,4,"3GFotb3dCgbP4TFUeORBL9","emo trap italiana","italian hip hop","rap genovese","trap italiana",NA,NA
"Come Stai (feat. Izi)","Bresh","ORO BLU","2022-03-04",166982,54,0.498,0.72,0.55,0,0.137,-9.379,0.055,134.097,11,0,166982,0.272,4,"2S9ST4PsqOyvUj0YvfmxXl","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Bomba a mano","Coez","Volare","2022-05-18",195374,40,0.133,0.399,0.538,0,0.0994,-5.956,0.0385,113.42,2,1,195374,0.378,4,"5WJr2nbJj2B5lPX3k5JxTl","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"L","ARIETE","L","2021-09-29",159449,44,0.169,0.556,0.515,0,0.162,-9.024,0.0289,79.952,1,1,159449,0.384,4,"1zDFKQ2JfsRQpQSivgFFkR","italian hip hop","italian pop","rome indie",NA,NA,NA
"DUBBI","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",234446,66,0.57,0.727,0.698,0,0.11,-9.676,0.365,92.915,8,1,234446,0.356,4,"4gxRyOZefp95AXZFaztdtO","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA
"Andrea","Bresh","ORO BLU","2022-03-04",185125,61,0.281,0.367,0.596,0,0.125,-8.04,0.118,175.658,11,0,185125,0.325,3,"0DSq4f2grIJOrawmfXkrRy","italian hip hop","italian pop","rap genovese",NA,NA,NA
"FALENA (feat. Franco126, Coez & Ketama126)","Sick Luke","X2","2022-01-07",215016,57,0.161,0.595,0.68,0,0.198,-5.665,0.0553,95.89,0,0,215016,0.235,4,"1FEAEKjVQLZuSeb0omUxep","italian hip hop","trap italiana",NA,NA,NA,NA
"Tutto torna","Izi","Pizzicato","2017-05-05",196440,40,0.107,0.304,0.678,0,0.109,-7.747,0.0828,173.702,6,0,196440,0.493,4,"2xgd2PgoKYf7sFFDDmWIMi","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"L'ultima notte","ARIETE","L'ultima notte","2021-05-03",157566,65,0.268,0.618,0.687,0,0.126,-5.603,0.0446,94.037,2,1,157566,0.398,4,"63mdY4U0KvnbMkUEc7FHN8","italian hip hop","italian pop","rome indie",NA,NA,NA
"Caffè","Bresh","ORO BLU","2022-03-04",189025,56,0.0291,0.644,0.755,0,0.0809,-6.768,0.0422,94.529,8,1,189025,0.58,4,"2WoqekZTPdDdiJ1RgSldUT","italian hip hop","italian pop","rap genovese",NA,NA,NA
"STUPIDO","Massimo Pericolo","SOLO TUTTO","2021-03-26",187431,67,0.708,0.404,0.529,2.19e-05,0.219,-8.885,0.364,86.711,11,0,187431,0.36,4,"6HVRRlc2sBlkcKEkhlsp86","italian hip hop","trap metal italiana",NA,NA,NA,NA
"LA CHIAVE - feat. Marracash","Salmo","FLOP","2021-10-01",119492,56,0.259,0.796,0.762,0,0.262,-5.512,0.411,150.063,10,0,119492,0.419,4,"20Op27p3aV0WiaP7qOTlWP","italian hip hop","italian pop","italian underground hip hop","rap sardegna",NA,NA
"NOTTE SCURA (feat. Gazzelle & Tedua)","Sick Luke","X2","2022-01-07",176360,54,0.327,0.629,0.597,0,0.148,-6.135,0.208,79.941,11,1,176360,0.625,4,"7sp2D8wdzeyd3epj5NnlLC","italian hip hop","trap italiana",NA,NA,NA,NA
"Clean – feat. Ketama126","Bresh","Che io ci aiuti","2020-07-24",172196,42,0.147,0.747,0.819,0,0.0747,-5.856,0.0524,85.009,11,1,172196,0.16,4,"5zQ5HTuMild6sdRRHL9kXk","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Tainy","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","2021-10-05",207301,78,0.0889,0.639,0.703,1.78e-06,0.0865,-6.33,0.0794,169.888,4,0,207301,0.138,4,"4gzsuuZypVbxs0Af1LSZyB","pop reggaeton","reggaeton","trap latino","urbano latino",NA,NA
"Favolacce","Nayt","MOOD","2021-04-02",182000,48,0.543,0.686,0.485,0,0.11,-6.796,0.0574,154.882,4,0,182000,0.314,4,"7gNV6kCC2GTJ1zRqutAze1","italian hip hop",NA,NA,NA,NA,NA
"Rari - feat. Paky, Shiva","Tedua","Vita Vera - Mixtape, aspettando la Divina Commedia","2020-06-12",133963,54,0.078,0.776,0.853,0,0.0821,-5.06,0.428,90.227,4,0,133963,0.29,4,"24UaUs34XY2PDek7j0OEgg","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Mai brillo – feat. Disme, Vaz Tè","Bresh","Che io ci aiuti","2020-07-24",174394,53,0.199,0.634,0.721,0,0.103,-6.214,0.105,81.262,1,1,174394,0.81,4,"7uvYHwfvmsCCT0009ZNTZ0","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Dile (Homenaje)","Jhayco","Timelezz","2021-09-03",228933,68,0.0488,0.764,0.745,0,0.172,-4.563,0.0475,93.013,5,0,228933,0.727,4,"073yIM7v2j6XadD4Nkn0Fh","reggaeton","trap latino","urbano latino",NA,NA,NA
"EXPERIMENTO","Myke Towers","EXPERIMENTO","2021-09-23",222728,72,0.0828,0.805,0.806,0,0.156,-3.589,0.0393,110.042,6,0,222728,0.682,4,"6c32C8T3KlXrbvWSoD5aON","reggaeton","trap latino","urbano latino",NA,NA,NA
"Lo-fi Drill","Tedua","Don't Panic","2021-05-05",102000,53,0.0985,0.782,0.781,0,0.143,-7.132,0.306,136.08,11,1,102000,0.431,4,"0V7fFdSCLSCWlvyyiUrQIM","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Volando - Remix","Mora","Volando (Remix)","2021-07-08",273474,80,0.207,0.659,0.688,0,0.113,-4.649,0.0673,153.979,6,1,273474,0.632,4,"0G2zPzWqVjR68iNPmx2TBe","trap latino","urbano latino",NA,NA,NA,NA
"Ley Seca","Jhayco","Timelezz","2021-09-03",263253,76,0.101,0.759,0.842,0,0.134,-3.758,0.096,105.059,8,1,263253,0.584,4,"3JCaq3KDSROg3TXhdiDa9n","reggaeton","trap latino","urbano latino",NA,NA,NA
"Straordinario","Disme","Malverde","2020-12-11",196833,45,0.108,0.606,0.627,0,0.183,-7.816,0.412,120.675,2,1,196833,0.3,5,"1Z30PIsTylGhdgcNelTR8X","emo trap italiana","italian hip hop","rap genovese","trap italiana",NA,NA
"Ella","Boza","Bucle","2022-03-11",221407,59,0.386,0.852,0.593,0.168,0.154,-5.892,0.0702,90.002,6,1,221407,0.87,4,"4177FNDorJz54RrGDbftxU","panamanian pop","reggaeton","urbano latino",NA,NA,NA
"Volví","Aventura","Volví","2021-08-03",230125,81,0.422,0.725,0.86,0.000284,0.0674,-3.726,0.182,175.896,1,1,230125,0.791,4,"2vmfvSoZBFAt9hhRoEByLi","bachata","bachata dominicana","latin hip hop","latin pop","tropical","urbano latino"
"Qué Más Pues?","J Balvin","JOSE","2021-09-10",217360,76,0.0272,0.903,0.817,0.000311,0.242,-3.972,0.095,102.014,8,1,217360,0.732,4,"6D2TCm4nf5nxAcdGJ7w3QP","reggaeton","reggaeton colombiano","trap latino","urbano latino",NA,NA
"Amore (feat. Greg Willen)","Bresh","ORO BLU","2022-03-04",165825,49,0.0271,0.637,0.66,0,0.0881,-8.357,0.0473,126.124,10,1,165825,0.347,4,"4gKkcGeCIH2JSfcJ07iJ0P","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Cowboy - feat. Tedua","Emis Killa","17","2020-09-18",180546,48,0.364,0.697,0.702,0,0.128,-6.01,0.306,150.165,5,0,180546,0.807,4,"3Pk5QS6oHK5qgCSmxaqwYn","italian hip hop","italian pop",NA,NA,NA,NA
"Yonaguni","Bad Bunny","Yonaguni","2021-06-04",206710,83,0.276,0.644,0.648,0,0.135,-4.601,0.118,179.951,1,1,206710,0.44,4,"2JPLbjOn0wPCngEot2STUS","reggaeton","trap latino","urbano latino",NA,NA,NA
"Picasso","Disme","Malverde","2020-12-11",163291,38,0.0479,0.781,0.527,3.9e-06,0.27,-5.964,0.0452,119.953,9,1,163291,0.625,4,"7CZVLSyTdWI3QmlpR5Moen","emo trap italiana","italian hip hop","rap genovese","trap italiana",NA,NA
"Hooligans","Bresh","Che io ci aiuti","2020-07-24",147980,50,0.0992,0.558,0.75,0,0.32,-5.497,0.043,156.907,8,1,147980,0.483,4,"1b9gSi3I7ei5NbnM974NOU","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Tigini (Remix)","Rvfv","Tigini (Remix)","2022-05-20",175555,67,0.377,0.782,0.655,0.00134,0.0749,-5.971,0.0566,135.018,6,0,175555,0.662,4,"6stWVqWxtPPednHy1mzoOz","drill espanol","flamenco urbano","urbano espanol","urbano latino",NA,NA
"EL MAKINON","KAROL G","KG0516","2021-03-26",209160,79,0.256,0.635,0.706,0,0.108,-3.224,0.125,88.863,5,0,209160,0.443,4,"2FSGUA0gFgGeQdprjtGM2M","reggaeton","reggaeton colombiano","trap latino","urbano latino",NA,NA
"Senza Ragione","Brio","Poli Opposti","2021-05-28",225000,1,0.0279,0.501,0.591,0,0.0936,-8.336,0.299,90.984,8,1,225000,0.391,3,"0SEmMsdEE0y6Vu3pTLmjcq",NA,NA,NA,NA,NA,NA
"Se Rinasco (feat. Massimo Pericolo & Crookers)","Bresh","ORO BLU","2022-03-04",185812,51,0.128,0.545,0.648,0,0.135,-8.437,0.206,79.567,11,0,185812,0.242,4,"7FjBYxeIKPSJ4urbawvnUO","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Na Na Na","Izi","Pizzicato","2017-05-05",198306,41,0.0258,0.613,0.747,0,0.639,-6.105,0.051,129.931,7,0,198306,0.401,4,"0cNRPohXMnJxIeETrWmry4","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Demasiadas Mujeres","C. Tangana","El Madrileño","2021-02-26",153960,77,0.131,0.658,0.453,2e-04,0.0848,-7.378,0.39,126.043,9,0,153960,0.358,4,"3GaGWoU1KfVqgl7vnRHP55","urbano espanol",NA,NA,NA,NA,NA
"El Incomprendido","Farruko","La 167","2021-10-01",267546,60,0.113,0.754,0.841,0,0.466,-3.19,0.135,128.019,11,1,267546,0.541,4,"2mL37yB3f3Lfy4iiXV02Qf","reggaeton","trap latino","urbano latino",NA,NA,NA
"Ulisse","Bresh","ORO BLU","2022-03-04",177250,52,0.203,0.705,0.661,0,0.125,-7.284,0.0517,132.969,8,1,177250,0.469,4,"0M0fitIB6l5CFlm9pukiEm","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Distrutto","Izi","Pizzicato","2017-05-05",209386,41,0.345,0.61,0.787,0,0.0786,-6.424,0.386,124.169,11,0,209386,0.31,4,"4znJkUGzJVXY14y5LMJ4g8","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Cúrame","Rauw Alejandro","VICE VERSA","2021-12-10",164705,80,0.584,0.765,0.625,0.00111,0.112,-3.599,0.0548,102.101,9,0,164705,0.262,4,"1FlL8ycld6uVDDyhV7P5FA","puerto rican pop","reggaeton","trap latino","urbano latino",NA,NA
"Matto","Disme","Malverde","2020-12-11",147479,53,0.0378,0.689,0.64,5.06e-06,0.354,-5.126,0.0754,159.944,4,0,147479,0.369,4,"0WZFyknU3OYhcI3cl52tvy","emo trap italiana","italian hip hop","rap genovese","trap italiana",NA,NA
"Parli Di Me (feat. Rkomi)","Bresh","ORO BLU","2022-03-04",162500,50,0.044,0.738,0.515,0,0.319,-7.93,0.156,97.013,11,0,162500,0.664,4,"0hRc3InGWplN0WKV2VT06n","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Chic","Izi","Fenice","2016-05-13",212640,65,0.269,0.471,0.628,0,0.195,-6.197,0.187,129.996,2,0,212640,0.19,4,"7jUJ2RmT4PFHHq4goMWqm3","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Envolver","Anitta","Versions of Me","2022-04-12",193805,72,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,91.993,4,0,193805,0.396,4,"3FkeNbs9Zeiqkr3WkbOiGp","funk pop","funk rj","pagode baiano","pop","pop nacional",NA
"El Farsante","Ozuna","Odisea","2017-08-25",233826,77,0.2,0.735,0.703,0,0.259,-4.249,0.0611,120.007,6,1,233826,0.323,4,"5EId1m4DNwTf3at31w8bPJ","puerto rican pop","reggaeton","trap latino","urbano latino",NA,NA
"Mon Amour - Remix","zzoilo","Mon Amour (Remix)","2021-08-18",179940,81,0.122,0.748,0.761,6.56e-06,0.0984,-6.621,0.102,116.041,2,1,179940,0.362,4,"5TMLavqGRKNxgzMBrVpC9R","latin pop",NA,NA,NA,NA,NA
"SENZA FIATO ཀརྨ (con VENERUS & JOAN THIELE)","MACE","OBE","2021-02-04",211506,50,0.477,0.735,0.584,1.18e-05,0.16,-6.643,0.0652,119.055,10,0,211506,0.423,4,"0H5tubrS0IuLTuqvNDQSiU","funk carioca","italian hip hop","italian pop",NA,NA,NA
"∞ LOVE (feat. Guè)","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",218367,69,0.105,0.726,0.828,0,0.0873,-5.191,0.071,125.002,7,0,218367,0.307,4,"0HhSB4nAJpI5expWnZL199","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA
"Drippin' in Milano","ANNA","Drippin' in Milano","2021-07-15",159989,57,0.0964,0.841,0.772,0,0.136,-3.825,0.199,93.032,6,0,159989,0.496,4,"1TrjxEcRPHvaLF3saKCSs4","italian hip hop","italian pop",NA,NA,NA,NA
"Broken Language","Emis Killa","17","2020-09-18",108973,50,0.333,0.72,0.927,0,0.121,-3.197,0.309,89.993,4,0,108973,0.668,4,"6SUnPCMXpUvJ7ZiSFRg8rs","italian hip hop","italian pop",NA,NA,NA,NA
"Tacones Rojos","Sebastian Yatra","Dharma","2022-01-28",189333,78,0.062,0.746,0.844,0,0.149,-3.499,0.0359,123.014,11,0,189333,0.934,4,"6ylDpki1VpIsc525KC1ojF","colombian pop","latin pop","reggaeton","reggaeton colombiano","urbano latino",NA
"Mezza siga","Nerone","GEMINI","2019-06-14",166015,54,0.525,0.785,0.489,0,0.123,-11.172,0.292,132.902,7,1,166015,0.288,4,"0N258KE4IMjv18ixXQcVgC","italian hip hop",NA,NA,NA,NA,NA
"Todo De Ti","Rauw Alejandro","VICE VERSA","2021-12-10",199604,76,0.302,0.78,0.719,0.000196,0.0931,-3.613,0.0506,127.962,3,0,199604,0.336,4,"3rdAz1fbUfZxYgaCviYhRo","puerto rican pop","reggaeton","trap latino","urbano latino",NA,NA
"Fottiti (feat. Tony Effe)","Bresh","ORO BLU","2022-03-04",139937,50,0.0821,0.51,0.719,0,0.239,-7.434,0.266,168.032,1,0,139937,0.601,4,"1J6HctZmOX2JTHlOd1VMpU","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Shars 2020","Al Safir","Shars 2020","2020-12-14",185322,64,0.244,0.772,0.586,1.84e-06,0.0873,-8.506,0.237,95.048,0,0,185322,0.473,4,"2OazFN4VRGMQe09Z71Yqqa","rap espanol","urbano espanol",NA,NA,NA,NA
"BABY GODDAMN","Tananai","BABY GODDAMN","2021-03-26",149605,62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,10,0,149605,0.885,4,"3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA
"Pelele","Morad","Pelele","2021-12-24",216827,72,0.224,0.83,0.698,0.00065,0.0761,-5.549,0.163,144.929,1,0,216827,0.825,4,"5h5TUj8pU2WhdSeJx9BnX2","drill espanol","urbano espanol",NA,NA,NA,NA
"Mare Mosso - feat. Bresh","Tedua","Vita Vera Mixtape","2020-06-05",233215,47,0.197,0.428,0.744,0,0.218,-6.299,0.1,85.662,8,1,233215,0.567,4,"4oU7UcbiSaxbU8xQqGdvwS","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Tiroteo - Remix","Marc Seguí","Tiroteo (Remix)","2021-04-01",321555,83,0.282,0.75,0.522,0,0.0743,-7.018,0.0293,110.427,9,1,321555,0.601,4,"4OwhwvKESFtuu06dTgct7i","spanish pop",NA,NA,NA,NA,NA
"TROIA (feat. J Lord)","Massimo Pericolo","SOLO TUTTO","2021-03-26",214785,54,0.359,0.564,0.708,0,0.139,-6.714,0.0893,79.022,11,0,214785,0.488,4,"7tZ3j6ftRvAWfuMLrOVEfr","italian hip hop","trap metal italiana",NA,NA,NA,NA
"Inverno","Fr721 X Edo721","DCCXXI","2019-02-18",230769,10,0.48,0.781,0.69,0,0.337,-9.417,0.141,130.029,0,1,230769,0.585,4,"5OoTl3scT9FPzFZiW2pdum",NA,NA,NA,NA,NA,NA
"Tití Me Preguntó","Bad Bunny","Un Verano Sin Ti","2022-05-06",243716,87,0.0993,0.65,0.715,0.000291,0.126,-5.198,0.253,106.672,5,0,243716,0.187,4,"1IHWl5LamUGEuP4ozKQSXZ","reggaeton","trap latino","urbano latino",NA,NA,NA
"Te Felicito","Shakira","Te Felicito","2022-04-21",172235,82,0.234,0.695,0.636,0,0.081,-4.654,0.317,174.14,5,1,172235,0.575,4,"2rurDawMfoKP4uHyb2kJBt","colombian pop","dance pop","latin pop","pop",NA,NA
"Con me","Izi","Fenice","2016-05-13",228573,39,0.0454,0.709,0.816,0,0.117,-6.248,0.146,122.207,11,0,228573,0.551,4,"54BDrAesThB9j8fI1rxRsL","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Stay Away (feat. Ketama126, Side Baby & Franco126)","Night Skinny","Mattoni","2019-09-12",216000,57,0.219,0.65,0.521,0,0.134,-10.012,0.0893,180.086,6,1,216000,0.574,4,"6oZJl2T2hdHnMYcZR6VJGb","italian hip hop","rap siciliano","trap italiana",NA,NA,NA
"Morad: Bzrp Music Sessions, Vol. 47","Bizarrap","Morad: Bzrp Music Sessions, Vol. 47","2021-12-08",177583,70,0.468,0.77,0.859,0.00339,0.103,-4.526,0.0429,122.042,0,0,177583,0.548,4,"39yyHtQ4tkjZzd8TfIBKQw","argentine hip hop","pop venezolano","trap argentino","trap latino","urbano latino",NA
"Fiel - Remix","Wisin","Fiel (Remix)","2021-06-15",349546,68,0.398,0.839,0.711,2.02e-06,0.118,-4.733,0.0473,97.99,6,0,349546,0.573,4,"43qcs9NpJhDxtG91zxFkj7","reggaeton","urbano latino",NA,NA,NA,NA
"Cayó La Noche","La Pantera","Cayó La Noche","2021-06-26",215172,54,0.138,0.768,0.706,2.36e-06,0.0921,-6.487,0.364,173.951,5,0,215172,0.826,4,"2jeDtqfRAGJb9McjwfXN9I","rap canario",NA,NA,NA,NA,NA
"Blu Celeste","BLANCO","Blu Celeste","2021-09-09",206379,59,0.921,0.688,0.442,0,0.366,-5.611,0.0354,116.463,9,1,206379,0.252,4,"0BeXxjO6mgLDzg4xA6UheO","italian hip hop","italian pop",NA,NA,NA,NA
"GIRANO - feat. Izi","Bresh","CHE IO MI AIUTI","2020-02-14",214037,48,0.0435,0.684,0.854,0,0.206,-6.483,0.0521,110.072,7,0,214037,0.135,4,"0PS1FFCmLVhUyIBm6M7Agi","italian hip hop","italian pop","rap genovese",NA,NA,NA
"V12 (feat. Lil Uzi Vert)","iann dior","on to better things","2022-01-21",177835,47,0.411,0.705,0.681,0,0.121,-3.286,0.148,164.941,4,0,177835,0.626,4,"4y4Prw5JPDmM6NvtA4VK6g","melodic rap",NA,NA,NA,NA,NA
"UOMO A TERRA","Noyz Narcos","VIRUS","2022-01-14",123061,49,0.0466,0.879,0.785,0,0.223,-4.959,0.268,98.001,10,0,123061,0.712,4,"3aaxVh7kAA5h5IszxwYjYR","italian hip hop","italian underground hip hop",NA,NA,NA,NA
"S4TW","Vaz Tè","VT2M","2020-09-04",137806,32,0.0965,0.656,0.56,0,0.189,-7.065,0.11,155.089,9,0,137806,0.409,4,"6TPZzgIB6Xp1mAYPz3WcNh","italian hip hop","rap genovese","trap italiana",NA,NA,NA
"Il meglio di te","Bresh","ORO BLU","2022-03-04",157013,66,0.104,0.722,0.592,9.89e-06,0.293,-6.161,0.0805,81.989,4,0,157013,0.552,4,"4544onOpxe51skG7KWeohk","italian hip hop","italian pop","rap genovese",NA,NA,NA
"let you","iann dior","on to better things","2022-01-21",151733,53,0.262,0.598,0.838,0,0.122,-5.513,0.0881,170.191,7,0,151733,0.704,4,"5bQHJT0MZXTXccO84VpNQP","melodic rap",NA,NA,NA,NA,NA
"Bluff","Disme","Malverde","2020-12-11",179979,40,0.0188,0.657,0.619,0,0.138,-8.115,0.29,93.751,8,0,179979,0.399,4,"2M1pP4oLfRA8lwzlxu88L8","emo trap italiana","italian hip hop","rap genovese","trap italiana",NA,NA
"CRY LATER (feat. Sfera Ebbasta & Luchè)","Noyz Narcos","VIRUS","2022-01-14",174619,56,0.505,0.703,0.885,0,0.18,-5.277,0.138,92.041,0,0,174619,0.669,4,"6rY8VQS4hEgdG3OqKd9lBJ","italian hip hop","italian underground hip hop",NA,NA,NA,NA
"Efecto","Bad Bunny","Un Verano Sin Ti","2022-05-06",213061,87,0.141,0.801,0.475,1.73e-05,0.0639,-8.797,0.0516,98.047,7,0,213061,0.234,4,"5Eax0qFko2dh7Rl2lYs3bx","reggaeton","trap latino","urbano latino",NA,NA,NA
"I might","iann dior","on to better things","2022-01-21",127733,37,0.0467,0.727,0.657,0,0.193,-7.186,0.0456,150.051,8,1,127733,0.423,4,"0CKPcHaoyQIe3kf6bQaF2R","melodic rap",NA,NA,NA,NA,NA
"Desesperados","Rauw Alejandro","VICE VERSA","2021-12-10",224996,82,0.356,0.869,0.694,0.00125,0.0878,-3.35,0.0783,90.02,1,0,224996,0.511,4,"6mmPpaltUZK7xjNlBPQQ0p","puerto rican pop","reggaeton","trap latino","urbano latino",NA,NA
"Bocca Chiusa","SWF","18/19","2020-03-26",257870,5,0.201,0.734,0.863,0,0.327,-5.707,0.0759,135.069,0,1,257870,0.656,4,"0Wy21gngR4wYLvuhEEb1qr",NA,NA,NA,NA,NA,NA
