"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9"
"Angelina Jolie","Bresh","ORO BLU","2022-03-04",169546,67,0.073,0.658,0.628,0,0.117,-7.889,0.207,160.171,7,1,169546,0.621,4,"2wDBnfPlixUHdqrS1HvpvY","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA,NA,NA
"Punto Su Di Te","Guè","Gentleman","2017-06-30",208626,60,0.00687,0.679,0.641,0.000113,0.258,-5.661,0.078,126.191,8,0,208626,0.444,5,"4rhnxTQM2XdsYf7DZ0dDV4","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Però","Gazzelle","OK","2021-02-12",169946,56,0.0242,0.645,0.83,0,0.0619,-2.889,0.0354,85.975,1,1,169946,0.658,4,"2N06wqpprXLK2zqUDpLMwX","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA,NA
"Make You Feel My Love","Adele","19","2008-01-27",212040,79,0.907,0.317,0.172,0.000383,0.105,-10.636,0.0326,65.18,10,1,212040,0.0963,3,"273QnyCvJB65rScHJ1nPZb","british soul","pop","pop soul","uk pop",NA,NA,NA,NA,NA
"Pour Toujours (feat. Ghali e Dargen D'Amico)","Tedua","Vita Vera Mixtape","2020-06-05",240939,52,0.0654,0.873,0.672,1.12e-06,0.198,-7.04,0.322,97.474,1,0,240939,0.354,4,"1MIVKNoJo0nxQpgMMmGvML","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA,NA
"BABY GODDAMN","Tananai","BABY GODDAMN","2021-03-26",149605,62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,10,0,149605,0.885,4,"3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA,NA,NA,NA
"Mon Cheri (feat. Sfera Ebbasta)","Rkomi","Dove Gli Occhi Non Arrivano","2019-03-22",181866,61,0.316,0.887,0.667,0,0.119,-5.681,0.0484,130.032,6,0,181866,0.493,4,"66UkKyxN5YbJl9z7YamQOR","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Numeri","Ministri","Numeri","2021-12-03",229540,15,1.63e-05,0.466,0.931,0,0.0842,-5.732,0.0559,156.083,0,1,229540,0.437,4,"4Uynrbx0rHL9Gv25aOhn68","italian alternative","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"Ciao Ciao","La rappresentante di lista","Ciao Ciao","2022-02-02",184311,58,0.125,0.747,0.819,2.61e-06,0.331,-4.602,0.134,117.994,4,0,184311,0.637,4,"0jLeyuu6mtsD384054xLah","indie siciliano","italian adult pop","italian alternative","italian indie pop","italian pop",NA,NA,NA,NA
"SESSO OCCASIONALE","Tananai","SESSO OCCASIONALE","2022-02-03",195923,58,0.00725,0.647,0.857,0,0.0608,-4.23,0.0654,130.007,0,1,195923,0.659,4,"0Dz9zyx2w3zYtRK6yp3VKD","italian pop",NA,NA,NA,NA,NA,NA,NA,NA
"Caffè","Bresh","Caffè","2021-07-02",189108,40,0.0149,0.67,0.785,0,0.0934,-6.119,0.0424,94.509,8,1,189108,0.534,4,"4V5gmy8imyB0TJwdIYuGRv","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA,NA,NA
"All We Got (feat. KIDDO) - Ofenbach Remix","Robin Schulz","All We Got (feat. KIDDO) [Ofenbach Remix]","2020-11-13",129814,57,0.0522,0.803,0.796,2.69e-05,0.25,-5.077,0.0343,114.95,6,0,129814,0.549,4,"2rUsJXt4NeeDiIU6sBvrxo","deep euro house","deep house","edm","german dance","pop dance","tropical house",NA,NA,NA
"Pornografia (Bianco Paradiso)","BLANCO","Blu Celeste","2021-09-09",158606,56,0.236,0.481,0.912,0,0.556,-2.373,0.0764,165.031,7,1,158606,0.748,4,"7vWjyIST4LV6AOJsI0lolL","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Margherita","Dígame","Margherita","2020-03-20",171126,32,0.537,0.854,0.544,0,0.0877,-7.916,0.0547,92.041,10,1,171126,0.897,4,"0kqkg9z52Oxu1KmfuxHSEf","rap napoletano",NA,NA,NA,NA,NA,NA,NA,NA
"Sabotaggi","Ministri","Cultura Generale","2015-09-18",278706,22,0.559,0.52,0.614,1.82e-06,0.0944,-7.212,0.0335,151.876,4,1,278706,0.275,4,"4LEPtzWOr0MCkegykJnA99","italian alternative","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"Il meglio di te","Bresh","Il meglio di te","2022-07-22",157013,53,0.104,0.722,0.592,9.89e-06,0.293,-6.161,0.0805,81.989,4,0,157013,0.552,4,"2eTXrwuncNqUOAxw2YJ8lv","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA,NA,NA
"Con il nastro rosa","Lucio Battisti","Una giornata uggiosa","1980",321160,64,0.0654,0.666,0.515,0.0152,0.0687,-10.74,0.0331,119.559,1,0,321160,0.687,4,"2g3wyAWIAvmjfZ8K6Jb4Zn","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA
"Sigarette","Mondo Marcio","My Beautiful Bloody Break Up - Full Circle","2021-04-09",185946,44,0.175,0.792,0.624,0,0.209,-6.761,0.102,119.686,0,0,185946,0.498,4,"5Kh8YOTjlRaHlV9ZFFFd83","italian hip hop","italian underground hip hop",NA,NA,NA,NA,NA,NA,NA
"Il mondo insieme a te","883","Il mondo insieme a te","2004-05-28",241440,58,0.491,0.636,0.65,0,0.12,-6.234,0.0268,94.027,1,0,241440,0.375,4,"2JxlwxM4YVK5YlnSuX7DBu","italian adult pop",NA,NA,NA,NA,NA,NA,NA,NA
"CRAZY LOVE","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",192688,68,0.224,0.725,0.713,2.13e-05,0.104,-5.958,0.0484,123.003,9,0,192688,0.392,4,"2p5OyhSm5fS90n0Q7R3r6D","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA,NA,NA
"LA CODA DEL DIAVOLO (con ELODIE)","Rkomi","TAXI DRIVER","2022-02-24",188973,25,0.132,0.481,0.748,7.77e-06,0.126,-6.007,0.356,128.777,6,0,188973,0.549,4,"5veqjCN8G0LtiN7oEHe2tK","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Hung Up","Madonna","Confessions on a Dance Floor","2005-11-11",337733,78,0.0039,0.649,0.647,0.161,0.0686,-7.695,0.0452,125.02,9,0,337733,0.405,4,"3850dYVgOFIXJh5U4BFEWH","dance pop","pop",NA,NA,NA,NA,NA,NA,NA
"Me la caverò","883","Il mondo insieme a te","2004-05-28",223186,19,0.655,0.62,0.745,0,0.113,-7.912,0.0358,99.978,2,1,223186,0.578,4,"4oEoPGb92xH22CabSs0EYK","italian adult pop",NA,NA,NA,NA,NA,NA,NA,NA
"Senza Un Perché","Nada","Tutto L'amore Che Mi Manca","2006-10-15",164906,51,0.645,0.795,0.472,8.8e-05,0.104,-8.308,0.0454,109.232,6,0,164906,0.533,4,"21S6EicU7LXhS4ampzsOAQ","classic italian pop",NA,NA,NA,NA,NA,NA,NA,NA
"10 RAGAZZE (con ERNIA)","Rkomi","TAXI DRIVER","2021-11-30",174727,61,0.261,0.707,0.674,0,0.145,-5.717,0.193,83.066,0,0,174727,0.824,4,"45OsJpk7HMJKOnMVf2eQsV","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"I AM WOMAN","Emmy Meli","I AM WOMAN","2021-11-19",232813,72,0.122,0.646,0.471,0,0.125,-9.247,0.157,170.084,10,1,232813,0.455,4,"3nOz1U41SZZ0N3fuUWr9nb","alt z",NA,NA,NA,NA,NA,NA,NA,NA
"Effe","Tony Effe","Untouchable","2021-11-26",151440,58,0.00331,0.629,0.808,0.000132,0.0709,-6.101,0.051,96.032,7,1,151440,0.503,4,"6RQjUikQBjV183yPTvrUvr","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA,NA,NA
"Sopra","Gazzelle","Punk","2018-11-30",193573,63,0.0965,0.582,0.717,1.52e-05,0.398,-4.186,0.0274,116.975,2,1,193573,0.227,4,"4EWRqLKdXgr0lPjAv6mxc4","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA,NA
"Ferma A Guardare (feat. Pinguini Tattici Nucleari)","Ernia","Gemelli","2021-01-19",213542,68,0.445,0.585,0.724,0,0.1,-5.611,0.0967,162.05,9,0,213542,0.547,4,"1eDC4NiUYgQSKpKDIvXxi4","italian hip hop","italian pop","milan indie",NA,NA,NA,NA,NA,NA
"Brividi","Mahmood","Brividi","2022-02-02",199146,65,0.448,0.523,0.614,0,0.254,-4.435,0.0347,122.962,7,1,199146,0.342,4,"1ZMGp9MTXbtAPvcKa0U3zS","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Ci sei sempre stata","Ligabue","Arrivederci, mostro!","2010-05-11",298586,48,0.383,0.574,0.638,0.00038,0.0997,-5.096,0.0309,125.995,4,1,298586,0.459,4,"06hTWhCeATJmJ3V5b5HVq9","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Tu non mi basti mai","Lucio Dalla","Canzoni","1996-08-21",270333,55,0.42,0.635,0.376,0.049,0.0925,-16.8,0.0315,86.003,5,1,270333,0.525,4,"0VMh6D6ryDKoLFmd6EuqbU","canzone d'autore","classic italian pop","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Vertigini","Tedua","Mowgli","2018-03-02",203040,64,0.164,0.579,0.774,0,0.131,-6.34,0.164,133.722,5,0,203040,0.476,4,"1Oou7m2VuxCDSOdqsu07TU","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA,NA
"Quanto ti vorrei","chiello","Quanto ti vorrei","2021-09-23",180342,51,0.00721,0.476,0.711,1.81e-06,0.0842,-5.769,0.0336,185.996,2,1,180342,0.756,4,"1AC9rHDPQC3QoC3iYPeSEI","italian hip hop",NA,NA,NA,NA,NA,NA,NA,NA
"Waves - Robin Schulz Radio Edit","Mr. Probz","Waves (Robin Schulz Radio Edit)","2014-02-07",208133,79,0.00821,0.829,0.51,0.00143,0.0829,-9.334,0.0369,119.994,5,0,208133,0.45,4,"1HFfMOxCAT4GAwaPfCdmUs","pop dance",NA,NA,NA,NA,NA,NA,NA,NA
"And We Danced (feat. Ziggy Stardust)","Macklemore","The Unplanned Mixtape","2010-01-05",246213,65,0.456,0.758,0.677,0,0.0954,-6.598,0.0782,124.998,5,1,246213,0.713,4,"1FCQEg7wOK9IIBuxx63krr","pop rap","seattle hip hop",NA,NA,NA,NA,NA,NA,NA
"As It Was","Harry Styles","Harry's House","2022-05-20",167303,95,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,6,0,167303,0.662,4,"4Dvkj6JhhA12EX05fT7y2e","pop",NA,NA,NA,NA,NA,NA,NA,NA
"Only The Horses","Scissor Sisters","Magic Hour","2012-01-01",218893,48,0.00266,0.672,0.814,2.31e-05,0.092,-3.151,0.0399,126.036,1,1,218893,0.874,4,"7BxOczly5v4jRd1Pe3EykU","dance pop","dance rock","strut",NA,NA,NA,NA,NA,NA
"Tuttecose","Gazzelle","OK UN CAZZO","2021-12-10",197956,63,0.198,0.661,0.64,0,0.125,-4.52,0.0479,83.027,0,1,197956,0.659,4,"4c4uR3sZVgX9Y0OxCzhzwO","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA,NA
"Secchio","Pop X","Lesbianitj","2016-11-18",214986,41,0.482,0.867,0.834,3.21e-05,0.0629,-6.638,0.0552,101.008,11,1,214986,0.968,4,"3LYQdgVQhZHG1BDlHTxYWO","italian alternative","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"A mano a mano","Rino Gaetano","Q Concert","1981",217629,46,0.0569,0.566,0.376,0,0.474,-11.643,0.0443,176.366,0,1,217629,0.486,4,"5mA4wMDUbf9A2N0vzCR80R","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA
"Angeleyes","ABBA","Voulez-Vous","1979",260893,74,0.523,0.719,0.922,0.000163,0.0867,-6.091,0.0338,133.113,11,1,260893,0.964,4,"7rWgGyRK7RAqAAXy4bLft9","europop","swedish pop",NA,NA,NA,NA,NA,NA,NA
"Mi Bebito Fiu Fiu","Tito Silva Music","Mi Bebito Fiu Fiu","2022-06-01",200852,52,0.221,0.735,0.662,0.00106,0.347,-8.113,0.053,80.005,8,0,200852,0.749,4,"3ByhKe2wsJzlhwG1dH95h8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vita paranoia","Gazzelle","Post Punk","2019-10-25",194933,59,0.0712,0.708,0.711,1.14e-05,0.0822,-5.693,0.0525,80,3,1,194933,0.597,4,"5r4MiZ35eUhPm1pIrTgKW6","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA,NA
"Party HH - feat. Lazza","Tedua","Vita Vera Mixtape","2020-06-05",211500,55,0.172,0.695,0.807,0,0.155,-4.427,0.257,99.912,7,1,211500,0.398,4,"61koTDrwN9kZQmDhtH7NpM","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA,NA
"Je ne sais pas (feat. Sfera Ebbasta)","Lous and The Yakuza","Je ne sais pas (feat. Sfera Ebbasta)","2021-02-26",194053,56,0.129,0.702,0.447,3.47e-06,0.121,-10.107,0.0444,124.979,4,0,194053,0.231,4,"0AGOXOfcDIRXwZtny26RDd","belgian pop",NA,NA,NA,NA,NA,NA,NA,NA
"Italove","EMMANUELLE","L'uomo d'affari / Italove","2016-05-27",319458,54,0.455,0.786,0.603,0.438,0.0688,-9.624,0.0521,120.411,11,1,319458,0.7,4,"4ll1UfyVm9we6xoTNGnMYO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gente che spera (feat. Reverendo)","Articolo 31","Domani smetto","2002-03-22",248546,54,0.611,0.692,0.701,0,0.0757,-4.048,0.113,92.913,0,1,248546,0.96,4,"31cPyWXo1UdKJsEt4PEWDQ","italian adult pop","italian underground hip hop","rap italiano old school",NA,NA,NA,NA,NA,NA
"Come As You Are","Nirvana","Nevermind (Remastered)","1991-09-26",218920,82,0.00016,0.5,0.824,0.00161,0.0916,-5.846,0.0388,120.125,4,0,218920,0.539,4,"2RsAajgo0g7bMCHxwH3Sk0","grunge","permanent wave","rock",NA,NA,NA,NA,NA,NA
"Sfiorivano le viole","Rino Gaetano","Mio Fratello E' Figlio Unico","1976-09-01",301666,54,0.0736,0.482,0.503,0.000495,0.0874,-11.896,0.308,81.385,2,1,301666,0.512,4,"4UqKJx2oFJvgLIBrBV82Ou","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA
"DUBBI","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",234446,66,0.57,0.727,0.698,0,0.11,-9.676,0.365,92.915,8,1,234446,0.356,4,"4gxRyOZefp95AXZFaztdtO","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA,NA,NA
"Eyes Blue Like The Atlantic (feat. Subvrbs)","Sista Prod","Eyes Blue Like The Atlantic (feat. Subvrbs)","2020-07-20",154599,69,0.608,0.768,0.339,0.000956,0.261,-13.169,0.777,76.229,0,1,154599,0.568,4,"0qUcpOOna3kkrwfqky85e1","sad lo-fi",NA,NA,NA,NA,NA,NA,NA,NA
"Sthlm Sunset","Ehrling","Give Me Summer","2017-06-09",181004,63,0.0263,0.827,0.835,0.773,0.0517,-8.187,0.0337,122.017,7,1,181004,0.446,4,"5Ow36JobD0k20t9YyJMwyL","saxophone house","tropical house",NA,NA,NA,NA,NA,NA,NA
"Sai Cosa C’è","BLANCO","Blu Celeste","2021-09-09",149050,53,0.217,0.502,0.778,0,0.0756,-4.029,0.113,157.923,3,1,149050,0.687,4,"3NI4VgVswVf503sOiZvv4m","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Amnesia","Shiny Goose","Amnesia","2014-06-09",288042,34,0.0211,0.721,0.596,0.166,0.142,-7.529,0.137,129.981,7,1,288042,0.38,4,"7zmRx6JTRtlk5iXFlSAM5R","saxophone house",NA,NA,NA,NA,NA,NA,NA,NA
"MANCARSI","Coma_Cose","HYPE AURA","2019-03-15",229120,52,0.418,0.691,0.579,0,0.104,-5.076,0.0411,145.905,2,1,229120,0.343,4,"0yWpMaNFL4IV5rUGqAjOGt","italian adult pop","italian alternative","italian indie pop","italian pop","milan indie",NA,NA,NA,NA
"Le vent nous portera","Noir Désir","Des visages des figures","2001-01-01",288693,62,0.713,0.669,0.702,0.0408,0.119,-10.616,0.0582,105.232,4,0,288693,0.793,4,"2ZQVJD9I6GCqXmkmMuEoLa","chanson","french rock","rock alternatif francais",NA,NA,NA,NA,NA,NA
"Ladro Di Fiori","BLANCO","Blu Celeste","2021-09-09",188125,56,0.37,0.596,0.763,0,0.483,-5.367,0.0703,96.189,1,0,188125,0.606,4,"18E4wq8is4m6wL8HxrEaQ9","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"One Day (Vandaag) - Radio Edit","Bakermat","One Day (Vandaag) [Radio Edit]","2014-03-14",219333,66,0.716,0.656,0.594,0.0802,0.376,-6.043,0.0307,127.992,5,1,219333,0.57,4,"0GSU6yLOJqO10ziQuBLWOE","minimal tech house","tropical house",NA,NA,NA,NA,NA,NA,NA
"Fiamme negli occhi","Coma_Cose","Fiamme negli occhi","2021-03-03",206001,54,0.0353,0.683,0.606,1.23e-06,0.131,-6.473,0.0305,104.018,7,1,206001,0.7,4,"5qn15Hs4s26YaNd5UWVe00","italian adult pop","italian alternative","italian indie pop","italian pop","milan indie",NA,NA,NA,NA
"Woman","Mumford & Sons","Delta","2018-11-16",274552,61,0.662,0.592,0.555,0.452,0.111,-10.499,0.0381,156.957,1,0,274552,0.142,4,"47DKI4RxI8ZW0sBqDenMhO","modern folk rock","modern rock","neo mellow","stomp and holler","uk americana",NA,NA,NA,NA
"I Want It That Way","Backstreet Boys","Millennium","1999-05-18",213306,84,0.257,0.689,0.694,0,0.148,-5.83,0.027,99.039,6,0,213306,0.482,4,"47BBI51FKFwOMlIiX6m8ya","boy band","dance pop","pop",NA,NA,NA,NA,NA,NA
"Un battito ancora","Gli Ultimi","Sine metu","2021-10-09",154719,39,0.000286,0.543,0.909,9.03e-05,0.403,-6.139,0.0326,100.032,7,1,154719,0.821,4,"2YQKpGTFcuIeNvpksxrZ5v","italian punk","punk rock italiano",NA,NA,NA,NA,NA,NA,NA
"Grecale","Murubutu","L'uomo che viaggiava nel vento (E altri racconti di brezze e correnti)","2016-10-14",254016,43,0.227,0.732,0.796,0.0768,0.116,-6.877,0.295,170.056,8,0,254016,0.227,4,"5TodsdVRXUN5ubWNyVgquj","indie rock italiano","italian underground hip hop",NA,NA,NA,NA,NA,NA,NA
"Dove Si Balla","Dargen D'Amico","Dove Si Balla","2022-02-02",198082,61,0.176,0.592,0.603,0,0.123,-5.403,0.0933,145.94,0,1,198082,0.437,4,"3FVa0R2evbgjVOd3bejudr","italian adult pop","italian hip hop","italian pop","milan indie","r&b italiano",NA,NA,NA,NA
"Sex on Fire","Kings of Leon","Only By The Night","2008-09-23",203346,85,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,9,1,203346,0.374,4,"0ntQJM78wzOLVeCUAW7Y45","modern rock","rock",NA,NA,NA,NA,NA,NA,NA
"Walk Away (feat. Jimmy Magardeau)","Axero","Walk Away (feat. Jimmy Magardeau)","2015-03-31",224516,39,0.193,0.514,0.778,0.0167,0.369,-5.191,0.0523,124.062,11,1,224516,0.32,4,"5mp62FN0bi0aiuFMSS7pvw","gaming edm","saxophone house",NA,NA,NA,NA,NA,NA,NA
"Ride It","Regard","Ride It","2019-07-26",157605,82,0.177,0.88,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,7,0,157605,0.884,4,"2tnVG71enUj33Ic2nFN6kZ","pop dance","pop edm","slap house","uk dance",NA,NA,NA,NA,NA
"ME O LE MIE CANZONI? (con GAZZELLE)","Rkomi","TAXI DRIVER","2021-11-30",167479,51,0.29,0.624,0.719,0,0.23,-5.903,0.0462,87.993,1,1,167479,0.186,4,"3UWuWC7jUC4aDlzYspRm8Z","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Tazza di te","Galeffi","Scudetto","2017-11-24",145176,51,0.0913,0.73,0.655,0,0.0772,-5.182,0.141,149.942,0,1,145176,0.246,4,"0vrmJ3WdKnbBhtMszRS1Fq","italian indie pop","rome indie",NA,NA,NA,NA,NA,NA,NA
"OC (California)","Tedua","Orange County California","2017-01-13",158093,52,0.297,0.458,0.705,0,0.149,-6.138,0.254,156.727,4,1,158093,0.838,4,"78mcS5nv7lZ10qJUfsGbBG","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA,NA
"Il vangelo di Giovanni","Baustelle","L'amore e la violenza","2017-01-13",240786,33,0.0385,0.4,0.869,6.49e-05,0.27,-4.442,0.0968,119.696,0,1,240786,0.456,4,"7A04tOyiIVO7wMoT5bzSPx","italian adult pop","italian alternative",NA,NA,NA,NA,NA,NA,NA
"Meglio di prima","Gazzelle","OK UN CAZZO","2021-12-10",170306,50,0.0764,0.647,0.638,0.000519,0.145,-5.675,0.0305,139.974,0,1,170306,0.558,4,"50iHVheZdKRdaH3Z4CZlhY","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA,NA
"MI FAI IMPAZZIRE","BLANCO","MI FAI IMPAZZIRE","2021-06-17",220235,67,0.00273,0.477,0.844,0,0.137,-4.87,0.0458,169.941,11,1,220235,0.203,4,"1x3Qb8np6S1UvpSLthwEJN","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Magic In The Hamptons (feat. Lil Yachty)","Social House","Magic In The Hamptons (feat. Lil Yachty)","2018-06-08",164640,75,0.66,0.769,0.479,0,0.0914,-5.339,0.0385,96.051,1,1,164640,0.803,4,"2Yer0p7uB2lVBUAtANuuQp",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irene","Pinguini Tattici Nucleari","Gioventù brucata","2017-04-14",311253,56,0.349,0.68,0.622,0,0.0942,-6.271,0.0417,120.016,7,1,311253,0.535,4,"2JeQN06RJrdNTh5LpCPBHq","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA,NA,NA
"Come Musica","Jovanotti","Safari","2008-01-18",230226,48,0.366,0.531,0.589,9.56e-05,0.0749,-8.123,0.0345,148.102,7,1,230226,0.293,4,"5gsvZaXWEFjAo1j4pqbr9t","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Say It Right","Nelly Furtado","Loose","2006-01-01",223080,28,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.139,116.948,1,1,223080,0.809,4,"2SJ775L2EDeCfjXZxy7DLI","canadian latin","canadian pop","dance pop","pop",NA,NA,NA,NA,NA
"Fiori tra i Palazzi","Brio","Fiori tra i Palazzi","2020-10-25",202109,3,0.433,0.68,0.519,0,0.119,-10.067,0.339,171.055,1,1,202109,0.437,4,"5Ksr3KMNaXDWVkupMbd9N7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Threesome","Canova","Threesome","2017-05-26",211486,47,0.0409,0.529,0.896,0,0.076,-4.084,0.0697,127.935,9,1,211486,0.451,4,"1uJlpcJU3IgM5pMxXWccz0","italian alternative","italian indie pop","milan indie",NA,NA,NA,NA,NA,NA
"Dilemme","Lous and The Yakuza","Dilemme","2019-09-19",185913,45,0.0955,0.841,0.535,0,0.119,-7.569,0.122,145.009,5,0,185913,0.381,4,"34UANp5qxDg6YcgrlDeILZ","belgian pop",NA,NA,NA,NA,NA,NA,NA,NA
"SAPORE – with Tedua","Fedez","DISUMANO","2021-11-26",195480,57,0.061,0.76,0.692,2.8e-06,0.303,-6.243,0.113,125.041,5,1,195480,0.482,4,"6DWJhb5KfEbOOXlEcpqfh6","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA,NA
"Just the Two of Us","Grover Washington, Jr.","Winelight","1980",443773,72,0.447,0.743,0.429,0.362,0.0455,-14.576,0.0902,95.406,10,0,443773,0.597,4,"5fdNHVZHbWB1AaXk4RBGVD","soul jazz",NA,NA,NA,NA,NA,NA,NA,NA
"Comprami","Viola Valentino","Le più belle canzoni di Viola Valentino","2005-11-28",237559,55,0.375,0.784,0.863,0.0401,0.0938,-8.433,0.065,130.275,10,1,237559,0.841,4,"7K7iBR3rCpmBn4TFmhjnQ9","classic italian pop",NA,NA,NA,NA,NA,NA,NA,NA
