"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5"
"BM - London View","OTP","BM (London View)","2021-07-23",73,0.193,0.861,0.46,0,0.229,-10.105,0.362,143.008,11,1,164565,0.74,4,"1aWrjGga6Ws67b2CWWTb4u","melodic drill",NA,NA,NA,NA
"FEEL NOTHING","The Plot In You","DISPOSE","2018-02-16",74,0.00353,0.448,0.825,0,0.108,-5.307,0.0621,144.17,4,0,216826,0.226,4,"4xDwCYhobDehSBGUmd5H6Y","metalcore",NA,NA,NA,NA
"Caribe","VillaBanks","Quanto Manca","2020-01-01",68,0.222,0.932,0.419,0,0.0798,-7.905,0.158,139.962,0,0,140785,0.49,4,"5by3TCFHK3YRQzxpR9PcZ0","italian hip hop","italian pop","trap italiana",NA,NA
"Maniac","Various Artists","Flashdance (Original Soundtrack From The Motion Picture)","1983-04-11",74,0.0891,0.617,0.533,4.04e-06,0.0415,-11.516,0.0651,158.86,3,0,244706,0.835,4,"0QKfiqpEU4h9ycPSzIFwYe",NA,NA,NA,NA,NA
"House of Memories","Panic! At The Disco","Death of a Bachelor","2016-01-15",83,0.00272,0.506,0.817,0,0.0486,-5.051,0.0335,109.952,11,0,208706,0.506,4,"2DgdHcjWmO3qd50RzuBLgZ","modern rock","pop",NA,NA,NA
"Right Now","Sophie and the Giants","Right Now","2021-02-12",43,0.0417,0.689,0.864,0,0.0801,-3.273,0.0451,99.016,7,1,190106,0.802,4,"0EXgE4xs7exTMKFT7hYXVd","sheffield indie",NA,NA,NA,NA
"Down Under (feat. Colin Hay)","Luude","Down Under (feat. Colin Hay)","2021-11-19",70,0.012,0.308,0.861,0.00103,0.277,-4.112,0.172,171.966,11,0,158774,0.0386,4,"7AVyve7cFYTd51ha5i9kE2","aussietronica",NA,NA,NA,NA
"Hurricane","Ofenbach","Hurricane","2021-09-17",65,0.225,0.56,0.851,2.9e-06,0.177,-2.851,0.0486,125.947,2,0,147139,0.461,4,"0iVkWge9ytV4Scgy2hQ2za","pop dance",NA,NA,NA,NA
"I soldi e la droga (feat. Lazza)","Jake La Furia","Ferro del mestiere","2022-06-17",54,0.23,0.714,0.797,0,0.041,-5.488,0.118,140.062,7,1,201875,0.522,4,"20R9mqRNIAFyUl849j9DOc","italian hip hop","italian pop",NA,NA,NA
"Beggin (original version)","Madcon","So Dark The Con Of Man","2007-12-03",72,0.0271,0.715,0.8,0,0.0648,-5.144,0.057,129.023,4,0,216146,0.445,4,"1XyL3J7eTTKnxRZAM3LqIT","norwegian hip hop",NA,NA,NA,NA
"Without Me","Eminem","The Eminem Show","2002-05-26",90,0.00286,0.908,0.669,0,0.237,-2.827,0.0738,112.238,7,1,290320,0.662,4,"7lQ8MOhq6IN2w8EYcFNSUk","detroit hip hop","hip hop","rap",NA,NA
"Call Me Maybe","Carly Rae Jepsen","Kiss","2012-01-01",84,0.0114,0.783,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,7,1,193400,0.66,4,"20I6sIOMTCkB6w7ryavxtO","canadian pop","dance pop","pop",NA,NA
"After Dark","Mr.Kitty","Time","2014-08-08",73,0.0677,0.578,0.6,0.417,0.0778,-10.491,0.0322,140.021,8,1,257147,0.0392,4,"5FkJHVudUByVjanCqFXRql","weirdcore",NA,NA,NA,NA
"Hot N Cold","Katy Perry","One Of The Boys","2008-06-17",78,7.95e-05,0.706,0.841,0,0.0688,-3.956,0.0418,132.032,7,1,220226,0.861,4,"0iGckQFyv6svOfAbAY9aWJ","pop",NA,NA,NA,NA
"Satisfya","Imran Khan","Satisfya","2013-05-09",71,0.00451,0.726,0.652,3.32e-05,0.226,-7.764,0.11,163.879,1,0,180056,0.803,4,"6HGoVbCUr63SgU3TjxEVj6","desi hip hop","desi pop","desi trap","modern bollywood","pakistani hip hop"
"Never Going Home","Kungs","Club Azur","2022-03-18",70,0.0868,0.839,0.842,0.0897,0.0562,-4.702,0.0391,122.027,0,1,169946,0.96,4,"6ju5Ntn5pYksvkKxVkjEPK","edm","pop dance","uk dance",NA,NA
"Castle","Eminem","Revival","2017-12-15",53,0.0274,0.612,0.819,0.000646,0.0938,-4.592,0.321,84.977,7,1,254760,0.279,4,"0lc70Jh2s1iOMuv9XIEhFy","detroit hip hop","hip hop","rap",NA,NA
"3 DI CUORI (feat. Lazza)","ANNA","3 DI CUORI (feat. Lazza)","2022-04-28",53,0.174,0.465,0.844,0,0.173,-4.355,0.203,100.122,5,0,177600,0.581,4,"5w1eX8eQf8Z9jvqTCAtHkY","italian hip hop","italian pop",NA,NA,NA
"Hypnotized - Extended Mix","Purple Disco Machine","Hypnotized (Roosevelt Remixes)","2020-05-22",36,0.053,0.779,0.612,0.0155,0.0253,-7.259,0.0517,108.001,2,1,346744,0.736,4,"0CbTXRmRdHq3OlsvwB1tcn","deep house","house",NA,NA,NA
"Occhi rossi","Coez","Volare","2022-05-18",64,0.0746,0.545,0.477,0,0.0977,-6.021,0.0427,123.465,11,1,177310,0.353,4,"5bvsNn7f4m0MTCuUQkMZGY","italian adult pop","italian pop","rap napoletano","rome indie",NA
"Betty (Get Money)","Yung Gravy","Betty (Get Money)","2022-06-10",71,0.00524,0.723,0.772,1.15e-05,0.367,-6.784,0.0792,102.004,1,1,146470,0.58,4,"4cacyP5c3PMlfnyjpg13xW","meme rap","minnesota hip hop",NA,NA,NA
"Stereo Love - Twelve Remix","Edward Maya","Stereo Love (Remixes)","2020-09-06",53,0.0194,0.67,0.814,0.00442,0.0858,-6.441,0.0381,127.018,1,0,209763,0.457,4,"7f1sggVl4oDn9LZIliSt38","romanian house","romanian pop",NA,NA,NA
"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd","After Hours (Deluxe)","2020-03-20",83,0.0215,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,0,1,191013,0.593,4,"1oFAF1hdPOickyHgbuRjyX","canadian contemporary r&b","canadian pop","pop",NA,NA
"Dopamine (feat. Eyelar)","Purple Disco Machine","Exotica","2021-10-15",67,0.0537,0.689,0.797,0,0.212,-5.604,0.128,117.982,11,0,216091,0.855,4,"5JBtWpLoGO62gb5vax505b","deep house","house",NA,NA,NA
"USCITO DI GALERA","Lazza","SIRIO","2022-04-07",70,0.188,0.594,0.746,0,0.0991,-5.853,0.137,164.231,7,0,172654,0.0802,4,"01DXwNf1GzEJkYTbXgL0eb","italian hip hop","italian pop","rap genovese","trap italiana",NA
"5 Gocce (feat. Rkomi)","Irama","Il giorno in cui ho smesso di pensare","2022-02-25",68,0.279,0.742,0.808,9.85e-06,0.325,-5.206,0.059,74.992,4,1,160000,0.846,4,"3z0GeNGWyVduziP1cQ0mFN","italian adult pop","italian pop",NA,NA,NA
"FORTUNA","Ghali","Sensazione ultra","2022-05-20",49,0.00569,0.708,0.767,2.49e-05,0.119,-5.687,0.05,154.986,8,0,165866,0.776,4,"0b53fWGqxHfsdyzkwlEFFl","italian hip hop","italian pop","milan indie",NA,NA
"Shakerando","Rhove","Shakerando","2021-12-15",66,0.764,0.855,0.805,0.00708,0.302,-5.651,0.191,135.009,7,0,195555,0.469,4,"4EC028SvtlC25iHQSG2OIa","italian hip hop","italian pop","trap italiana",NA,NA
"Casse rotte (feat. Brokenspeakers)","Coez","Volare","2022-05-18",37,0.15,0.714,0.858,0,0.163,-2.811,0.151,85.007,0,1,242378,0.788,4,"27dNFX3mCkv6H1nFP9GiRY","italian adult pop","italian pop","rap napoletano","rome indie",NA
"Sorpresa (feat. Nayt)","CanovA","Sorpresa (feat. Nayt)","2021-12-03",49,0.531,0.599,0.6,0,0.206,-6.876,0.049,153.942,0,0,193298,0.619,4,"2JbrFFQEv0HgWZnsXaY4v7","italian pop",NA,NA,NA,NA
"It's My Life","Bon Jovi","Crush","2000-01-01",83,0.0263,0.551,0.913,1.35e-05,0.347,-4.063,0.0466,119.992,0,0,224493,0.544,4,"0v1XpBHnsbkCn7iJ9Ucr1l","glam metal","rock",NA,NA,NA
"Dusk Till Dawn (feat. Sia) - Radio Edit","ZAYN","Dusk Till Dawn (feat. Sia) [Radio Edit]","2017-09-07",77,0.102,0.259,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,11,0,239000,0.0951,4,"1j4kHkkpqZRBwE0A4CN4Yv","pop","uk pop",NA,NA,NA
"Cold Heart - PNAU Remix","Elton John","Cold Heart (PNAU Remix)","2021-08-13",86,0.034,0.796,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,1,1,202735,0.942,4,"6zSpb8dQRaw0M1dK8PBwQz","glam rock","mellow gold","piano rock","rock",NA
"Diavolo (con Ghali, Rkomi, Tedua & bnkr44)","Night Skinny","Botox","2022-10-04",54,0.158,0.712,0.657,0,0.14,-6.965,0.143,90.022,9,1,230483,0.557,4,"0CPailVeTy4L39Zaiuopap","italian hip hop","rap siciliano","trap italiana",NA,NA
"PANICO (feat. Takagi & Ketra)","Lazza","SIRIO","2022-04-07",71,0.0615,0.788,0.731,0,0.0997,-6.082,0.047,127.03,4,0,188564,0.258,4,"0SsUOrXUM2gZxVLYizZfQZ","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Ca$hmere","Marracash","Santeria (Voodoo Edition)","2016-12-02",57,0.0564,0.81,0.67,0,0.0832,-5.506,0.0585,116.043,10,0,219213,0.337,4,"5qllPTmhbWY72bCzuNqBbK","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"Cool for the Summer","Demi Lovato","Confident","2015-01-01",82,0.00425,0.583,0.61,0.000105,0.14,-5.639,0.0382,114.06,5,0,214739,0.336,4,"3uwnnTQcHM1rDqSfA4gQNz","pop","post-teen pop",NA,NA,NA
"LA CODA DEL DIAVOLO (con ELODIE)","Rkomi","TAXI DRIVER","2021-11-30",68,0.132,0.481,0.748,7.77e-06,0.126,-6.007,0.356,128.777,6,0,188975,0.549,4,"6oYcyS6salzWI1ysjEScFh","italian hip hop","italian pop",NA,NA,NA
"Where Are You Now","Lost Frequencies","Where Are You Now","2021-07-30",86,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,120.966,6,0,148197,0.262,4,"3uUuGVFu1V7jTQL60S1r8z","belgian edm","edm","pop dance","tropical house",NA
"Billie Jean","Michael Jackson","Thriller 25 Super Deluxe Edition","2008-02-08",84,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,11,0,293826,0.847,4,"5ChkMS8OtdzJeqyybCc9R5","r&b","soul",NA,NA,NA
"You're Ma Cherie - DJ Antoine vs Mad Mark 2K13 Radio Edit","DJ Antoine","Sky Is the Limit","2013-01-25",57,0.0421,0.754,0.675,1.49e-05,0.424,-4.728,0.287,127.931,5,0,191550,0.832,4,"54X4tsc4YnvhliQQjP1T0V","nordic house","pop house",NA,NA,NA
"Just Dance","Lady Gaga","The Fame","2008-01-01",82,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,1,0,241933,0.745,4,"1dzQoRqT5ucxXVaAhTcT0J","art pop","dance pop","pop",NA,NA
"MOSAICI (feat. Gaia & Carl Brave)","Sick Luke","X2","2022-01-07",42,0.172,0.673,0.538,0,0.11,-7.092,0.0651,138.141,5,0,199115,0.452,4,"3Jm3tqkbHKfXlfwayEF38h","italian hip hop","trap italiana",NA,NA,NA
"Relax, Take It Easy","MIKA","Life In Cartoon Motion","2006-01-01",69,0.058,0.694,0.694,0.0126,0.129,-8.21,0.0328,121.876,6,0,270000,0.608,4,"0KM2y796j63t5RHhvRUxld","electropop",NA,NA,NA,NA
"Take It Off","Kesha","Animal (Expanded Edition)","2010-01-01",71,4.14e-05,0.729,0.675,0.00126,0.0867,-5.292,0.0286,125.036,5,0,215200,0.74,4,"0WCiI0ddWiu5F2kSHgfw5S","dance pop","pop",NA,NA,NA
"Virale","Matteo Romano","Virale","2022-02-03",52,0.0306,0.651,0.569,0,0.104,-5.821,0.0439,137.895,7,0,184560,0.547,4,"2UaTiaxdp9uaRb6fMy8qpR","italian pop",NA,NA,NA,NA
"High School","Nicki Minaj","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)","2012-01-01",66,0.135,0.531,0.683,0.00265,0.22,-4.093,0.333,84.817,1,0,218746,0.212,4,"3UrNOHCzVxX2KZbNcKQAyu","hip pop","pop","queens hip hop","rap",NA
"This Love","Maroon 5","Songs About Jane","2002-06-25",65,0.0525,0.712,0.862,0,0.093,-4.612,0.0378,95.051,5,0,206200,0.809,4,"6YgV0EF8xJMZz0Zm6BTaT4","pop",NA,NA,NA,NA
"See Me Fall - Y2K Remix","Ro Ransom","Momentum (Mixtape)","2017-10-27",69,0.301,0.625,0.829,0,0.107,-5.221,0.0976,109.976,8,1,201508,0.131,4,"5MLreTrtwv7fGyyAy0RyeB","nyc rap",NA,NA,NA,NA
"Baltimora","BALTIMORA","Baltimora","2021-11-26",34,0.399,0.736,0.575,0,0.145,-7.059,0.104,110.096,1,1,161000,0.456,4,"4CgcaWX7I5xgifPjmSXUdy",NA,NA,NA,NA,NA
"Soldi Puliti","Shiva","Soldi Puliti","2022-03-25",59,0.0084,0.725,0.706,0,0.122,-5.255,0.452,119.88,9,1,159840,0.62,4,"02OFJLIZuX5l0IKApndnkh","italian hip hop","italian pop","trap italiana",NA,NA
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","2013-04-19",83,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,116.047,6,0,248413,0.862,4,"2Foc5Q5nqNiosCNqttzHof","electro","filter house","rock",NA,NA
"PER AVERTI (feat. Rkomi)","Dylan","PER AVERTI (feat. Rkomi)","2022-09-01",47,0.0399,0.698,0.675,0,0.406,-5.158,0.145,124.932,5,0,207058,0.679,4,"6oHLm5t10rVyFzTdYu0xGx","italian hip hop","trap italiana",NA,NA,NA
"Chiara","Beba","Crisalide","2021-10-21",40,0.162,0.688,0.745,0,0.0742,-8.03,0.049,83.998,8,1,188017,0.653,4,"2Ov7q88ry0QKbCzyKBlsGi","italian hip hop","italian pop",NA,NA,NA
"Ni**as In Paris","JAY-Z","Watch The Throne","2011-08-08",85,0.127,0.789,0.858,0,0.349,-5.542,0.311,140.022,1,1,219333,0.775,4,"1auxYwYrFRqZP7t3s7w4um","east coast hip hop","gangster rap","hip hop","pop rap","rap"
"Fight Back","NEFFEX","Fight Back: The Collection","2018-11-30",75,0.094,0.716,0.946,6.63e-05,0.0825,-3.412,0.261,139.943,1,1,200571,0.587,4,"6KigD0mlF4VGDYiSEzAyYw",NA,NA,NA,NA,NA
"Lei (feat. Bené)","Baby Gang","EP2","2022-06-17",67,0.544,0.642,0.588,0,0.246,-7.754,0.342,177.056,8,0,212284,0.525,3,"1fdL0yW2DHzcOOUF0fZFv8","trap italiana",NA,NA,NA,NA
"Alarm","Anne-Marie","Speak Your Mind (Deluxe)","2018-04-27",63,0.0812,0.756,0.589,0,0.176,-5.093,0.232,146.928,0,1,205593,0.811,4,"572xshmOviSGH70oPYMCZV","pop",NA,NA,NA,NA
"Coming for You (feat. A1 x J1)","SwitchOTR","Coming for You (feat. A1 x J1)","2021-10-29",68,0.217,0.813,0.481,0,0.0931,-6.71,0.231,140.122,1,1,178285,0.842,4,"1xIqDFx3KdByBnKMlTECcM","chill drill","melodic drill",NA,NA,NA
"Doja","Central Cee","Doja","2022-07-21",85,0.38,0.911,0.573,0,0.403,-7.43,0.288,140.04,6,1,97392,0.972,4,"3LtpKP5abr2qqjunvjlX5i","melodic drill",NA,NA,NA,NA
"Smooth Criminal - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","2012-09-18",79,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,8,1,257760,0.595,4,"2bCQHF9gdG5BNDVuEIEnNk","r&b","soul",NA,NA,NA
"Chico (feat. Rose Villain & Luchè)","Guè","Mr. Fini","2020-11-26",66,0.164,0.778,0.819,0,0.111,-3.873,0.0531,144.953,0,0,201931,0.637,4,"3sUzeeqRtfBfJAkk8qb8Pd","italian hip hop","italian pop",NA,NA,NA
"sottacqua","chiamamifaro","sottacqua","2022-06-03",31,0.0789,0.593,0.898,0,0.156,-4.217,0.0606,145.967,1,0,201189,0.701,4,"2Pdr33YqelbFwPepOAwBQy",NA,NA,NA,NA,NA
"In Radio","Marracash","Status","2015-02-10",55,0.269,0.705,0.726,0,0.108,-4.852,0.0813,115.986,9,0,221881,0.313,4,"0zxvemE96KZ4xBrFolkL1Y","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"Una Mattina","Ludovico Einaudi","Una Mattina","2004-01-01",73,0.991,0.231,0.0297,0.878,0.0742,-31.544,0.0579,131.413,2,1,203800,0.07,4,"0Dkibk70FDp6t7eOZNemNQ","compositional ambient","neo-classical",NA,NA,NA
"Paro - Speed Up","Nej","Paro (Speed Up)","2021-05-21",65,0.233,0.651,0.829,0.00313,0.401,-5.266,0.128,106.62,5,0,153800,0.246,4,"5NyBRRP1S6g9wTt4nR2448","r&b francais",NA,NA,NA,NA
"Little Dark Age","MGMT","Little Dark Age","2018-02-09",83,0.0102,0.705,0.712,0.000855,0.1,-6.156,0.0385,97.512,6,1,299960,0.62,4,"2Y0iGXY6m6immVb2ktbseM","alternative rock","indie rock","indietronica","modern rock","rock"
"Shivers","Ed Sheeran","=","2021-10-29",87,0.281,0.788,0.859,0,0.0424,-2.724,0.0856,141.02,2,1,207853,0.822,4,"50nfwKoDiSYg8zOCREWAm5","pop","singer-songwriter pop","uk pop",NA,NA
"Don't Go Yet","Camila Cabello","Familia","2022-04-07",71,0.0492,0.666,0.796,0,0.0442,-6.967,0.103,110.108,10,0,164842,0.61,4,"1qCHidBbWAgv3pn6UbZ4Lg","dance pop","pop",NA,NA,NA
"∞ LOVE (feat. Guè)","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",69,0.105,0.726,0.828,0,0.0873,-5.191,0.071,125.002,7,0,218367,0.307,4,"0HhSB4nAJpI5expWnZL199","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"SOLITE PARE (feat. thasup & Sfera Ebbasta)","Sick Luke","X2","2022-01-07",65,0.282,0.66,0.79,0,0.299,-4.344,0.0537,111.071,9,0,211660,0.556,3,"0PQxC8NHgiKXLK3Zm6QoCj","italian hip hop","trap italiana",NA,NA,NA
"Blow","Kesha","Cannibal (Expanded Edition)","2010-11-19",71,0.00334,0.753,0.729,5.66e-05,0.073,-3.862,0.0392,120.013,11,0,219973,0.812,4,"3pYDZTJM2tVBUhIRifWVzI","dance pop","pop",NA,NA,NA
"Noche de Novela (feat. Ed Sheeran)","Paulo Londra","Noche de Novela (feat. Ed Sheeran)","2022-08-11",57,0.00208,0.522,0.585,0,0.0909,-7.205,0.129,97.99,7,1,191896,0.411,4,"6N7LquYjc3c53qr4PSJbi5","argentine hip hop","trap argentino","trap latino","urbano latino",NA
"Niente Canzoni D'Amore - Inedito","Marracash","Status (Inediti, Rarità & Live)","2016-01-22",66,0.0434,0.621,0.728,2.32e-06,0.101,-4.667,0.0446,83.021,3,0,226808,0.178,4,"7uu3YZytpYW15VIfa7ynJk","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"Jalebi Baby (Tesher x Jason Derulo)","Tesher","Jalebi Baby (Tesher x Jason Derulo)","2021-05-28",71,0.0289,0.691,0.829,0,0.254,-7.179,0.0412,93.059,0,1,169154,0.866,4,"6FvSS3Goz7OC8oCC2eWqe8",NA,NA,NA,NA,NA
"KANYE WEST (feat. Bresh)","Camilla Magli","KANYE WEST (feat. Bresh)","2022-07-01",39,0.132,0.479,0.723,0,0.0976,-7.394,0.165,78.796,8,0,188502,0.452,4,"76V4fmBYiVqpOJB6GC3SHA",NA,NA,NA,NA,NA
"BUBBLE (feat. thasup & Salmo)","Takagi & Ketra","BUBBLE (feat. thasup & Salmo)","2022-06-10",63,0.0769,0.803,0.709,0,0.286,-6.54,0.0432,121.947,9,0,164327,0.706,4,"3fIB4IEcvjlzItwnFUvIBk","italian adult pop","italian pop",NA,NA,NA
"PARE (feat. Madame)","Ghali","Sensazione ultra","2022-05-20",59,0.095,0.795,0.555,0,0.124,-7.91,0.314,125.084,9,0,165960,0.493,4,"1WQxLQxEDMDwuaAmRXDHIw","italian hip hop","italian pop","milan indie",NA,NA
"COMINCIA TU (feat. Rosa Chemical)","Tananai","COMINCIA TU (feat. Rosa Chemical)","2022-02-05",54,0.0295,0.694,0.682,0,0.644,-4.735,0.0651,112.028,9,0,149196,0.798,4,"00aZI3Ds8liGrcqEetsEYf","italian pop",NA,NA,NA,NA
"Overwhelmed (Ryan Mack Remix)","Ryan Mack","Overwhelmed (Ryan Mack Remix)","2021-07-14",78,0.161,0.658,0.445,0,0.0845,-8.749,0.154,174.111,0,0,103240,0.513,4,"03eyNjBM2mpx28H6kdaufN","irish pop","singer-songwriter pop",NA,NA,NA
"im into you","YPC CROSS","im into you","2021-10-31",53,0.132,0.514,0.722,6.54e-05,0.324,-8.438,0.29,69.713,5,1,63612,0.915,4,"0lGedRX41rAx294OCPVxAO","melodic drill",NA,NA,NA,NA
"Mi Fiderò (feat. Madame)","Marco Mengoni","MATERIA (TERRA)","2021-12-03",65,0.22,0.717,0.677,0,0.0948,-6.913,0.0463,101.021,7,0,210953,0.613,4,"2V8AxW9KS5i60ccy7tXCP6","italian adult pop","italian pop",NA,NA,NA
"Stronger","Kanye West","Graduation","2007-09-11",85,0.00564,0.617,0.717,0,0.408,-7.858,0.153,103.992,10,0,311866,0.49,4,"0j2T0R9dR9qdJYsB7ciXhf","chicago rap","hip hop","rap",NA,NA
"Let's Get It Started - Spike Mix","Black Eyed Peas","Elephunk","2003-06-24",74,0.105,0.783,0.794,0,0.304,-2.231,0.12,104.963,11,0,217733,0.805,4,"4hfIVhq0F0zFUcrbecsYmo","dance pop","pop","pop rap",NA,NA
"Infinity","Jaymes Young","Feel Something","2017-06-23",83,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,11,0,237720,0.494,4,"1SOClUWhOi8vHZYMz3GluK","indie poptimism",NA,NA,NA,NA
"S.e.n.i.c.a.r.","Marracash","King Del Rap","2011-01-01",62,0.234,0.653,0.903,0,0.106,-2.723,0.0382,142.025,1,0,205720,0.764,4,"4emN0MkKDuGAdeDGxBlAML","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"Out Of My Mind","Gentrammel","Out Of My Mind","2020-06-10",71,0.663,0.61,0.609,0,0.61,-7.193,0.0372,78.009,9,1,173846,0.659,4,"01UeBfllW39eaKdiCw556R","sad lo-fi",NA,NA,NA,NA
"Lost","Maroon 5","JORDI (Deluxe)","2021-06-11",71,0.223,0.766,0.706,0.00028,0.064,-6.553,0.16,142.989,7,0,172597,0.766,4,"18XlJEroUwFo0tLZxscgXE","pop",NA,NA,NA,NA
"LONDRA","Rosa Chemical","FOREVER","2020-05-28",47,0.0545,0.683,0.806,0,0.0618,-4.348,0.0521,106.018,7,1,194779,0.522,4,"1zBr4jTyegVrBeGUgZgy7l","italian hip hop","italian pop",NA,NA,NA
