"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7"
"Tiroteo - Remix","Marc Seguí","Tiroteo (Remix)","2021-04-01",83,0.282,0.75,0.522,0,0.0743,-7.018,0.0293,110.427,9,1,321555,0.601,4,"4OwhwvKESFtuu06dTgct7i","spanish pop",NA,NA,NA,NA,NA,NA
"Quella foto di noi due","Emis Killa","Supereroe","2018-10-12",57,0.251,0.745,0.56,0,0.114,-6.766,0.103,129.948,11,1,194979,0.564,4,"10hc6GvyWhe2E48PAfQrdD","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Jane Fonda","Mickey Avalon","Mickey Avalon","2006-01-01",45,0.109,0.635,0.812,0,0.136,-3.829,0.291,93.597,2,1,220306,0.865,4,"0Y2QejubtJugRGvfPgOQ1w",NA,NA,NA,NA,NA,NA,NA
"Long Island","Dutch Nazari","Cori da sdraio","2022-04-29",26,0.291,0.704,0.695,0,0.311,-7.733,0.226,140.061,0,0,192019,0.874,4,"3CphNA94VuUoI5su2qxAD6","italian alternative","italian indie pop",NA,NA,NA,NA,NA
"El Fin del Mundo","La La Love You","La la Love You Bonus","2020-12-11",69,0.000856,0.602,0.866,0,0.094,-4.594,0.0471,127.052,4,1,188093,0.677,4,"70JnnNNAxPjvZGPwjJfX47","spanish indie pop","spanish pop","tontipop",NA,NA,NA,NA
"L","ARIETE","L","2021-09-29",44,0.169,0.556,0.515,0,0.162,-9.024,0.0289,79.952,1,1,159449,0.384,4,"1zDFKQ2JfsRQpQSivgFFkR","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Me Rehúso","Danny Ocean","Me Rehúso","2016-09-16",78,0.0231,0.744,0.804,0,0.0494,-6.327,0.0677,104.823,1,1,205714,0.426,4,"6De0lHrwBfPfrhorm9q1Xl","pop venezolano","reggaeton","trap latino","urbano latino",NA,NA,NA
"Water Under the Bridge","Adele","25","2015-11-20",75,0.0142,0.59,0.833,5.4e-06,0.105,-6.503,0.0615,94.963,5,0,240439,0.538,4,"2DRMuw0U0QbkVQxWxdJV3M","british soul","pop","pop soul","uk pop",NA,NA,NA
"La Camicia","Cesare Cremonini","La Ragazza Del Futuro","2022-02-24",36,0.547,0.548,0.676,1.11e-05,0.347,-10.292,0.0379,155.982,9,1,236826,0.363,4,"3QfUxi9AUkAQQeiqTwhaFH","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Quel Bar","ARIETE","Quel Bar","2019-11-15",47,0.909,0.426,0.172,0.0233,0.124,-22.029,0.0425,99.893,1,0,218333,0.111,4,"0yIcPEdH244ahKka3utSvc","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Una donna per amico - Remastered","Lucio Battisti","Una donna per amico","1978",52,0.0359,0.652,0.464,2.27e-05,0.271,-17.449,0.0708,128.475,9,1,318293,0.751,4,"2ogYCPCKE10ZHzckKBIF6d","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA
"Niente Canzoni D'Amore - Inedito","Marracash","Status (Inediti, Rarità & Live)","2016-01-22",66,0.0434,0.621,0.728,2.32e-06,0.101,-4.667,0.0446,83.021,3,0,226808,0.178,4,"7uu3YZytpYW15VIfa7ynJk","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"Missili","Frah Quintale","Lungolinea.","2018-06-29",66,0.443,0.706,0.683,0,0.313,-5.402,0.105,90.039,4,0,195349,0.676,4,"5dcyltc1ataieXIeTqhH3t","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Namasté (feat. Rkomi)","Venerus","Magica Musica","2021-02-19",44,0.664,0.584,0.64,0.000506,0.371,-7.434,0.0514,79.976,5,1,233040,0.536,4,"6He0QxDkF7LMLAyfHL7kHQ","indie rock italiano","italian hip hop","italian indie pop","italian pop","milan indie","r&b italiano","rome indie"
"Ca Plane Pour Moi","Plastic Bertrand","Plastic Bertrand","1998",66,0.0741,0.421,0.943,6.68e-05,0.105,-4.365,0.0951,165.77,10,1,182133,0.845,4,"4sf4Lq52b2iCoAgpge7a9g","classic belgian pop",NA,NA,NA,NA,NA,NA
"CICATRICI (feat. Madame)","ARIETE","SPECCHIO","2022-02-24",58,0.582,0.542,0.508,0,0.106,-9.573,0.101,76.697,2,0,173075,0.238,4,"7FSEYn1LL9UemeYeuXCHRm","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Blue Summer","Dov'è Liana","Blue Summer","2021-08-11",40,0.105,0.896,0.344,5.36e-05,0.0956,-11.089,0.0738,120.043,9,0,243999,0.963,4,"0TtZ25oVpmvX0wA24gUWxk",NA,NA,NA,NA,NA,NA,NA
"Belva","Gazzelle","OK","2021-02-12",45,0.116,0.664,0.7,2.15e-05,0.123,-6.822,0.0996,160.039,8,0,175913,0.475,4,"7rJWT9Jdasj3CbgV5WVbQY","italian adult pop","italian pop","rome indie",NA,NA,NA,NA
"The Thrill","Wiz Khalifa","The Thrill","2020-11-11",78,0.277,0.817,0.775,0,0.108,-4.767,0.108,126.984,10,0,234333,0.806,4,"56oGoEjA9eTZYgsttEFKY3","hip hop","pittsburgh rap","pop rap","rap","southern hip hop","trap",NA
"Pillole","ARIETE","Spazio","2020-05-14",54,0.523,0.679,0.581,0,0.0928,-9.297,0.104,82.054,2,1,196097,0.443,4,"02awCaNU1SgRt1ol80wRDP","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Visti Dall'Alto (feat. Dardust)","Rkomi","Dove Gli Occhi Non Arrivano","2019-03-22",52,0.139,0.44,0.587,0,0.0903,-8.337,0.0851,83.39,10,0,196253,0.594,4,"50Im1CDeBfRbJUPacCEIOS","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Zucchero filato","Gazzelle","Superbattito","2017-03-03",43,0.108,0.439,0.724,0,0.105,-5.999,0.0305,149.986,1,1,195373,0.172,4,"09hUWiWY1Xkcd9s1DjS9iY","italian adult pop","italian pop","rome indie",NA,NA,NA,NA
"68","Ernia","68","2018-09-07",49,0.0685,0.773,0.725,0.000124,0.67,-6.001,0.208,101.925,6,1,217000,0.742,4,"3HG58pNCGOB5f9qZFZY405","italian hip hop","italian pop","milan indie",NA,NA,NA,NA
"LA DOLCE VITA","Fedez","LA DOLCE VITA","2022-06-03",62,0.0124,0.737,0.858,0,0.382,-3.589,0.0527,144.991,8,1,187862,0.919,4,"0I0b7uTFfHhBz5bMkSDouF","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Je M'Appelle","Carl Brave","Coraggio","2020-12-17",27,0.185,0.71,0.554,0,0.193,-6.896,0.123,105.914,9,1,243226,0.269,4,"3P84s8KyGUi9zgUcZ8T1mH","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Dove Gli Occhi Non Arrivano","Rkomi","Dove Gli Occhi Non Arrivano","2019-03-22",50,0.0369,0.712,0.665,0,0.113,-6.289,0.0915,97.951,0,1,171906,0.242,4,"5sMechyaVyijGsbp01E9x2","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Yo Voy (feat. Daddy Yankee)","Zion & Lennox","Motivando a la Yal","2004-05-04",81,0.041,0.808,0.697,0,0.0546,-5.899,0.241,95.06,10,1,232019,0.554,4,"5gflgO9EPbIBf16n5TKnQS","reggaeton","urbano latino",NA,NA,NA,NA,NA
"Le cose sbagliate","Frah Quintale","Banzai (Lato blu)","2020-06-26",62,0.137,0.721,0.752,0,0.0541,-4.091,0.214,100.924,5,1,102999,0.45,4,"2B8D7oiYpR5dpO1ZtHewQS","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Gemelli","Carl Brave","Coraggio","2020-12-17",32,0.0678,0.589,0.702,0,0.1,-4.287,0.0787,95.186,8,1,229720,0.194,4,"4wsL568NMQ8DC8cZofTMai","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Brioschi","Franco126","Stanza Singola","2019-01-25",56,0.472,0.768,0.562,0,0.102,-7.79,0.215,92.013,5,0,219293,0.737,4,"4b8hQaPTM7FhpOOAkKBj5A","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"PARTIRE DA TE","Rkomi","TAXI DRIVER","2021-11-30",64,0.222,0.656,0.796,0,0.36,-4.294,0.0437,95.009,11,0,221019,0.699,4,"4HpqJZ9YSAaVsmfNGAyl9w","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Flow Easy","Coez","Flow Easy","2021-10-06",28,0.36,0.594,0.69,0,0.103,-5.441,0.0511,80.977,2,1,189966,0.417,4,"5HFf8FbsHkJj6Ujf3HMvBT","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Di Notte (feat. Sfera Ebbasta & Carl Brave)","Ernia","Gemelli (ascendente Milano)","2021-05-20",56,0.0469,0.765,0.69,0,0.159,-6.618,0.152,90.965,0,0,224175,0.858,4,"79VpbVJ1asRXWjkbvlxFED","italian hip hop","italian pop","milan indie",NA,NA,NA,NA
"La Mia Ragazza É Gangsta","Guè","Bravo Ragazzo (Royal Edition)","2013-01-01",50,0.0322,0.745,0.646,0,0.0797,-6.332,0.0901,89.954,1,1,205493,0.46,4,"5PfF4VyZSjpV6c51FCGDvP","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Brava","Vasco Rossi","Siamo Solo Noi","1981-06-26",44,0.0773,0.596,0.691,0.00872,0.156,-10.506,0.052,127.716,4,1,286200,0.624,4,"5ka6iDPKBmH1cTcf34yj2V","classic italian pop","italian adult pop",NA,NA,NA,NA,NA
"Migliore di me","Frenetik&Orang3","Migliore di me","2018-02-23",32,0.114,0.523,0.619,0,0.136,-6.009,0.208,179.891,0,1,239416,0.337,3,"2Q7shjIV6gP2VHqosVlDMd","italian hip hop","italian indie pop",NA,NA,NA,NA,NA
"GIORNATE NOIOSE","ARIETE","SPECCHIO","2022-02-24",42,0.0324,0.611,0.622,0,0.248,-5.132,0.0273,94.998,0,0,156306,0.703,4,"1NtpWsXJY3b2Cmmu2wWmQH","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Destri","Gazzelle","OK","2021-02-12",69,0.126,0.459,0.696,0,0.198,-4.953,0.0406,85.819,8,1,185503,0.422,4,"7nRFsITVaSHko2Fw2Gcy59","italian adult pop","italian pop","rome indie",NA,NA,NA,NA
"Kids","MGMT","Oracular Spectacular","2007-12-14",80,0.00076,0.451,0.931,0.0049,0.361,-3.871,0.0719,122.961,9,1,302840,0.172,4,"1jJci4qxiYcOHhQR247rEU","alternative rock","indie rock","indietronica","modern rock","rock",NA,NA
