"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"Can I","Sanjana","Can I","2020-02-07",33,0.749,0.767,0.413,0,0.117,-7.045,0.0784,89.887,9,0,253500,0.591,4,"3ZjsCen27ybUZGSQicZCQS",NA,NA,NA,NA,NA,NA,NA,NA
"Subside","Eloise","This Thing Called Living","2019-05-30",60,0.476,0.729,0.461,0.00453,0.149,-6.412,0.349,82.188,8,1,188185,0.485,4,"3Lqsck2T1MyyRmK1993Obk","bedroom soul",NA,NA,NA,NA,NA,NA,NA
"Who Do I Call?","Nathanie","Who Do I Call?","2021-01-08",43,0.208,0.774,0.552,0.13,0.137,-9.092,0.0694,79.958,1,1,114000,0.705,4,"7luOSOrHYssQ1usmsFbc66",NA,NA,NA,NA,NA,NA,NA,NA
"Super Thicc","Payday","Super Thicc","2019-04-30",36,0.784,0.499,0.473,0,0.197,-10.694,0.366,83.954,8,1,131866,0.288,4,"2s9Q2nYmAYWzjZsdcwYe1p","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Back to the Start","Superfan","Back to the Start","2020-11-12",50,0.234,0.652,0.63,0.000317,0.109,-5.046,0.0336,111.246,5,1,203261,0.463,4,"5TdgnDOtgNJRCxjrTVAwks","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"GEEKIN","MIA GLADSTONE","GEEKIN","2019-11-20",51,0.251,0.784,0.915,0.00232,0.128,-8.204,0.0774,119.985,1,1,157921,0.753,4,"4HiWfodoaCudNmx2AJCgq6","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Liszt's La Campanella","D. Park","Lofi Classical, Vol. 2","2021-09-14",9,0.554,0.405,0.842,0.894,0.119,-12.435,0.0426,90.134,8,0,294749,0.792,1,"0eoxdxLsXeil2E5lC5c8bP",NA,NA,NA,NA,NA,NA,NA,NA
"Trick of the Moon","Eloise","Somewhere In-Between","2021-06-18",55,0.979,0.586,0.269,0.000524,0.813,-15.806,0.593,135.992,0,1,119666,0.649,3,"3fo3jqinCouHb6WUmH7gct","bedroom soul",NA,NA,NA,NA,NA,NA,NA
"Raspberry Tongue","FIG","Raspberry Tongue","2021-04-08",34,0.0999,0.676,0.6,8.9e-06,0.315,-9.517,0.144,84.969,1,1,178000,0.53,4,"7dtUx6UNMsD6PQ8LhyUOXO","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Beam","Payday","It's Just Music","2020-12-18",47,0.432,0.686,0.777,0,0.323,-4.09,0.337,84.79,1,1,103846,0.915,4,"6fnWj75MzTjfdae8TeRaKR","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"La colpa al vento","Willie Peyote","Pornostalgia","2022-05-05",43,0.0463,0.678,0.719,0,0.111,-8.018,0.0975,118.064,2,0,229333,0.635,4,"6bAY89YslMZ7TdRmFouliI","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA,NA
"Oh Dove","Men I Trust","Untourable Album","2021-08-25",59,0.592,0.72,0.324,0.811,0.0873,-12.831,0.0793,178.04,6,0,196853,0.579,4,"16vs1gBen7uqJPWkAnbMHb","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"Calvaire","spill tab","Calvaire","2020-03-05",52,0.428,0.771,0.468,0.0751,0.11,-6.015,0.0539,123.727,1,1,117499,0.554,4,"1rJRb5A6ZfqOuqLCwpD7Ld","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Disneyland","Payday","House Of P.U.K.E","2021-06-04",28,0.257,0.841,0.789,0,0.407,-4.465,0.0548,119.982,4,0,134057,0.46,4,"3JeSVSQLPsULI2eRBU5yRl","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Wake Me Up Before You Go-Go","Wham!","Make It Big","1984-10-23",82,0.271,0.62,0.573,0,0.0607,-11.893,0.0423,81.548,0,1,231333,0.897,4,"0ikz6tENMONtK6qGkOrU3c","new romantic","new wave","new wave pop","soft rock",NA,NA,NA,NA
"There’s No Insurance For a Broken Heart","Ryan Woods","King of the Basement","2021-04-16",31,0.744,0.67,0.468,0,0.15,-9.428,0.0618,127.951,9,1,203526,0.293,3,"1rUsBnPQKJsUh8ra8IyMKG","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Manic Pixie Dream Girl","EASHA","Manic Pixie Dream Girl","2021-09-10",57,0.065,0.692,0.545,0,0.103,-4.903,0.0493,99.97,4,0,160870,0.478,4,"6z9zXftDgpnyZYL2KiRTHZ",NA,NA,NA,NA,NA,NA,NA,NA
"Y U Gotta B Like That","Audrey Mika","Y U Gotta B Like That","2019-06-02",54,0.287,0.732,0.413,0,0.0565,-6.353,0.0702,92.066,9,1,154456,0.761,4,"45StvejYUdIsyUwqdZ7iJM","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Brodo","Laila Al Habash","Brodo","2021-02-03",41,0.181,0.626,0.532,1.81e-05,0.143,-6.909,0.062,80.036,9,0,217853,0.392,4,"7CXwOsJN3XBiud3Z1eFeeW","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"Televendite di quadri","Post Nebbia","Canale Paesaggi","2020-10-23",39,0.0658,0.513,0.724,0.0208,0.415,-5.945,0.0323,78.995,10,0,265500,0.707,4,"2sRuOQ3fg1EGzzcuBgohJX","indie veneto","italian indie pop",NA,NA,NA,NA,NA,NA
"An Everlasting Love","Andy Gibb","Shadow Dancing","1978-04-04",53,0.299,0.665,0.686,0,0.145,-6.542,0.0384,125.357,9,1,250360,0.919,4,"30IpEYZRHYmS8yZyMM5aYK","disco","mellow gold","soft rock",NA,NA,NA,NA,NA
"Disco Dancing","Payday","Disco Dancing","2019-09-20",28,0.715,0.609,0.603,0,0.0999,-6.19,0.399,167.178,4,1,173609,0.534,4,"6qeBqLx8PKFiDFhNM1g6m4","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Ciao Ciao","La rappresentante di lista","Ciao Ciao","2022-02-02",58,0.125,0.747,0.819,2.61e-06,0.331,-4.602,0.134,117.994,4,0,184311,0.637,4,"0jLeyuu6mtsD384054xLah","indie siciliano","italian adult pop","italian alternative","italian indie pop","italian pop",NA,NA,NA
"Cotton Candy","spill tab","Cotton Candy","2020-08-05",58,0.662,0.686,0.456,8.93e-06,0.357,-7.81,0.234,96.889,0,1,93871,0.569,3,"4FF0tP9mkoiFKLiXFeXm0q","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"I Love The Nightlife (Disco 'Round) - Single Version","Various Artists","Disco Dancing","2019-07-12",50,0.309,0.693,0.708,0.00303,0.0857,-7.816,0.0311,125.311,0,1,187973,0.95,4,"1CxvZPtIyPU9CdYMj7vhtI",NA,NA,NA,NA,NA,NA,NA,NA
"Organon","Men I Trust","Untourable Album","2021-08-25",64,0.831,0.6,0.193,0.901,0.102,-15.751,0.0265,96.977,7,0,150927,0.0386,3,"7uKoqhOj7sfF1GowMuAc6I","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"Lessons In Love","Level 42","Running In The Family","1987",70,0.159,0.709,0.839,0.00209,0.301,-8.403,0.0367,113.186,7,1,246013,0.864,4,"3EGI5qmVmGlfgy9BmNb1R8","brit funk","dance rock","new romantic","new wave pop","post-disco","sophisti-pop","synthpop",NA
"AAA","Tyde Levi","AAA","2020-03-20",34,0.244,0.676,0.638,0,0.337,-6.63,0.0667,129.958,7,1,226792,0.355,4,"1DnN1RRe7dFzCkfU72XuZI",NA,NA,NA,NA,NA,NA,NA,NA
"Mai Dire Mai (La Locura)","Willie Peyote","Mai Dire Mai (La Locura)","2021-03-04",51,0.204,0.733,0.793,0,0.139,-6.123,0.181,138.084,1,1,208664,0.856,4,"4jmvkbDw0cuWD2Fi9VswFQ","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA,NA
"Smiley Freestyle","Payday","It's Just Music","2020-12-18",30,0.317,0.867,0.835,0,0.252,-3.367,0.276,93.167,2,1,96442,0.961,4,"3BxC5X2ZRHuOHB2QTpzCSw","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Forget Me Nots - Remastered","Patrice Rushen","Straight From The Heart","2017-12-06",60,0.079,0.918,0.459,0.0593,0.0532,-6.962,0.0427,113.818,6,0,284506,0.962,4,"4UQH52FfgGpzDShKDbBvEA","classic soul","disco","funk","jazz funk","p funk","post-disco","quiet storm","soul"
"Before Dawn","Men I Trust","Untourable Album","2021-08-25",50,0.758,0.824,0.386,0.949,0.0563,-10.247,0.254,142.021,9,1,213294,0.707,4,"74qn7Z1icF6rB9kUiVFUFm","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"Ottima Scusa","Willie Peyote","Sindrome di Tôret","2017-10-06",53,0.104,0.809,0.702,2.73e-05,0.0659,-7.157,0.123,74.989,7,1,198520,0.934,4,"0XhdO6hPMLByA0nk8HAiGN","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA,NA
"Doctor's Orders","Carol Douglas","Disco Queen: Greatest Hits","1999",30,0.051,0.639,0.632,0.682,0.165,-12.242,0.0384,125.849,0,1,300946,0.763,4,"2mrN3NN03nZSKjy3YmRpuY","disco",NA,NA,NA,NA,NA,NA,NA
"Far Away","EASHA","Far Away","2021-03-19",58,0.402,0.768,0.519,0,0.183,-8.494,0.0739,112.973,5,1,185083,0.452,4,"0Y4xg5612xZ3vAgWEkMjw3",NA,NA,NA,NA,NA,NA,NA,NA
"GO","MIA GLADSTONE","CYCLE/S","2020-12-04",35,0.0399,0.869,0.552,0.000158,0.128,-10.586,0.079,114.005,0,0,206165,0.811,4,"6W8XOCAudICxfCjiNgH35p","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Gonna Be Okay","Tiffany Day","Gonna Be Okay","2020-08-21",33,0.654,0.851,0.524,0,0.0966,-7.028,0.0772,119.939,9,1,171990,0.887,4,"1FfQScGXFnfPu309jwGgwg","chill r&b",NA,NA,NA,NA,NA,NA,NA
"Punching Bag","Wallice","Punching Bag","2020-10-21",51,0.428,0.62,0.767,1.05e-05,0.322,-1.73,0.0393,138.983,1,0,153783,0.617,4,"09tYMZ38sfZRZmrN0basVJ","indie pop",NA,NA,NA,NA,NA,NA,NA
"Bad Texter","Ryan Woods","King of the Basement","2021-04-16",56,0.0417,0.604,0.634,8.53e-05,0.333,-7.251,0.0486,95.058,11,1,193208,0.601,4,"38nneqBMT3nIUK2WKhwgDr","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Pearl","YURA","Pearl","2019-11-03",41,0.299,0.741,0.295,0.00212,0.12,-10.064,0.0438,95.038,7,0,233059,0.6,4,"6rReQcuVfH8P2r1ALCqe6q","chill r&b",NA,NA,NA,NA,NA,NA,NA
"Sugar","Men I Trust","Untourable Album","2021-08-25",71,0.647,0.823,0.461,0.327,0.14,-12.75,0.0366,114.026,9,0,176315,0.798,4,"2joEpsXflccZD0ZwKEdz5m","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"Inside Out","Odyssey","Happy Together (Expanded Edition)","1982-05-01",37,0.406,0.74,0.691,2.51e-05,0.126,-10.04,0.069,112.021,7,1,314573,0.866,4,"7M5lXJINKOwwXUgtQuxcSK","disco","hammond organ","post-disco",NA,NA,NA,NA,NA
"paranoia party","Frances Forever","paranoia party","2021-06-02",42,0.698,0.515,0.427,5.47e-06,0.148,-10.166,0.0992,188.552,3,1,185626,0.101,3,"29ptwsAFxPgzqMqyAu1OuK","bedroom pop","indie pop",NA,NA,NA,NA,NA,NA
"candy choppa","Warren Hue","SUGARTOWN","2019-12-13",47,0.401,0.939,0.48,0,0.119,-8.162,0.198,119.975,5,0,147500,0.849,4,"0afkEmqKAiVYI6aMsNhkR6","bedroom r&b",NA,NA,NA,NA,NA,NA,NA
"Spongebob Trappin'","OV3RDRIVE","Spongebob Trappin'","2018-12-05",31,0.29,0.783,0.56,5.8e-06,0.0946,-8.867,0.277,146.878,4,1,154237,0.462,4,"7LKtKbuv4zrunujHia4T5V","goa hip hop",NA,NA,NA,NA,NA,NA,NA
"Deluso","Masamasa","Scarafaggio","2021-07-02",30,0.382,0.792,0.633,0,0.566,-7.747,0.0758,100.093,2,0,165600,0.766,4,"4y3XY61QLMp5d049FUoVWX","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"Sì può darsi","Frah Quintale","Banzai (Lato arancio)","2021-06-04",46,0.0335,0.564,0.736,7.63e-06,0.0715,-5.709,0.0607,79.997,7,1,186750,0.655,4,"2JXJV5j7CHeAtn6qrGYDHZ","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA,NA
"Se entrambi i nostri aerei cadessero","Io e la tigre","GRRR POWER","2018-10-30",4,0.0903,0.594,0.903,0,0.113,-5.098,0.0344,101.978,1,1,176024,0.399,4,"254cjqUZSIPAPaIbulPtd9","indie rock italiano","italian indie pop",NA,NA,NA,NA,NA,NA
"love & doubt","dacelynn","love & doubt","2021-08-11",43,0.341,0.499,0.539,0.0236,0.265,-8.607,0.0605,177.904,0,1,175280,0.521,4,"7pFeq7Itvy8BM68NIu5VUZ","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"Ganja Boat","Various Artists","Machete Mixtape Gold Edition","2015-10-30",46,0.321,0.694,0.705,0,0.193,-8.202,0.454,174.1,2,1,179440,0.937,4,"6aq8kUWOU67hnT9iPsQSOY",NA,NA,NA,NA,NA,NA,NA,NA
"To France - Remastered 2015","Mike Oldfield","Discovery (Deluxe / Remastered 2015)","2016-01-29",56,0.51,0.55,0.477,8.88e-06,0.145,-9.869,0.0242,98.408,6,0,283440,0.376,4,"2qIWvQsisYABbppFUkBsdj","progressive rock","symphonic rock",NA,NA,NA,NA,NA,NA
"Paint It, Black","The Rolling Stones","Aftermath","1966-04-15",85,0.0493,0.464,0.795,0.00244,0.399,-9.267,0.0926,158.691,1,1,202266,0.612,4,"63T7DJ1AFDD6Bn8VzG6JE8","album rock","british invasion","classic rock","rock",NA,NA,NA,NA
"Rêverie, L. 68","Claude Debussy","Debussy: Estampes; Pour le piano; 6 épigraphes antiques","2007-07-31",62,0.995,0.25,0.00904,0.922,0.0779,-31.617,0.041,62.541,5,1,233400,0.083,4,"086sjLPEqdKBgTxbTeCLCv","classical","impressionism","post-romantic era",NA,NA,NA,NA,NA
"Space Invaders (feat. Nitro)","Salmo","Midnite (Deluxe Version)","2013-04-02",46,0.00445,0.608,0.866,0,0.289,-4.192,0.351,83.572,11,0,224106,0.559,4,"6btnYGnZL8zPidjw76qX40","italian hip hop","italian pop","italian underground hip hop","rap sardegna",NA,NA,NA,NA
"Moonlight Shadow - Remastered 2013","Mike Oldfield","Crises","2013-01-01",48,0.262,0.625,0.703,1.02e-06,0.231,-9.863,0.0263,128.389,4,1,218909,0.791,4,"4dAgaMrchuSCRrol1AAthD","progressive rock","symphonic rock",NA,NA,NA,NA,NA,NA
"Cioccolata","Masamasa","Scarafaggio","2021-07-02",15,0.509,0.574,0.671,0,0.258,-7.737,0.325,94.913,5,1,194210,0.304,4,"19CVvfOxPJusDrOnQlUiAz","italian indie pop",NA,NA,NA,NA,NA,NA,NA
"When You Wake up Tomorrow","Candi Staton","Chance","1979",29,0.121,0.787,0.543,0.000125,0.0701,-15.132,0.07,115.554,10,0,406533,0.947,4,"4b7CZF01PSfOYVPGY3adiY","southern soul",NA,NA,NA,NA,NA,NA,NA
"Shoulders","Men I Trust","Untourable Album","2021-08-25",50,0.923,0.575,0.343,0.744,0.243,-15.482,0.0462,169.958,2,0,206340,0.358,3,"4At9QhnhKaNgP51kbAmk77","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"BAMO","Eloise","Somewhere In-Between","2021-06-18",48,0.686,0.563,0.295,0,0.147,-13.146,0.162,114.182,6,1,117173,0.489,4,"6VfXlYHpJeNzHCWPU7Smwd","bedroom soul",NA,NA,NA,NA,NA,NA,NA
"TWFNO","Tiffany Day","TWFNO","2020-01-31",47,0.117,0.936,0.485,0.000679,0.199,-8.245,0.101,116.98,7,1,168176,0.657,4,"6p6C87dlcPoqZ8Wb3jiHhd","chill r&b",NA,NA,NA,NA,NA,NA,NA
"I Can't Go For That (No Can Do)","Derek Frank","Let the Games Begin...","2009-12-01",14,0.0494,0.733,0.859,0.783,0.328,-5.836,0.046,109.994,11,0,338386,0.705,4,"7yl9mipSjbF6RaxIGpwcB9",NA,NA,NA,NA,NA,NA,NA,NA
"Serenade of Water","Men I Trust","Untourable Album","2021-08-25",63,0.848,0.647,0.414,0.903,0.112,-10.816,0.066,79.503,8,0,185660,0.711,4,"5tt7O3V5vwf8ltkr1Wgxrf","indie pop","pov: indie",NA,NA,NA,NA,NA,NA
"Giornale / Di corsa (feat. Madman) - prod. Strage","Dani Faiv","Fruit Joint + Gusto","2019-01-18",32,0.14,0.815,0.777,1.18e-05,0.0383,-4.237,0.102,144.08,10,0,166836,0.727,4,"16gxK5H4QC8lnla4bgKOrQ","italian hip hop",NA,NA,NA,NA,NA,NA,NA
"I Don't Cry","Payday","I Don't Cry","2019-10-29",43,0.749,0.537,0.504,0,0.266,-5.919,0.235,80.506,0,0,168411,0.339,4,"2toGK940iJ3Y4nsK0DJv3X","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Un ragazzo di strada","I Corvi","Bang Bang","1996",39,0.375,0.5,0.775,0.834,0.102,-7.897,0.0371,140.009,7,0,187106,0.503,4,"1sma9pcfPNBasex1Ixctdd","beat italiano","classic italian pop",NA,NA,NA,NA,NA,NA
"wish you were gay","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","2019-03-29",76,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,118.028,7,1,221543,0.282,4,"3Fj47GNK2kUF0uaEDgXLaD","art pop","pop",NA,NA,NA,NA,NA,NA
"Haterproof 2","Gemitaiz","Kepler","2014-05-27",46,0.195,0.83,0.881,0,0.288,-3.829,0.128,125.984,5,1,187615,0.743,4,"5QsAv4sTEDsdozEgWbVQnb","italian hip hop",NA,NA,NA,NA,NA,NA,NA
"Big Boy","Payday","House Of P.U.K.E","2021-06-04",51,0.2,0.843,0.803,0,0.111,-5.381,0.0663,138.018,1,1,120704,0.839,4,"3SWApkk1saThm4AIaOlAUH","modern alternative pop",NA,NA,NA,NA,NA,NA,NA
"Le Chiavi In Borsa","Willie Peyote","Sindrome di Tôret","2017-10-06",54,0.583,0.571,0.709,1.49e-06,0.0774,-7.129,0.0929,102.728,1,1,168786,0.613,4,"44TOxFU2J2QsIHwov9eU5c","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA,NA
"You, Dear","Eloise","This Thing Called Living","2019-05-30",57,0.764,0.751,0.476,0,0.418,-7.807,0.303,71.019,11,1,187124,0.394,4,"39chWt35fC3T8I8qxAiYuB","bedroom soul",NA,NA,NA,NA,NA,NA,NA
"BeVerly Hills BoYfRiEnd (with ROLE MODEL)","Claire Rosinkranz","BeVerly Hills BoYfRiEnd (Remixes)","2020-12-08",44,0.447,0.589,0.536,1.85e-06,0.287,-10.73,0.747,172.98,0,1,163987,0.541,4,"0xljDdXOyRfnlYAW6ZkzF8","alt z","modern indie pop",NA,NA,NA,NA,NA,NA
"Tangerine","The Salsoul Orchestra","Anthology Vol. 1","1975",27,0.00374,0.598,0.594,0.306,0.128,-12.706,0.0355,123.177,0,1,280866,0.801,4,"5FmI3OB8tuHIP2j7WogSnr","disco","philly soul","post-disco",NA,NA,NA,NA,NA
"One Way Ticket","Eruption","4 Hits: Eruption","2011-07-15",64,0.319,0.719,0.732,6.51e-06,0.0745,-9.227,0.0408,123.569,1,0,213200,0.96,4,"68MSCSP7Y6PnzXcW1IlN7G",NA,NA,NA,NA,NA,NA,NA,NA
"The Fellowship of the Ring: Lord of the Rings - Main Theme - From ""The Fellowship of the Ring: Lord of the Rings""","Howard Shore","The Lord of the Rings Trilogy","2004-01-01",50,0.846,0.0719,0.242,0.959,0.303,-14.91,0.0405,68.116,11,0,352466,0.0571,4,"6lNQIKhWjRKTleJIzXdfJT","canadian classical","canadian soundtrack","middle earth","orchestral soundtrack","scorecore","soundtrack",NA,NA
"Beethoven: Speaking Unto Nations (Beethoven Symphony no 7 - II )","Alexandre Desplat","The King's Speech OST","2010-01-01",46,0.513,0.093,0.0249,0.805,0.0831,-20.74,0.0463,79.369,4,0,302986,0.0365,3,"4EcOBeGY1r0j26Z8FJ1nVZ","french soundtrack","orchestral soundtrack","soundtrack",NA,NA,NA,NA,NA
"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy","Debussy: Suite bergamasque, L. 75, 3. Clair de lune","2018-07-27",70,0.993,0.335,0.00501,0.919,0.0618,-33.366,0.0451,132.085,1,1,294960,0.0383,3,"1cmigB9I6IRpFqjIbzvSQB","classical","impressionism","post-romantic era",NA,NA,NA,NA,NA
"Pärt: Spiegel im Spiegel","Arvo Pärt","Pärt: Tabula Rasa","2021-09-10",47,0.989,0.313,0.0318,0.0797,0.0835,-26.909,0.0338,84.686,5,1,544653,0.112,3,"0Oqu3THqxi4dL1LfowsFog","21st century classical","baltic classical","classical","compositional ambient","contemporary classical","minimalism",NA,NA
"Gimme Shelter","The Rolling Stones","Let It Bleed","1969-12-05",79,0.447,0.634,0.63,0.039,0.17,-8.277,0.031,118.628,1,0,270773,0.489,4,"6H3kDe7CGoWYBabAeVWGiD","album rock","british invasion","classic rock","rock",NA,NA,NA,NA
"Baby Revolution","Gianluca Grignani","Campi Di Popcorn","1998-01-01",24,0.272,0.505,0.721,3.98e-06,0.184,-7.426,0.038,79.927,8,0,273293,0.543,4,"0q2zYhlvTDV8vyU0lDROM9","classic italian pop","italian adult pop","mexican pop",NA,NA,NA,NA,NA
"Shostakovich: Suite for Jazz Orchestra No. 2, Op. 50b: No. 2, Waltz","Dmitri Shostakovich","Shostakovich: Symphony No. 11 ""The Year 1905"", Jazz Suites & Tahiti Trot","1997",52,0.968,0.148,0.246,0.902,0.067,-16.412,0.0332,184.929,0,0,224480,0.299,3,"05WDqLHKcWYpxSoQu9LU3x","classical","compositional ambient","russian modern classical",NA,NA,NA,NA,NA
"Touch Me","The Doors","The Soft Parade","1969-07-21",68,0.405,0.425,0.903,0.0128,0.117,-4.801,0.0732,108.748,1,1,190253,0.769,4,"4BVE5tIIpYabZcYCbephNW","acid rock","album rock","classic rock","hard rock","psychedelic rock","rock",NA,NA
"Start Me Up - Remastered 2009","The Rolling Stones","Tattoo You (2009 Re-Mastered)","1981-08-24",81,0.0436,0.631,0.932,0.137,0.0918,-4.142,0.0354,122.429,5,1,213066,0.971,4,"7HKez549fwJQDzx3zLjHKC","album rock","british invasion","classic rock","rock",NA,NA,NA,NA
"The Days of Pearly Spencer","David McWilliams","Playlist: The Best Of David McWilliams","2016-05-06",45,0.0842,0.422,0.752,4.22e-05,0.127,-8.008,0.0598,105.391,9,0,156466,0.535,4,"0Ed5vZvoQEWEAWtthNHrzv",NA,NA,NA,NA,NA,NA,NA,NA
"BABY GODDAMN","Tananai","BABY GODDAMN","2021-03-26",62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,10,0,149605,0.885,4,"3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA,NA,NA
