"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"Senza Di Me (feat. Venerus & Franco126)","Gemitaiz","Senza Di Me","2018-12-21",66,0.167,0.698,0.636,0,0.125,-5.844,0.034,107.282,8,1,201961,0.313,3,"3xGD5KhnizETt7KQwxtUAc","italian hip hop",NA,NA,NA,NA,NA,NA,NA
"Non Abbiamo Età","Luchè","Potere","2019-01-24",41,0.0522,0.372,0.689,0,0.154,-4.711,0.243,193.259,6,1,181661,0.191,4,"6vVH5RgMlLObkHkkb2bs94","italian hip hop","italian pop","rap napoletano",NA,NA,NA,NA,NA
"Andate Tutti Affanculo","The Zen Circus","Andate Tutti Affanculo","2009-09-11",40,0.672,0.638,0.586,0.0105,0.0715,-8.992,0.0303,116.015,7,1,486133,0.651,4,"1qeafllxI3w3GNa2SLPW6r","indie rock italiano","italian alternative","italian indie pop",NA,NA,NA,NA,NA
"C'era una Vodka","Willie Peyote","Educazione sabauda","2016-01-08",48,0.247,0.572,0.752,0,0.0698,-7.066,0.215,84.096,8,1,286818,0.491,4,"7K77DnDEuYKIk2b2vkIT2V","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA,NA
"Thinking out Loud","Ed Sheeran","x (Deluxe Edition)","2014-06-21",85,0.474,0.781,0.445,0,0.184,-6.061,0.0295,78.998,2,1,281560,0.591,4,"34gCuhDGsG4bRPIf9bb02f","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"Barceloneta","Carl Brave x Franco126","Barceloneta","2017-07-21",50,0.229,0.655,0.765,0,0.118,-4.617,0.231,136.493,5,1,242627,0.715,4,"5DelwP5vBag1H1Nmlygcu8","italian hip hop","italian pop","rome indie",NA,NA,NA,NA,NA
"Last Friday Night (T.G.I.F.)","Katy Perry","Teenage Dream: The Complete Confection","2012-03-12",76,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,3,0,230746,0.765,4,"455AfCsOhhLPRc68sE01D8","pop",NA,NA,NA,NA,NA,NA,NA
"uNa DiReZioNe giUsTa","yungest Moonstar","uNa DiReZioNe giUsTa","2021-07-30",60,0.303,0.409,0.647,0,0.332,-7.698,0.212,196.426,10,1,215516,0.523,4,"1ktyKCzfI8hooCJP3X2yP5",NA,NA,NA,NA,NA,NA,NA,NA
"Bad Habits","Ed Sheeran","=","2021-10-29",85,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,11,0,230746,0.537,4,"3rmo8F54jFF8OgYsqTxm5d","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt","Libertà","2019-08-30",65,0.0104,0.754,0.725,0,0.192,-6.058,0.066,120.003,8,1,208133,0.271,4,"00GxbkrW4m1Tac5xySEJ4M","italian adult pop","italian hip hop","italian pop","pop virale italiano","rap napoletano",NA,NA,NA
"50 Special","Lùnapop","...Squérez?","1999-11-30",65,0.0031,0.492,0.939,3.23e-05,0.109,-4.667,0.0314,160.173,7,1,207520,0.893,4,"21Ay8mJRYQuOMZp7qyQXl6","classic italian pop","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Faccio un casino","Coez","Faccio un casino","2017-05-05",68,0.562,0.742,0.49,0,0.191,-6.482,0.0513,82.994,7,1,193624,0.509,4,"6qNXkVk19OYLu4CoqjDfZ0","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"I Watussi","Edoardo Vianello","Edoardo Vianello","2000-11-25",44,0.55,0.558,0.84,0,0.0952,-4.822,0.122,132.773,5,1,188800,0.824,4,"2xZm2yssvtO5o6XNVWjUkH","classic italian pop",NA,NA,NA,NA,NA,NA,NA
"L'esercito del selfie (feat. Lorenzo Fragola & Arisa)","Takagi & Ketra","L'esercito del selfie (feat. Lorenzo Fragola & Arisa)","2017-06-16",56,0.0707,0.818,0.714,0,0.0901,-5.39,0.0335,118.019,2,1,187189,0.78,4,"28I8isBTQdyl3LTtAAQofp","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Alla Tua","Carl Brave x Franco126","Polaroid 2.0","2018-02-16",45,0.00789,0.718,0.667,0,0.0638,-6.029,0.107,128.093,5,1,183750,0.225,4,"6HkJey4kJvPhFYnSOmAlKI","italian hip hop","italian pop","rome indie",NA,NA,NA,NA,NA
"Lean On (feat. MØ & DJ Snake)","Major Lazer","Peace Is The Mission : Extended","2015-11-27",79,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,7,0,176561,0.274,4,"2YWjW3wwQIBLNhxWKBQd16","dance pop","edm","electro house","moombahton","pop","pop dance",NA,NA
"MILLE – feat. Orietta Berti","Fedez","MILLE – feat. Orietta Berti","2021-06-11",60,0.016,0.527,0.764,0,0.0273,-4.297,0.322,184.339,2,1,175923,0.829,4,"6qdMhG7pRFi0csRlFGvLE4","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Ai Se Eu Te Pego","Various Artists","Só Sucesso 40+","2019-08-01",63,0.096,0.651,0.92,0,0.971,-6.964,0.0665,96.02,11,1,170893,0.735,4,"0INaMqjJJe1BZpnWuCxDzt",NA,NA,NA,NA,NA,NA,NA,NA
"Un altro ballo (feat. Anitta)","Fred De Palma","Unico","2021-07-02",53,0.101,0.777,0.711,0,0.0802,-5.697,0.139,126.05,2,1,167719,0.899,4,"0pmtvLQaPHx6nqZmi2KDbr","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Call Me Maybe","Carly Rae Jepsen","Call Me Maybe","2012-01-01",43,0.0107,0.78,0.59,6.33e-06,0.108,-6.541,0.0391,120.027,7,1,193866,0.62,4,"6HkNDcyWdnFXCBkDV5WXNO","canadian pop","dance pop","pop",NA,NA,NA,NA,NA
"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura","Pookie (feat. Capo Plaza) [Remix]","2019-08-30",57,0.0584,0.84,0.62,0,0.0988,-6.91,0.129,98.076,1,1,188400,0.511,4,"1MtmXPxXP4ntSjfF5xnOyM","basshall","pop urbaine","r&b francais",NA,NA,NA,NA,NA
"La tua canzone","Coez","È sempre bello","2019-03-29",68,0.0907,0.491,0.776,0,0.111,-5.119,0.0596,179.927,1,1,192040,0.626,4,"4Z43nMEiOiNeDrqu2BN0JD","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Notti In Bianco","BLANCO","Blu Celeste","2021-09-09",65,0.359,0.599,0.79,0,0.105,-3.242,0.0422,75.004,6,1,176400,0.693,4,"1PWOkqMORYdGa0OEh2GaXM","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"Wake Me up When September Ends","Green Day","American Idiot","2004-09-21",82,0.023,0.546,0.814,0,0.0972,-5.146,0.0314,104.98,7,1,285653,0.146,4,"3ZffCQKLFLUvYM59XKLbVm","modern rock","permanent wave","punk","rock",NA,NA,NA,NA
"Dance Little Liar","Arctic Monkeys","Humbug","2009-08-20",61,0.0586,0.538,0.607,0.769,0.0975,-9.133,0.0352,100.158,1,0,283493,0.543,4,"3u16Clmxz7dJpnQWXXynok","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"La Nuova Stella Di Broadway","Cesare Cremonini","La Teoria Dei Colori","2012-01-01",65,0.657,0.473,0.566,3.49e-05,0.0908,-7.984,0.0342,139.879,2,1,267746,0.296,4,"3qtuOAI0YyfoBM1s7Tvm46","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"I Cento Passi","Modena City Ramblers","Viva la Vida, Muera la Muerte!","2004-01-01",46,0.00885,0.67,0.865,0.000602,0.297,-4.566,0.164,143.026,4,0,263600,0.858,4,"21lwDJtzbGDJ92lCQs6AQX","folk rock italiano",NA,NA,NA,NA,NA,NA,NA
"Certe notti","Ligabue","Buon compleanno Elvis [Remastered Version]","1995",64,0.55,0.363,0.716,0,0.115,-4.829,0.0383,179.407,4,1,261398,0.372,3,"5gTuH5Jl8PVUitsFzFslWu","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA
"There’d Better Be A Mirrorball","Arctic Monkeys","There’d Better Be A Mirrorball","2022-08-30",66,0.634,0.513,0.369,0.0139,0.186,-10.899,0.0307,72.062,3,1,265798,0.311,4,"0yowbJnnbTLpr99f9l1uba","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","2017-03-03",82,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,2,1,261153,0.471,4,"6PCUP3dWmTjcTtXY02oFdT","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"L' estate addosso","JOVANOTTE","Vi Porto Via Con Me","2017-01-14",20,0.0237,0.717,0.55,1.11e-06,0.504,-10.686,0.0403,130.031,4,1,258000,0.683,4,"7pDhTq03jkmZlNSAkENsGS",NA,NA,NA,NA,NA,NA,NA,NA
"L'universo tranne noi","Max Pezzali","MAX 20","2013-06-04",59,0.326,0.449,0.675,4.56e-06,0.193,-3.979,0.0318,148.175,7,1,253100,0.289,4,"0RYqzVMfEjbDr1CTL7fta5","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"505","Arctic Monkeys","Favourite Worst Nightmare","2007-04-22",88,0.00287,0.526,0.866,7.78e-05,0.0945,-5.822,0.0568,140.266,0,1,253586,0.248,4,"0BxE4FqsDD1Ot4YuBXwAPp","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"Photograph","Ed Sheeran","x (Deluxe Edition)","2014-06-21",87,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4,1,258986,0.201,4,"1HNkqx9Ahdgi1Ixy2xkKkL","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"Questa nostra stupida canzone d'amore","Thegiornalisti","LOVE","2018-09-21",62,0.238,0.509,0.672,0,0.125,-5.477,0.0363,78.084,0,1,249417,0.425,4,"1Kw6V4wiZKTVwLZ5YcYJR3","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA
"Wake Me Up","Avicii","True","2013-01-01",88,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,2,1,247426,0.643,4,"0nrRP2bk19rLc0orkWPQk2","dance pop","edm","pop","pop dance",NA,NA,NA,NA
"Cara Italia","Ghali","Cara Italia","2018-05-02",55,0.538,0.78,0.709,0.000362,0.112,-7.059,0.0836,111.038,6,0,244324,0.711,4,"3atDsUhlUgDlQQrI0XFh7I","italian hip hop","italian pop","milan indie",NA,NA,NA,NA,NA
"Leave Before The Lights Come On","Arctic Monkeys","Leave Before The Lights Come On","2006-08-14",62,0.00272,0.365,0.887,2.18e-05,0.0923,-4.579,0.0417,150.718,0,1,233946,0.916,4,"4Du0BRUJvKybzxcRplp7HF","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"Gianna","Rino Gaetano","Nuntereggae Più","1978-09-01",61,0.0809,0.783,0.848,0.000645,0.115,-12.212,0.0397,105.823,9,1,233000,0.984,4,"3LhSWvr02ZOYL5IMd3nm1t","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA
"Spirale ovale","Articolo 31","Domani smetto","2002-03-22",53,0.0927,0.393,0.974,0,0.274,-2.321,0.239,215.8,9,1,232186,0.725,4,"7pSFMd9OqviU7J8OWXneM7","italian adult pop","italian underground hip hop","rap italiano old school",NA,NA,NA,NA,NA
"Parole di ghiaccio","Emis Killa","L'erba cattiva","2012-02-07",60,0.214,0.417,0.879,0,0.0811,-4.43,0.243,87.437,0,0,231655,0.704,4,"1mItEeAlTepKfWUOpu8h6b","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"She's Thunderstorms","Arctic Monkeys","Suck It and See","2011-06-06",63,0.000518,0.505,0.898,0.00236,0.173,-4.906,0.0329,118.929,7,1,234920,0.731,4,"5xw2cHVLw1rlDPp3cL9Zuv","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"Il Regalo Più Grande","Tiziano Ferro","Alla Mia Età","2008-01-01",60,0.576,0.401,0.669,0,0.1,-4.69,0.0449,142.095,10,1,228600,0.31,4,"35eRQZmxwjgn7mQrsmtA4f","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Steal My Girl","One Direction","FOUR (Deluxe)","2014-11-17",82,0.00433,0.536,0.768,0,0.114,-5.948,0.0347,77.217,10,0,228133,0.545,4,"2Bs4jQEGMycglOfWPBqrVG","boy band","pop","post-teen pop","talent show",NA,NA,NA,NA
"Vorrei ma non posto","J-AX","Vorrei ma non posto","2016-05-06",43,0.0482,0.698,0.72,0,0.0848,-5.95,0.0494,96.05,9,1,227599,0.741,4,"3RokoLDR9CAiaXZX9dtJe0","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Ali sporche","Coez","Non erano fiori","2013-06-11",52,0.609,0.637,0.519,0,0.112,-6.968,0.0395,128.081,0,1,226506,0.488,4,"4iV8nThGfzAGRJtgwa7QmG","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Pensa - Sanremo 2007","Fabrizio Moro","Pensa","2016-01-29",55,0.117,0.681,0.787,0,0.0665,-5.534,0.0335,91.991,0,1,226063,0.633,4,"3IbgziH7YrA84GNT5CHA1F","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Ricchi x Sempre","Sfera Ebbasta","Rockstar","2018-01-19",65,0.196,0.599,0.734,0,0.187,-7.568,0.413,211.842,3,0,223786,0.133,4,"0kHTkvGavvk2MjBTSUtOZx","italian hip hop","italian pop","trap italiana","trap latino",NA,NA,NA,NA
"Summer","Calvin Harris","Motion","2014-10-31",84,0.0211,0.596,0.856,0.0178,0.141,-3.556,0.0346,127.949,4,0,222533,0.743,4,"6YUTL4dYpB9xZO5qExPf05","dance pop","edm","electro house","house","pop","pop dance","progressive house","uk dance"
"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave","Notti Brave","2018-05-11",54,0.0438,0.707,0.539,0,0.0959,-5.321,0.169,167.125,0,0,221413,0.423,4,"3fw3W15QK6a9UxJGgndtYu","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Fuck You","Lily Allen","It's Not Me, It's You","2009-01-26",58,0.0271,0.775,0.904,0.000303,0.06,-4.08,0.0437,130.009,1,0,219893,0.84,4,"6ylAVPbjRQoNY0khgh63Jf","dance pop","electropop",NA,NA,NA,NA,NA,NA
"L'essenziale","Marco Mengoni","#PRONTOACORREREILVIAGGIO","2013-11-12",36,0.196,0.556,0.632,0,0.114,-4.438,0.0359,126.03,6,1,218893,0.152,4,"50XDk9V9be18vpXrlO5lAN","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Part Of Me","Katy Perry","Teenage Dream: The Complete Confection","2012-03-12",77,0.000417,0.678,0.918,0,0.0744,-4.63,0.0355,130.028,5,1,216160,0.769,4,"1nZzRJbFvCEct3uzu04ZoL","pop",NA,NA,NA,NA,NA,NA,NA
"MAKUMBA","Noemi","Metamorfosi","2021-03-05",53,0.312,0.738,0.756,0,0.0746,-5.477,0.207,140.103,9,1,217621,0.681,4,"2opRyiaqpnQCH0jfCY9Wjd","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Shallow","Lady Gaga","A Star Is Born Soundtrack","2018-10-05",86,0.371,0.572,0.385,0,0.231,-6.362,0.0308,95.799,7,1,215733,0.323,4,"2VxeLyX666F8uXCJ0dZF8B","art pop","dance pop","pop",NA,NA,NA,NA,NA
"Maracanã","Emis Killa","Mercurio - 5 Stars Edition","2014-06-10",54,0.0859,0.643,0.897,0,0.132,-5.299,0.149,135.082,6,0,215369,0.435,4,"2ZvUVfOeB4BzlUmGDBCjH6","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"Baby","Justin Bieber","My World 2.0","2010-01-01",84,0.0401,0.728,0.859,0,0.111,-5.237,0.137,65.043,5,0,214240,0.535,4,"6epn3r7S14KUqlReYr77hA","canadian pop","pop",NA,NA,NA,NA,NA,NA
"Malibu (feat. Gemitaiz)","Carl Brave","Notti Brave","2018-05-11",55,0.193,0.766,0.839,0,0.102,-5.994,0.194,108.967,7,1,216106,0.47,4,"5S2Bshrq6Bh4zHZoXkUtvf","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"I love you baby","Jovanotti","Mediterraneo","2022-04-01",61,0.123,0.661,0.775,0,0.237,-5.656,0.0378,139.975,6,0,212985,0.81,4,"1v9ABGLSpdhPDEWyQ10NFD","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"El Party","Jake La Furia","El Party","2017-06-08",60,0.00387,0.672,0.804,0,0.0577,-5.746,0.0344,123.986,6,0,211417,0.57,4,"19LRRuiMQ8a9jhqSf8jVip","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"Per dimenticare","Zero Assoluto","Sotto una pioggia di parole","2009-05-22",66,0.113,0.633,0.875,0.000435,0.104,-6.894,0.0525,165.044,11,1,211360,0.905,4,"6lrlFMu06aGPDH0phlCnct","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"HULA-HOOP","Carl Brave","HULA-HOOP","2022-06-24",53,0.0735,0.756,0.865,0,0.0779,-5.059,0.12,150.354,1,0,214672,0.774,4,"1uMglAWKIFBHsYb7Mt5qqO","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Senza Pagare VS T-Pain (feat. T-Pain)","J-AX","Comunisti col Rolex","2017-07-11",56,0.0296,0.679,0.625,0,0.106,-6.668,0.0405,96.035,6,1,210099,0.489,4,"0YOUE1TlkgSbkNvWkZkEVp","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Do Me a Favour","Arctic Monkeys","Favourite Worst Nightmare","2007-04-22",69,0.00013,0.469,0.738,0.0577,0.078,-6.638,0.0619,180.15,11,0,209253,0.624,4,"2BqfIlpahcebJPeu1IUTEo","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"Buon Viaggio (Share The Love)","Cesare Cremonini","Più Che Logico","2015-05-26",60,0.347,0.58,0.816,1.76e-06,0.495,-8.381,0.142,103.935,5,1,207266,0.419,4,"7LSBkEm5LQSkhe6yqqqBPs","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Hurts Like Hell (feat. Offset)","Madison Beer","Hurts Like Hell (feat. Offset)","2018-11-09",60,0.185,0.704,0.56,0,0.0948,-6.791,0.179,75.002,1,0,207108,0.608,4,"1thsMfc9Z8zztIx7Le3JQM","pop",NA,NA,NA,NA,NA,NA,NA
"Da zero a cento","Baby K","Icona","2018-11-16",51,0.0241,0.608,0.659,0,0.113,-6.103,0.0601,184.072,3,0,206200,0.803,4,"1ZF1hdW5COHbgqG9MSdSuU","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"El Perdón (with Enrique Iglesias)","Nicky Jam","Fénix","2017-01-20",76,0.443,0.628,0.69,0,0.113,-5.83,0.0511,179.908,8,1,205906,0.66,4,"7qCAVkHWZkF44OzOUKf8Cr","latin hip hop","reggaeton","trap latino","urbano latino",NA,NA,NA,NA
"DÁKITI","Bad Bunny","DÁKITI","2020-10-30",81,0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4,0,205090,0.145,4,"47EiUVwUp4C9fGccaPuUCS","reggaeton","trap latino","urbano latino",NA,NA,NA,NA,NA
"La Cintura","Alvaro Soler","Mar De Colores (Versión Extendida)","2019-05-10",66,0.0222,0.706,0.844,0,0.355,-4.054,0.0737,100.005,6,0,204666,0.762,4,"6VUJQqyeQhAZHkQbSDqLtI","latin pop",NA,NA,NA,NA,NA,NA,NA
"Camel Blu (feat. Giorgio Poi)","Carl Brave","Notti Brave","2018-05-11",45,0.0429,0.681,0.641,0,0.109,-5.577,0.0559,81.977,8,1,202786,0.0953,4,"0YdCTQIqZVUUfmqjaM9qvR","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Dynamite","Taio Cruz","The Rokstarr Hits Collection","2010-01-01",79,0.00379,0.751,0.783,0,0.036,-3.724,0.0859,119.975,4,1,202613,0.816,4,"2CEgGE6aESpnmtfiZwYlbV","dance pop","pop","pop rap",NA,NA,NA,NA,NA
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5","Hands All Over (Revised International Deluxe)","2010",50,0.0119,0.716,0.762,0,0.298,-4.459,0.0459,128.062,11,0,201253,0.63,4,"1YsMJDSKkkyHcEvs52GXAe","pop",NA,NA,NA,NA,NA,NA,NA
"Non mi basta più (feat. Chiara Ferragni)","Baby K","Non mi basta più (feat. Chiara Ferragni)","2020-06-25",51,0.11,0.828,0.741,0,0.0598,-4.76,0.0561,122.938,7,0,200975,0.966,4,"5ZUeBvBEH8hpdLMW3yCmHb","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Sorry","Justin Bieber","Purpose (Deluxe)","2015-11-13",84,0.0797,0.654,0.76,0,0.299,-3.669,0.045,99.945,0,0,200786,0.41,4,"09CtPGIpYB4BrO8qb1RGsF","canadian pop","pop",NA,NA,NA,NA,NA,NA
"Costole rotte - From the Rooftop","Coez","From the Rooftop","2016-12-02",29,0.483,0.67,0.482,0,0.152,-7.084,0.06,104.093,3,1,200000,0.323,4,"5t5q6zxhhhbu8U1Pbmq8uQ","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"Tappeto di fragole","Various Artists","The Magic Italian Hits","2013-02-01",10,0.375,0.54,0.589,0,0.161,-9.185,0.0286,136.055,9,1,199653,0.337,4,"3OsvZy90siUmso9ztYn5pB",NA,NA,NA,NA,NA,NA,NA,NA
"Riccione","Thegiornalisti","Riccione","2017-06-21",65,0.0127,0.594,0.905,0,0.0514,-4.921,0.0851,109.928,7,0,196860,0.559,4,"6RiprjTTheMrJ2ypJxz3H4","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA
"Arrogante","Irama","Crepe","2020-08-28",59,0.154,0.721,0.773,0,0.337,-5.71,0.0457,102.011,11,1,196470,0.685,4,"3VDA2SesnexSr2PoGACRMG","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"MAREA","Madame","MADAME","2021-06-03",61,0.0713,0.706,0.81,1.63e-05,0.0709,-4.464,0.0912,131.022,9,0,194380,0.415,4,"5robIL8y5QSrQr6imc1DMF","italian adult pop","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA
"Con Calma","Daddy Yankee","Con Calma","2019-01-24",80,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0593,93.989,8,0,193226,0.656,4,"5w9c2J52mkdntKOmRLeM2m","latin hip hop","reggaeton","trap latino","urbano latino",NA,NA,NA,NA
"Snap Out Of It","Arctic Monkeys","AM","2013-09-09",82,0.249,0.728,0.638,0,0.116,-6.455,0.0336,130.014,5,0,193030,0.872,4,"0NdTUS4UiNYCNn5FgVqKQY","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"La Libertad","Alvaro Soler","Mar De Colores (Versión Extendida)","2019-05-10",56,0.0149,0.676,0.792,0,0.414,-4.594,0.0351,112.004,5,0,192853,0.57,4,"3DsLBZjoU5AYxZXsepHtsW","latin pop",NA,NA,NA,NA,NA,NA,NA
"Drag Me Down","One Direction","Made In The A.M. (Deluxe Edition)","2015-11-13",81,0.109,0.73,0.703,0,0.0657,-5.672,0.0369,138.113,0,0,192120,0.595,4,"2K87XMYnUMqLcX3zvtAF4G","boy band","pop","post-teen pop","talent show",NA,NA,NA,NA
"Barcelona","Ed Sheeran","÷ (Deluxe)","2017-03-03",66,0.448,0.747,0.76,0,0.153,-4.294,0.187,99.975,1,1,191146,0.682,4,"3Lfiu5sZ4M4B6JaKMBc0FU","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"Dove e quando","Benji & Fede","Good Vibes","2019-10-18",62,0.0931,0.763,0.692,0,0.0644,-6.158,0.0381,124.998,1,1,190409,0.691,4,"5XM7tx8ovQ9UrYqUowW1AK","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"Fluorescent Adolescent","Arctic Monkeys","Favourite Worst Nightmare","2007-04-22",81,0.00146,0.654,0.828,0.000144,0.122,-5.377,0.0281,112.056,1,0,183893,0.79,4,"2x8evxqUlF0eRabbW2JBJd","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"In un'ora","Shade","In un'ora","2021-06-01",50,0.239,0.776,0.82,0,0.552,-4.261,0.108,120.035,11,0,182500,0.827,4,"2g7xewu0kXt7Uo3X8MBlgj","italian adult pop","italian hip hop","italian pop",NA,NA,NA,NA,NA
