"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5"
"Panamera","NDG","Panamera","2019-03-25",58,0.828,0.625,0.575,0,0.0983,-9.327,0.248,120.249,11,0,172000,0.308,3,"0LL9AQsHR1z1PaCsFL1HOO","italian hip hop","italian pop","pop virale italiano",NA,NA
"Me Porto Bonito","Bad Bunny","Un Verano Sin Ti","2022-05-06",90,0.0901,0.911,0.712,2.68e-05,0.0933,-5.105,0.0817,92.005,1,0,178567,0.425,4,"6Sq7ltF9Qa7SNFBsV5Cogx","reggaeton","trap latino","urbano latino",NA,NA
"Unholy (feat. Kim Petras)","Sam Smith","Unholy (feat. Kim Petras)","2022-09-22",87,0.013,0.714,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,2,1,156943,0.238,4,"3nqQXoyQOWXiESFLlDF1hG","pop","uk pop",NA,NA,NA
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap","Tiago PZK: Bzrp Music Sessions, Vol. 48","2021-12-29",79,0.459,0.657,0.821,0,0.103,-3.06,0.32,96.561,8,0,160000,0.752,4,"6VAS7m73rDopQe7BdrFMpD","argentine hip hop","pop venezolano","trap argentino","trap latino","urbano latino"
"c!ao (feat. Rondodasosa)","thasup","c@ra++ere s?ec!@le","2022-09-30",61,0.112,0.549,0.908,0,0.0993,-3.542,0.194,94.007,2,1,212920,0.486,4,"63HrhoJeSnrEYjPMDQHCOv","italian hip hop","italian pop","trap italiana",NA,NA
"TÊTE (feat. Medy & VillaBanks)","AVA","TÊTE (feat. Medy & VillaBanks)","2022-07-01",68,0.0153,0.588,0.744,0,0.0743,-3.927,0.324,130.066,1,0,180904,0.55,4,"14XAuSrVFla2uyMiYVwQtq","italian hip hop","trap italiana",NA,NA,NA
"Sin Señal","Quevedo","Sin Señal","2022-07-22",71,0.333,0.822,0.851,0.00792,0.105,-3.314,0.0422,117.992,11,0,185084,0.749,4,"1Y62KpDaP5MEL43ZcI6IaG","rap canario","trap latino","urbano latino",NA,NA
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap","Villano Antillano: Bzrp Music Sessions, Vol. 51","2022-06-08",76,0.0584,0.82,0.752,0.00417,0.628,-7.635,0.0648,127.999,1,0,187500,0.423,4,"4hceSKjrkDTO0nMKFcb3sj","argentine hip hop","pop venezolano","trap argentino","trap latino","urbano latino"
"PARE (feat. Madame)","Ghali","Sensazione ultra","2022-05-20",59,0.095,0.795,0.555,0,0.124,-7.91,0.314,125.084,9,0,165960,0.493,4,"1WQxLQxEDMDwuaAmRXDHIw","italian hip hop","italian pop","milan indie",NA,NA
"Volare","Danny Ocean","Volare","2022-07-07",65,0.253,0.753,0.733,0,0.398,-3.715,0.056,92.064,0,1,147598,0.156,4,"6TCnhziFkBPhOTqvh8zVDU","pop venezolano","reggaeton","trap latino","urbano latino",NA
"Mujeriego","Ryan Castro","Reggaetonea","2022-08-05",67,0.0628,0.758,0.621,0,0.0809,-8.033,0.125,79.949,9,1,142500,0.92,4,"4jiYaQVHzMfKhEeLypWpNO","reggaeton","trap colombiano","trap latino","urbano latino",NA
"l%p (feat. Mara Sattei)","thasup","c@ra++ere s?ec!@le","2022-09-30",53,0.156,0.892,0.521,0,0.0691,-5.952,0.0611,126.956,1,0,176290,0.863,4,"4yWHWMsCNH39kW7drGsAbE","italian hip hop","italian pop","trap italiana",NA,NA
"willow","Taylor Swift","evermore","2020-12-11",83,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,7,1,214706,0.529,4,"0lx2cLdOt3piJbcaXIV74f","pop",NA,NA,NA,NA
"Bagaglio a mano","Vincenzo Cairo","Bagaglio a mano","2022-10-07",16,0.513,0.748,0.895,0,0.0907,-3.212,0.0783,117.987,8,1,170911,0.812,4,"3Wtc49XBVihk7PkflTdzYq","italian pop","pop virale italiano",NA,NA,NA
"La Curiosidad (feat. Myke Towers) - Mixed","LeXedit","Platónicos Mix (DJ Mix)","2020-12-10",59,0.114,0.809,0.752,0.000187,0.303,-3.638,0.206,92.14,11,0,93652,0.858,4,"2cXeLEN1eguDzERP5csBUs",NA,NA,NA,NA,NA
"Stay With Me","Sam Smith","In The Lonely Hour","2014-05-26",86,0.588,0.418,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0,1,172723,0.184,4,"5Nm9ERjJZ5oyfXZTECKmRt","pop","uk pop",NA,NA,NA
"Dentista Croazia","Pinguini Tattici Nucleari","Dentista Croazia","2022-08-19",54,0.00407,0.587,0.804,0,0.252,-4.832,0.0298,142.017,5,1,263454,0.435,4,"6aZzB0KaKW6C4W6LMT42LT","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Matilda","Harry Styles","Harry's House","2022-05-20",83,0.896,0.507,0.294,1.97e-05,0.0966,-10,0.04,114.199,2,1,245964,0.386,4,"6uvh0In7u1Xn4HgxOfAn8O","pop",NA,NA,NA,NA
"Envolver","Anitta","Envolver","2021-11-11",76,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,91.993,4,0,193805,0.396,4,"3IAfUEeaXRX9s9UdKOJrFI","funk pop","funk rj","pagode baiano","pop","pop nacional"
"Ferrari","James Hype","Ferrari (Remix)","2022-09-09",40,0.0173,0.85,0.69,6.49e-05,0.0496,-7.884,0.0497,124.984,1,0,185661,0.698,4,"3OUs5lLyVZ0aP3Vkv3rg9Z","deep groove house","house","pop dance","uk dance",NA
"cardigan","Taylor Swift","folklore","2020-07-24",91,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0,0,239560,0.551,4,"4R2kfaDFhslZEMJqAFNpdd","pop",NA,NA,NA,NA
"Una Noche en Medellín","Cris Mj","Una Noche en Medellín","2022-01-21",81,0.0924,0.87,0.548,4.6e-05,0.0534,-5.253,0.077,96.018,10,0,153750,0.832,4,"0lREs0EdgrMQQKw00yx0Ct","mambo chileno","urbano chileno",NA,NA,NA
"8 miliardi di persone","Frah Quintale","Regardez moi","2017-11-24",66,0.546,0.63,0.824,0,0.107,-5.107,0.269,130.527,0,1,223384,0.38,4,"6mA9cV0ti1IICSv3Wb0rSt","italian hip hop","italian indie pop","italian pop","milan indie",NA
"Ella, Exótica","Ters","Ella, Exótica","2022-06-16",49,0.546,0.836,0.808,0.000427,0.0613,-5.944,0.172,102.004,4,1,154303,0.656,4,"3BTR7Ad8qadKIrUOpOwwAl","rap espanol",NA,NA,NA,NA
"Il meglio di te","Bresh","Il meglio di te","2022-07-22",53,0.104,0.722,0.592,9.89e-06,0.293,-6.161,0.0805,81.989,4,0,157013,0.552,4,"2eTXrwuncNqUOAxw2YJ8lv","italian hip hop","italian pop","rap genovese",NA,NA
"Tití Me Preguntó","Bad Bunny","Un Verano Sin Ti","2022-05-06",87,0.0993,0.65,0.715,0.000291,0.126,-5.198,0.253,106.672,5,0,243716,0.187,4,"1IHWl5LamUGEuP4ozKQSXZ","reggaeton","trap latino","urbano latino",NA,NA
"The One That Got Away","Katy Perry","Teenage Dream: The Complete Confection","2012-03-12",74,0.000802,0.687,0.792,0,0.2,-4.023,0.0353,133.962,1,0,227333,0.864,4,"3oL3XRtkP1WVbMxf7dtTdu","pop",NA,NA,NA,NA
"Monotonía","Shakira","Monotonía","2022-10-19",82,0.419,0.873,0.695,1.23e-06,0.211,-4.207,0.0459,131.963,0,0,158804,0.823,4,"6G12ZafqofSq7YtrMqUm76","colombian pop","dance pop","latin pop","pop",NA
"Andrea","Bresh","ORO BLU","2022-03-04",61,0.281,0.367,0.596,0,0.125,-8.04,0.118,175.658,11,0,185125,0.325,3,"0DSq4f2grIJOrawmfXkrRy","italian hip hop","italian pop","rap genovese",NA,NA
"Fluorescent Adolescent","Arctic Monkeys","Favourite Worst Nightmare","2007-04-22",81,0.00146,0.654,0.828,0.000144,0.122,-5.377,0.0281,112.056,1,0,183893,0.79,4,"2x8evxqUlF0eRabbW2JBJd","garage rock","modern rock","permanent wave","rock","sheffield indie"
"r!va (feat. Pinguini Tattici Nucleari)","thasup","c@ra++ere s?ec!@le","2022-09-30",53,0.418,0.661,0.536,2.39e-05,0.173,-8.293,0.0984,59.992,7,0,170343,0.728,4,"1WzE7gJwVB4ELFUJes2Gm6","italian hip hop","italian pop","trap italiana",NA,NA
"Come Nelle Favole","Vasco Rossi","VASCONONSTOP","2016-11-11",62,0.0398,0.576,0.748,0,0.369,-4.798,0.0381,110.056,2,1,253733,0.437,4,"71LtXfhnWA7kR8Ntk1VE8R","classic italian pop","italian adult pop",NA,NA,NA
"Wily Wily","Ghali","Lunga Vita a Sto","2017-11-24",50,0.0804,0.731,0.66,2.05e-06,0.152,-7.1,0.0474,134.047,2,1,236481,0.391,4,"0TEQVoTu18T3IW0bbmzmeS","italian hip hop","italian pop","milan indie",NA,NA
"Love Story (Taylor’s Version)","Taylor Swift","Love Story (Taylor’s Version)","2021-02-12",86,0.135,0.626,0.79,3.97e-06,0.0989,-4.302,0.0311,119.082,2,1,235766,0.416,4,"3CeCwYWvdfXbZLXFhBrbnf","pop",NA,NA,NA,NA
"Ti dedico il silenzio","Ultimo","Peter Pan","2018-02-09",66,0.175,0.661,0.443,0,0.177,-9.303,0.0688,80,8,1,234250,0.147,4,"6GLmGfALwjzCaOiHwgfU7g","italian adult pop","italian pop",NA,NA,NA
"Svuotatasche","Bresh","ORO BLU","2022-03-04",59,0.369,0.489,0.367,0,0.198,-10.254,0.0878,131.302,0,1,231602,0.524,4,"6I28wnb48iMVVfyTSf4lkx","italian hip hop","italian pop","rap genovese",NA,NA
"Lei (feat. Bené)","Baby Gang","EP2","2022-06-17",67,0.544,0.642,0.588,0,0.246,-7.754,0.342,177.056,8,0,212284,0.525,3,"1fdL0yW2DHzcOOUF0fZFv8","trap italiana",NA,NA,NA,NA
"E...","Vasco Rossi","Buoni O Cattivi (Remastered 2017)","2004-04-02",64,0.221,0.617,0.42,0.000576,0.0973,-8.09,0.0245,144.009,7,1,209093,0.174,4,"2hfBefasNaEEgnxD4Pdsar","classic italian pop","italian adult pop",NA,NA,NA
"Pianeti","Ultimo","Pianeti","2017-10-06",67,0.281,0.55,0.488,0,0.372,-9.425,0.196,80.112,8,1,224000,0.108,4,"2w5wtWq30yTkNSG9YjMFvW","italian adult pop","italian pop",NA,NA,NA
"VUOTO DENTRO (feat. Mara Sattei & Bresh)","Sick Luke","VUOTO DENTRO (feat. Mara Sattei & Bresh)","2022-10-20",41,0.382,0.656,0.705,0,0.177,-4.733,0.0648,139.967,1,1,212180,0.476,4,"4zhLA5weCGODvT86i05DZL","italian hip hop","trap italiana",NA,NA,NA
"Dalla parte di chi","Giordana Angi","Questa Fragile Bellezza","2022-10-27",26,0.0822,0.708,0.715,0,0.337,-4.173,0.086,120.021,9,1,206880,0.707,4,"1BcdcCrlBVvrRy7qCozKJM","italian adult pop","italian pop",NA,NA,NA
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","2018-02-16",71,0.165,0.792,0.895,0,0.0501,-3.112,0.0589,94.968,1,0,201526,0.794,4,"4QtiVmuA88tPQiCOHZuQ5b","latin pop","latin viral pop","mexican pop","reggaeton",NA
"Ti va di stare bene","Ultimo","Ti va di stare bene","2022-10-28",57,0.177,0.55,0.816,0,0.216,-5.016,0.0464,135.895,3,1,212591,0.26,4,"7zjKhk5vABZhvi9Qy0i6mm","italian adult pop","italian pop",NA,NA,NA
"Bellissima","Annalisa","Bellissima","2022-09-02",67,0.00985,0.635,0.95,0,0.0529,-2.41,0.0413,148.006,0,1,201334,0.604,4,"39jxR2xnmcBbkdPX9oNzsI","italian adult pop","italian pop",NA,NA,NA
"Capri Sun","Capo Plaza","Hustle Mixtape","2022-06-03",72,0.0454,0.683,0.852,0,0.246,-2.755,0.0636,93.068,0,1,199680,0.448,4,"1XpmMe95dk9jh3zuOMpeU2","italian hip hop","italian pop","trap italiana",NA,NA
"About Damn Time","Lizzo","About Damn Time","2022-04-14",78,0.0995,0.836,0.743,0,0.335,-6.305,0.0656,108.966,10,0,191822,0.722,4,"1PckUlxKqWQs3RlWXVBLw3","escape room","minnesota hip hop","pop","trap queen",NA
"Love Me More","Sam Smith","Love Me More (Acoustic)","2022-05-20",36,0.302,0.791,0.439,1.85e-05,0.126,-5.62,0.0645,85.004,10,1,190658,0.559,4,"2KnhtuQKe9AUXO40gP3f7U","pop","uk pop",NA,NA,NA
"Movimento lento (feat. Federico Rossi)","Annalisa","Movimento lento (feat. Federico Rossi)","2021-05-28",54,0.105,0.731,0.92,1.4e-06,0.0956,-3.724,0.0435,100,6,1,193200,0.871,4,"08CLDBSQitOfSOMJXDUEHr","italian adult pop","italian pop",NA,NA,NA
"Dove e quando","Benji & Fede","Good Vibes","2019-10-18",62,0.0931,0.763,0.692,0,0.0644,-6.158,0.0381,124.998,1,1,190409,0.691,4,"5XM7tx8ovQ9UrYqUowW1AK","italian adult pop","italian pop",NA,NA,NA
"2 Be Loved (Am I Ready)","Lizzo","Special","2022-07-15",76,0.0922,0.721,0.769,0,0.0817,-4.111,0.105,155.932,7,1,187107,0.915,4,"2rmwqU7yzTvzkiaRV53DpT","escape room","minnesota hip hop","pop","trap queen",NA
"sci@ll@ (feat. Tananai)","thasup","c@ra++ere s?ec!@le","2022-09-30",52,0.0724,0.83,0.795,0.00036,0.062,-3.778,0.0783,110.014,8,0,184786,0.902,4,"6VZaWYhELTIpY1dTjWwrKN","italian hip hop","italian pop","trap italiana",NA,NA
"VIOLA – with Salmo","Fedez","VIOLA – with Salmo","2022-10-14",52,0.0279,0.63,0.748,0,0.214,-4.497,0.0802,92.938,10,1,182338,0.906,4,"6UMOpKOam549hPEhpLtS9L","italian adult pop","italian pop",NA,NA,NA
"god save me","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",46,0.0297,0.536,0.809,0,0.292,-5.47,0.0898,168.003,4,1,180469,0.604,4,"2CLSRCgy20pkIXXqpUY3Pn","ohio hip hop","pop rap",NA,NA,NA
"ROMANCE","Fred De Palma","ROMANCE","2022-04-01",54,0.249,0.706,0.828,5.25e-06,0.0718,-2.554,0.0675,175.942,11,0,180170,0.522,4,"2tkQXP7XlPbtNKj99NepLa","italian adult pop","italian pop",NA,NA,NA
"Stella fissa","Giordana Angi","Questa Fragile Bellezza","2022-10-27",18,0.0646,0.564,0.929,0,0.0499,-2.78,0.181,97.913,10,0,179160,0.886,4,"29BaskbZjwv13PqvfQEyXq","italian adult pop","italian pop",NA,NA,NA
"Mediterranea","Irama","Crepe","2020-08-28",62,0.113,0.711,0.916,0,0.188,-4.678,0.0587,130.013,11,1,177809,0.79,4,"2Up8QSKRV7WnZxZAQasEUq","italian adult pop","italian pop",NA,NA,NA
"Afraid To Feel","LF SYSTEM","Afraid To Feel","2022-05-02",80,0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,127.87,1,1,177524,0.68,4,"40SBS57su9xLiE1WqkXOVr","uk dance",NA,NA,NA,NA
"rock & rolla (feat. Rkomi)","thasup","c@ra++ere s?ec!@le","2022-09-30",53,0.0906,0.676,0.924,0,0.0891,-4.64,0.123,136.12,1,1,177106,0.925,4,"4fVRM7JsozbVr1z9ApEixY","italian hip hop","italian pop","trap italiana",NA,NA
"why are you here","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",56,0.00616,0.559,0.889,0,0.479,-3.996,0.0432,129.053,10,1,175776,0.628,4,"6eu5juAZhsE7gNzcdf1mdA","ohio hip hop","pop rap",NA,NA,NA
"I'm Good (Blue)","David Guetta","I'm Good (Blue)","2022-08-26",92,0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,7,0,175238,0.304,4,"4uUG5RXrOk84mYEfFvj3cK","big room","dance pop","edm","pop","pop dance"
"Una volta ancora (feat. Ana Mena)","Fred De Palma","Uebe","2019-09-13",65,0.0848,0.771,0.638,0,0.104,-5.342,0.0622,124.039,8,1,174291,0.591,4,"6swHvavSroD4ur3Q18MjYz","italian adult pop","italian pop",NA,NA,NA
"Tropicana (feat. Annalisa)","Boomdabash","Tropicana (feat. Annalisa)","2022-06-09",61,0.0165,0.927,0.591,2.87e-06,0.208,-5.69,0.119,120.036,11,1,172000,0.752,4,"3YjriLRvztHSDJOZRTTiQz","italian adult pop","italian pop","italian reggae",NA,NA
"last november","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",57,0.0731,0.452,0.524,0,0.103,-5.077,0.0322,170.069,11,1,174833,0.158,4,"7AbpTqNbxpqWQjKcSOpYvq","ohio hip hop","pop rap",NA,NA,NA
"El Que Espera","Anitta","El Que Espera","2022-08-11",59,0.0895,0.825,0.758,0,0.0661,-1.73,0.238,176.059,9,0,170396,0.828,4,"2oNSHvGBGZIrZouRAA1eaX","funk pop","funk rj","pagode baiano","pop","pop nacional"
"Crazy What Love Can Do","David Guetta","Crazy What Love Can Do","2022-04-08",80,0.0282,0.601,0.713,0,0.158,-3.758,0.0449,122.872,4,0,169756,0.464,4,"1WCEAGGRD066z2Q89ObXTq","big room","dance pop","edm","pop","pop dance"
"Angelina Jolie","Bresh","ORO BLU","2022-03-04",67,0.073,0.658,0.628,0,0.117,-7.889,0.207,160.171,7,1,169546,0.621,4,"2wDBnfPlixUHdqrS1HvpvY","italian hip hop","italian pop","rap genovese",NA,NA
"drug dealer (feat. Lil Wayne)","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",46,0.00602,0.633,0.717,0,0.151,-3.875,0.0493,142.951,10,1,172283,0.602,4,"3EnxIlDGhObknqvUbwJnZz","ohio hip hop","pop rap",NA,NA,NA
"Nuova fissa","Frah Quintale","Storia Breve","2022-06-10",49,0.111,0.619,0.758,0,0.325,-7.563,0.198,136.833,6,0,165985,0.446,4,"1PueyaeMdF96akBvyLr7X7","italian hip hop","italian indie pop","italian pop","milan indie",NA
"FORTUNA","Ghali","Sensazione ultra","2022-05-20",49,0.00569,0.708,0.767,2.49e-05,0.119,-5.687,0.05,154.986,8,0,165866,0.776,4,"0b53fWGqxHfsdyzkwlEFFl","italian hip hop","italian pop","milan indie",NA,NA
"Te Quiero","Vale Pain","Te Quiero","2022-07-22",53,0.118,0.836,0.567,0,0.109,-9.116,0.155,133.989,8,1,163624,0.89,4,"1MkT5kL2eE8y7s09FxuRTB","trap italiana",NA,NA,NA,NA
"maybe (feat. Bring Me The Horizon)","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",46,0.000735,0.601,0.92,0,0.0998,-4.802,0.0505,88.014,5,0,170133,0.537,4,"6gHwksBerN7FIXv10WaIgS","ohio hip hop","pop rap",NA,NA,NA
"w()ah","thasup","c@ra++ere s?ec!@le","2022-09-30",50,0.301,0.781,0.81,0,0.135,-4.982,0.176,108.419,8,1,163540,0.74,4,"2Fo5XClYEu5pcG74oUzP94","italian hip hop","italian pop","trap italiana",NA,NA
"5 Gocce (feat. Rkomi)","Irama","Il giorno in cui ho smesso di pensare","2022-02-25",68,0.279,0.742,0.808,9.85e-06,0.325,-5.206,0.059,74.992,4,1,160000,0.846,4,"3z0GeNGWyVduziP1cQ0mFN","italian adult pop","italian pop",NA,NA,NA
"Extasi","Fred De Palma","Extasi","2022-06-17",67,0.0508,0.859,0.776,1.07e-06,0.0263,-4.028,0.0749,130.008,0,1,157846,0.222,4,"6ojrj2NSj3EkMm05yiuaMG","italian adult pop","italian pop",NA,NA,NA
"Vita spericolata","Vasco Rossi","Bollicine (Remastered)","1983",61,0.694,0.501,0.508,0,0.108,-7.306,0.0277,109.408,0,1,283466,0.276,4,"5zd9EXZujflINL16eUHgqo","classic italian pop","italian adult pop",NA,NA,NA
"r()t()nda (feat. Tiziano Ferro)","thasup","c@ra++ere s?ec!@le","2022-09-30",59,0.484,0.482,0.795,0,0.345,-5.547,0.233,116.702,7,1,159592,0.639,3,"7FsuMwalG48ZfjklkSkuJa","italian hip hop","italian pop","trap italiana",NA,NA
"PAMPAMPAMPAMPAMPAMPAMPAM","Irama","PAMPAMPAMPAMPAMPAMPAMPAM","2022-07-01",50,0.183,0.823,0.802,0.000325,0.392,-2.666,0.0647,112.078,9,0,158571,0.831,4,"0AO2RPbzoaNRlNmnk70oRt","italian adult pop","italian pop",NA,NA,NA
"Il dolore se ne va","Giordana Angi","Questa Fragile Bellezza","2022-10-27",17,0.306,0.588,0.714,0,0.356,-4.314,0.037,124.982,9,0,206000,0.467,4,"2UjV7DC9gwLtImRKSKJpya","italian adult pop","italian pop",NA,NA,NA
"Love ya","Frah Quintale","Storia Breve","2022-06-10",52,0.606,0.619,0.51,0,0.127,-8.41,0.0728,140.303,9,0,151714,0.205,4,"6SRzLkqyI8GZ68sUE3CrIs","italian hip hop","italian indie pop","italian pop","milan indie",NA
"ye@h (feat. Shiva)","thasup","c@ra++ere s?ec!@le","2022-09-30",53,0.152,0.584,0.779,2.4e-05,0.0521,-3.805,0.163,145.465,0,1,156616,0.643,4,"5PqVzaCpUa3zrP4VFDNrwg","italian hip hop","italian pop","trap italiana",NA,NA
"No Me digas Nada","Quevedo","No Me digas Nada","2020-11-09",68,0.336,0.49,0.692,0,0.659,-4.291,0.274,102.16,7,1,148386,0.484,1,"15wMJJiVpt2ABQw032Rywi","rap canario","trap latino","urbano latino",NA,NA
"born with horns","Machine Gun Kelly","mainstream sellout (life in pink deluxe)","2022-06-24",46,0.00089,0.569,0.919,9.44e-05,0.0524,-5.378,0.135,95.073,11,1,147943,0.256,4,"3f20I3nQsYDV980FMzsPQx","ohio hip hop","pop rap",NA,NA,NA
"My Mind & Me","Selena Gomez","My Mind & Me","2022-11-03",75,0.566,0.6,0.389,0,0.0826,-5.727,0.0337,143.577,9,1,147597,0.244,4,"0XER3HPMx223xWaAgNKp4Y","pop","post-teen pop",NA,NA,NA
"cas!no nella m!a testa (feat. Salmo)","thasup","c@ra++ere s?ec!@le","2022-09-30",53,0.201,0.737,0.829,0,0.0813,-4.428,0.314,90.061,6,0,147106,0.745,4,"4vt9zf9PxeWkZHVi1pIeCu","italian hip hop","italian pop","trap italiana",NA,NA
"Che male che fa","Valerio Mazzei","Che male che fa","2022-10-04",46,0.233,0.681,0.638,0,0.123,-5.879,0.0642,119.928,2,1,145000,0.265,4,"2oZNWi9zQP1trsT2D5Hx6A","italian pop","pop virale italiano",NA,NA,NA
"CHIAGNE (feat. Lazza & Takagi & Ketra)","Geolier","CHIAGNE (feat. Lazza & Takagi & Ketra)","2022-10-28",64,0.115,0.716,0.737,0,0.0922,-5.831,0.0578,131.947,6,0,179863,0.584,4,"36EFgeHW1tOUyMAhZ6cjfD","italian hip hop","italian pop","rap napoletano","trap italiana",NA
"Chiedimi Come Sto (feat. Bresh)","Marco Mengoni","MATERIA (PELLE)","2022-12-25",54,0.441,0.677,0.59,0,0.116,-6.919,0.0426,120.036,8,1,205760,0.595,4,"3sl5OvfKIpUKD4rYkQWPzh","italian adult pop","italian pop",NA,NA,NA
"_bilico_","thasup","c@ra++ere s?ec!@le","2022-09-30",52,0.252,0.688,0.768,0,0.191,-4.061,0.221,130.135,11,1,143746,0.84,4,"49fE5fIZB1YRiYlXEQQQ2G","italian hip hop","italian pop","trap italiana",NA,NA
"mi manca la vecchia te","Biondo","mi manca la vecchia te","2022-10-21",45,0.0493,0.425,0.00019,9.25e-06,0.11,-7.883,0.623,224.741,7,0,122578,0.389,4,"1ngm13kPGndthBqF8AxTAb","italian pop",NA,NA,NA,NA
