"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6"
"Chiodo Fisso","Eugenio In Via Di Gioia","Tsunami (forse vi ricorderete di noi per canzoni come)","2020-01-31",179960,41,0.669,0.693,0.565,5.63e-06,0.192,-7.406,0.0313,101.968,5,1,179960,0.766,4,"4Ryw3Qv9CpkfX8NaPViEjF","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"Le ruote, i motori!","Fulminacci","Le ruote, i motori!","2019-11-08",225775,41,0.118,0.817,0.837,3.1e-06,0.246,-4.946,0.234,127.955,0,1,225775,0.437,4,"4GuPJjvbYk5r6tB2LfxIEQ","italian indie pop","italian pop","rome indie",NA,NA,NA
"peter pan","rovere","disponibile anche in mogano","2019-03-29",180611,38,0.000499,0.611,0.669,0,0.185,-7.437,0.0465,110.139,5,1,180611,0.726,4,"1OTXLtQRhYbkCXHQ3DrGJc","italian indie pop",NA,NA,NA,NA,NA
"Antartide","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",274720,58,0.463,0.589,0.853,0,0.0769,-3.01,0.0483,169.934,4,1,274720,0.303,4,"66tVtoFKxaV62FBk5ihSPM","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Blinding Lights","The Weeknd","After Hours","2020-03-20",200040,92,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,1,1,200040,0.334,4,"0VjIjW4GlUZAMYd2vXMi3b","canadian contemporary r&b","canadian pop","pop",NA,NA,NA
"La Vita Veramente","Fulminacci","La Vita Veramente","2019-04-10",201734,47,0.0162,0.786,0.84,0.000598,0.0318,-4.263,0.0445,110.037,1,1,201734,0.894,4,"4CJpsJH1pc9JxNyJsvWsNK","italian indie pop","italian pop","rome indie",NA,NA,NA
"La Vita Pensata","Brunori Sas","A Casa Tutto Bene","2017-01-20",161920,48,0.915,0.612,0.24,1.07e-05,0.11,-11.786,0.056,97.292,0,1,161920,0.379,4,"7bDVh4f0CVKFawrhG84eCU","folk rock italiano","italian adult pop","italian alternative","italian indie pop","italian pop",NA
"Lake Washington Boulevard","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",228466,62,0.234,0.708,0.745,0,0.0654,-3.249,0.0367,110.003,7,1,228466,0.808,4,"6Jn9qoprkuSfsRW7tTRkOV","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Ding-A-Dong","Teach In","The Best Of Teach In","2017-05-08",149573,41,0.512,0.708,0.561,1.66e-06,0.141,-15.148,0.0367,139.199,9,0,149573,0.929,4,"3ML1JVicjXbdsyYrPdfr5E","nederpop",NA,NA,NA,NA,NA
"Golden","Harry Styles","Fine Line","2019-12-13",208906,81,0.21,0.448,0.838,0.000131,0.131,-5.257,0.0557,139.863,4,0,208906,0.254,4,"45S5WTQEGOB1VHr1Q4FuPl","pop",NA,NA,NA,NA,NA
"Gaetano","Calcutta ","Mainstream (Deluxe Edition)","2016-06-03",242320,63,0.752,0.609,0.483,3.96e-06,0.264,-7.778,0.0287,139.908,0,1,242320,0.254,4,"48Nh04YgUsE4b5V3y9sIdD","italian adult pop","italian pop","rome indie",NA,NA,NA
"Sciare","Pinguini Tattici Nucleari","Gioventù brucata","2017-04-14",281293,50,0.361,0.678,0.862,7.56e-06,0.267,-5.878,0.0343,109.964,9,1,281293,0.639,4,"3V9aCzb0dOvuLHRerJ8sJI","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"L'altra dimensione","Måneskin","Il ballo della vita","2018-10-26",126706,68,0.524,0.715,0.839,0,0.266,-2.35,0.0602,111.371,5,0,126706,0.539,4,"36ONZ2CvV8KsLPapNPGTqa","indie rock italiano","italian pop",NA,NA,NA,NA
"Ciao Ciao","La rappresentante di lista","Ciao Ciao","2022-02-02",184311,58,0.125,0.747,0.819,2.61e-06,0.331,-4.602,0.134,117.994,4,0,184311,0.637,4,"0jLeyuu6mtsD384054xLah","indie siciliano","italian adult pop","italian alternative","italian indie pop","italian pop",NA
"Watermelon Sugar","Harry Styles","Fine Line","2019-12-13",174000,89,0.122,0.548,0.816,0,0.335,-4.209,0.0465,95.39,0,1,174000,0.557,4,"6UelLqGlWMcVH1E5c4H7lY","pop",NA,NA,NA,NA,NA
"La storia infinita","Pinguini Tattici Nucleari","AHIA!","2020-12-04",207802,64,0.169,0.701,0.744,0,0.115,-3.421,0.0411,89.986,4,1,207802,0.651,4,"2r1SRt8bhtR6a9bMRR0AgV","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Beggin'","Måneskin","Chosen","2017-12-08",211560,85,0.127,0.714,0.8,0,0.359,-4.808,0.0504,134.002,11,0,211560,0.589,4,"3Wrjm47oTz2sjIgck11l5e","indie rock italiano","italian pop",NA,NA,NA,NA
"Aglio e olio","Fulminacci","Tante care cose e altri successi","2022-03-11",225826,59,0.535,0.735,0.529,0,0.19,-7.982,0.05,93.028,11,1,225826,0.537,4,"3AvqtcseWAUMjxuHeUAfsn","italian indie pop","italian pop","rome indie",NA,NA,NA
"Dancing In the Dark","Bruce Springsteen","Born In The U.S.A.","1984-06-04",241306,82,0.0115,0.527,0.942,0,0.188,-5.64,0.0366,148.723,1,0,241306,0.495,4,"7FwBtcecmlpc1sLySPXeGE","heartland rock","mellow gold","permanent wave","rock","singer-songwriter",NA
"Irene","Pinguini Tattici Nucleari","Gioventù brucata","2017-04-14",311253,56,0.349,0.68,0.622,0,0.0942,-6.271,0.0417,120.016,7,1,311253,0.535,4,"2JeQN06RJrdNTh5LpCPBHq","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Vertigine","Elodie","Vertigine","2021-09-23",217398,48,0.374,0.625,0.69,0,0.132,-6.153,0.0543,144.061,7,1,217398,0.353,4,"3fc6eZjU7Mv7gJUfxrbfMu","italian adult pop","italian pop",NA,NA,NA,NA
"Cerchi","Eugenio In Via Di Gioia","Natura Viva","2019-03-01",230493,36,0.6,0.65,0.82,3.96e-05,0.38,-5.501,0.101,109.851,4,0,230493,0.735,4,"0WGgNVPXpIdh7Pm9s7CCck","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"QUELLI CHE NON PENSANO - Il cervello (feat. Coez)","Marracash","Persona","2020-03-27",190186,50,0.211,0.623,0.684,0,0.354,-4.832,0.294,177.99,11,0,190186,0.46,4,"1VOi03r3FelbsYHJXFjphg","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA
"Meglio (feat. Pinguini Tattici Nucleari)","Bugo","Bugatti Cristian","2021-03-05",208373,44,0.00267,0.649,0.884,3.79e-06,0.173,-3.91,0.0298,134.979,9,1,208373,0.737,4,"0FWI6Glw2QagTUM8XI2d9U","italian alternative",NA,NA,NA,NA,NA
"Borghese In Borghese","Fulminacci","La Vita Veramente","2019-04-10",192151,46,0.151,0.823,0.876,0,0.128,-4.433,0.0989,109.887,9,1,192151,0.946,4,"6KeLdTZfV5XIo36cWPkDP9","italian indie pop","italian pop","rome indie",NA,NA,NA
"Brividi","Mahmood","Brividi","2022-02-02",199146,65,0.448,0.523,0.614,0,0.254,-4.435,0.0347,122.962,7,1,199146,0.342,4,"1ZMGp9MTXbtAPvcKa0U3zS","italian adult pop","italian pop",NA,NA,NA,NA
"Dove Si Balla","Dargen D'Amico","NEI SOGNI NESSUNO È MONOGAMO","2022-03-03",198082,58,0.176,0.592,0.603,0,0.123,-5.403,0.0933,145.94,0,1,198082,0.437,4,"5a6ABzVhqgVKI1znaI9tar","italian adult pop","italian hip hop","italian pop","milan indie","r&b italiano",NA
"Scooby Doo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",179124,66,0.0477,0.74,0.743,0,0.0925,-4.166,0.137,135.071,6,1,179124,0.773,4,"1P6TlFb8EVH2nCX3luVpZW","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Al Giusto Momento","Fulminacci","La Vita Veramente","2019-04-10",216506,51,0.0632,0.706,0.495,4.46e-05,0.321,-6.651,0.0373,90.01,10,1,216506,0.529,4,"2tNhcLxK5sDjbCCl38ujdu","italian indie pop","italian pop","rome indie",NA,NA,NA
"NON SONO MARRA - La pelle (feat. Mahmood)","Marracash","Persona","2020-03-27",188842,45,0.244,0.813,0.715,2.49e-06,0.561,-7.014,0.218,106.036,1,1,188842,0.599,4,"3eXWV1uA3nvY70qV62uXq6","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA
"SESSO OCCASIONALE","Tananai","SESSO OCCASIONALE","2022-02-03",195923,58,0.00725,0.647,0.857,0,0.0608,-4.23,0.0654,130.007,0,1,195923,0.659,4,"0Dz9zyx2w3zYtRK6yp3VKD","italian pop",NA,NA,NA,NA,NA
"Freddie","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",298786,52,0.38,0.604,0.596,0,0.317,-3.829,0.0319,160.062,7,1,298786,0.32,3,"31pSgG2jcAcqhAaDAxmWtq","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Lettera Al Prossimo","Eugenio In Via Di Gioia","Natura Viva","2019-03-01",197813,39,0.593,0.42,0.563,1.51e-06,0.376,-8.178,0.12,186.097,8,1,197813,0.41,4,"7l7GjtFLEcOu5KvFZCM99s","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"Sbagliato","Jovanotti","Oh, Vita!","2017-12-01",270733,29,0.771,0.494,0.684,0,0.134,-5.36,0.0351,89.019,2,1,270733,0.709,3,"6bJ12Cyj6vxlEVBjLkZZUq","italian adult pop","italian pop",NA,NA,NA,NA
"Happier Than Ever","Billie Eilish","Happier Than Ever","2021-07-30",298899,87,0.767,0.332,0.225,0.00349,0.128,-8.697,0.0348,81.055,0,1,298899,0.297,3,"4RVwu0g32PAqgUiJoXsdF8","art pop","pop",NA,NA,NA,NA
"Scatole","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",245386,48,0.546,0.692,0.528,0,0.135,-6.141,0.0317,110.14,4,1,245386,0.495,4,"6seWrefl4VwldoqogHNe6Q","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"EUROVISION IN TURIN","Eugenio In Via Di Gioia","EUROVISION IN TURIN","2021-12-31",110100,34,0.154,0.659,0.477,0,0.084,-11.009,0.31,170.234,9,0,110100,0.844,4,"3RcIrFXQznv7QwwCiKqL0V","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"Adore You","Harry Styles","Fine Line","2019-12-13",207133,86,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,8,1,207133,0.569,4,"3jjujdWJ72nww5eGnfs2E7","pop",NA,NA,NA,NA,NA
"Poetica","Cesare Cremonini","Possibili Scenari","2017-11-24",293960,60,0.014,0.393,0.607,0,0.0721,-6.569,0.0339,139.807,7,1,293960,0.202,3,"07qo9gnLM488CUr0EtgIA1","italian adult pop","italian pop",NA,NA,NA,NA
"Ferma A Guardare (feat. Pinguini Tattici Nucleari)","Ernia","Gemelli","2021-01-19",213542,68,0.445,0.585,0.724,0,0.1,-5.611,0.0967,162.05,9,0,213542,0.547,4,"1eDC4NiUYgQSKpKDIvXxi4","italian hip hop","italian pop","milan indie",NA,NA,NA
"Viva La Libertà","Jovanotti","Oh, Vita!","2017-12-01",221240,45,0.388,0.601,0.871,0,0.0983,-3.634,0.0721,98.06,8,1,221240,0.65,4,"3YQsdw4FNt17lxAEXXURqV","italian adult pop","italian pop",NA,NA,NA,NA
"MANCARSI","Coma_Cose","HYPE AURA","2019-03-15",229120,52,0.418,0.691,0.579,0,0.104,-5.076,0.0411,145.905,2,1,229120,0.343,4,"0yWpMaNFL4IV5rUGqAjOGt","italian adult pop","italian alternative","italian indie pop","italian pop","milan indie",NA
"everything i wanted","Billie Eilish","everything i wanted","2019-11-13",245425,86,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,6,0,245425,0.243,4,"3ZCTVFBt2Brf31RLEnCkWJ","art pop","pop",NA,NA,NA,NA
"Bagatelle","Pinguini Tattici Nucleari","Il Re è nudo","2014-07-21",251917,51,0.0871,0.538,0.675,0,0.173,-7.452,0.0412,125.084,4,1,251917,0.578,4,"6PTxwEyZm0lI4nR970KPsz","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"SAPORE – with Tedua","Fedez","DISUMANO","2021-11-26",195480,57,0.061,0.76,0.692,2.8e-06,0.303,-6.243,0.113,125.041,5,1,195480,0.482,4,"6DWJhb5KfEbOOXlEcpqfh6","italian adult pop","italian pop",NA,NA,NA,NA
"Wait a Minute!","WILLOW","ARDIPITHECUS","2015-01-11",196520,82,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,3,0,196520,0.672,4,"0y60itmpH0aPKsFiGxmtnh","afrofuturism","pop","post-teen pop","pov: indie",NA,NA
"Chimica","Ditonellapiaga","Chimica","2022-02-03",181312,43,0.0344,0.671,0.736,0,0.0885,-6.436,0.288,160.038,5,0,181312,0.673,4,"5u4WqrYhQA5BUvqN5syYil","italian indie pop",NA,NA,NA,NA,NA
"Verdura","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",209546,58,0.0867,0.684,0.881,0,0.132,-2.569,0.0549,159.976,7,1,209546,0.857,4,"7uawjOR4BPOhgxPegrMsoO","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra","La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","2019-03-01",191639,58,0.0579,0.765,0.701,0,0.334,-4.089,0.058,103.998,11,0,191639,0.758,4,"0swoHiwTazywpoqiKDUtGQ","italian adult pop","italian pop",NA,NA,NA,NA
"Umano","Eugenio In Via Di Gioia","Amore e Rivoluzione","2022-05-20",197133,34,0.246,0.583,0.861,0,0.298,-4.188,0.0727,78.907,1,0,197133,0.638,4,"6nTleqL7MxtSap5CTgzHQ9","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"Don't Look Back in Anger - Remastered","Oasis","(What's The Story) Morning Glory? [Remastered]","1995-10-02",289560,76,0.0708,0.327,0.938,3.79e-06,0.148,-3.237,0.0645,162.937,0,1,289560,0.326,4,"0UvCh63URrLFcPkKt99hHd","beatlesque","britpop","madchester","permanent wave","rock",NA
"Bohémien","Pinguini Tattici Nucleari","AHIA!","2020-12-04",193623,57,0.13,0.667,0.893,0,0.21,-4.356,0.0841,160.021,10,1,193623,0.672,4,"0IueCAa7AbmICEdmOpByO1","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"A mano a mano","Rino Gaetano","Istantanee & tabù","2021-06-25",218560,61,0.08,0.562,0.461,0,0.845,-10.795,0.0527,175.443,0,1,218560,0.423,4,"3uxAwwBVPhVMAx5UsUKpKU","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA
"Polynesia","Gazzelle","Post Punk","2019-10-25",194590,57,0.0291,0.783,0.726,2.63e-06,0.0548,-5.052,0.0961,124.995,11,1,194590,0.584,4,"5rOE3fETdpqZhUWKf8c9my","italian adult pop","italian pop","rome indie",NA,NA,NA
"Non vedo l’ora di abbracciarti","Eugenio In Via Di Gioia","Non vedo l’ora di abbracciarti","2021-04-09",200141,38,0.608,0.687,0.439,2.03e-05,0.103,-7.977,0.0309,79.961,2,1,200141,0.404,4,"4AbzTPeeL0mRpzJf4F88EH","indie folk italiano","italian alternative","italian indie pop","turin indie",NA,NA
"Ridere","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",214733,70,0.0493,0.713,0.902,0,0.0781,-3.009,0.0378,116.909,9,1,214733,0.72,4,"5LZVK19ieaV8Mk9FsqTL3F","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"As It Was","Harry Styles","Harry's House","2022-05-20",167303,95,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,6,0,167303,0.662,4,"4Dvkj6JhhA12EX05fT7y2e","pop",NA,NA,NA,NA,NA
"Nessuno Vuole Essere Robin","Cesare Cremonini","Possibili Scenari","2017-11-24",284480,54,0.566,0.522,0.428,0,0.11,-9.985,0.0307,138.051,2,1,284480,0.208,4,"66l5RSJ4kvo9FUHqZ4x7Ti","italian adult pop","italian pop",NA,NA,NA,NA
"Ovunque Sarai","Irama","Ovunque Sarai","2022-02-03",200428,58,0.582,0.359,0.434,0,0.205,-6.068,0.0305,79.133,0,1,200428,0.325,4,"0hluyTCTSua59xYuIRqpe5","italian adult pop","italian pop",NA,NA,NA,NA
"Scrivile Scemo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",214926,68,0.123,0.617,0.916,0,0.183,-3.538,0.0317,135.091,9,1,214926,0.552,4,"71r3UlkV7sWvUYjas5paqi","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Se Piovesse Il Tuo Nome - con Calcutta","Elisa","Diari Aperti","2019-05-03",194519,64,0.676,0.561,0.461,0,0.323,-5.001,0.0512,82.13,1,0,194519,0.342,4,"3PYYiqmhooCNCGiiPTM5zS","italian adult pop","italian pop",NA,NA,NA,NA
"Si, ah","Frah Quintale","Regardez moi","2017-11-24",172850,64,0.105,0.586,0.597,0,0.051,-6.422,0.355,106.556,5,1,172850,0.961,4,"4nS6mZBLYgtksYyXsuXgBw","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA
"Cold Heart - PNAU Remix","Elton John","Cold Heart (PNAU Remix)","2021-08-13",202735,86,0.034,0.796,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,1,1,202735,0.942,4,"6zSpb8dQRaw0M1dK8PBwQz","glam rock","mellow gold","piano rock","rock",NA,NA
"Monopoli","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",237586,54,0.177,0.645,0.721,0,0.113,-3.633,0.0418,170.011,5,1,237586,0.691,4,"0vjEvTiqbbKXlTAuG0pgqT","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"BRAVI A CADERE - I polmoni","Marracash","Persona","2020-03-27",200214,58,0.163,0.608,0.693,0,0.104,-5.676,0.103,95.005,5,0,200214,0.276,4,"3me7fQdjgO8NHscb3xPaBa","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA
"I Cento Passi","Modena City Ramblers","Viva la Vida, Muera la Muerte!","2004-01-01",263600,46,0.00885,0.67,0.865,0.000602,0.297,-4.566,0.164,143.026,4,0,263600,0.858,4,"21lwDJtzbGDJ92lCQs6AQX","folk rock italiano",NA,NA,NA,NA,NA
"lovely (with Khalid)","Billie Eilish","lovely (with Khalid)","2018-04-19",200185,91,0.934,0.351,0.296,0,0.095,-10.109,0.0333,115.284,4,0,200185,0.12,4,"0u2P5u6lvoDfwTYjAADbn4","art pop","pop",NA,NA,NA,NA
"Fuori dall'Hype","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",230560,45,0.389,0.518,0.589,0,0.135,-4.809,0.038,160.077,10,1,230560,0.153,4,"2VteUCPQ8ZItrF4wzOU2Se","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Fiamme negli occhi","Coma_Cose","Fiamme negli occhi","2021-03-03",206001,54,0.0353,0.683,0.606,1.23e-06,0.131,-6.473,0.0305,104.018,7,1,206001,0.7,4,"5qn15Hs4s26YaNd5UWVe00","italian adult pop","italian alternative","italian indie pop","italian pop","milan indie",NA
"Vengo dalla luna","Måneskin","Chosen","2017-12-08",184386,64,0.149,0.79,0.775,0,0.189,-5.042,0.0505,109.944,11,1,184386,0.832,4,"5HgZU8DoSWLvs1dWBvXYJt","indie rock italiano","italian pop",NA,NA,NA,NA
"Buon Viaggio (Share The Love)","Cesare Cremonini","Più Che Logico","2015-05-26",207266,60,0.347,0.58,0.816,1.76e-06,0.495,-8.381,0.142,103.935,5,1,207266,0.419,4,"7LSBkEm5LQSkhe6yqqqBPs","italian adult pop","italian pop",NA,NA,NA,NA
"Gioventù Brucata","Pinguini Tattici Nucleari","Gioventù brucata","2017-04-14",324506,46,0.025,0.538,0.924,9.58e-05,0.152,-5.157,0.0948,74.999,4,1,324506,0.619,4,"4Ip9hR1xlH7OB8Rj4OleqG","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"overwhelmed","Royal & the Serpent","Overwhelmed","2020-06-26",159293,71,0.308,0.804,0.323,0,0.15,-11.127,0.305,87.019,0,0,159293,0.456,4,"5jjZikDrEd0by1o7V3fO4y","alt z","indie electropop","modern alternative pop",NA,NA,NA
"American Idiot","Green Day","American Idiot","2004-09-21",176346,84,2.64e-05,0.38,0.988,7.86e-05,0.368,-2.042,0.0639,186.113,1,1,176346,0.769,4,"6nTiIhLmQ3FWhvrGafw2zj","modern rock","permanent wave","punk","rock",NA,NA
"Woman","Mumford & Sons","Delta","2018-11-16",274552,61,0.662,0.592,0.555,0.452,0.111,-10.499,0.0381,156.957,1,0,274552,0.142,4,"47DKI4RxI8ZW0sBqDenMhO","modern folk rock","modern rock","neo mellow","stomp and holler","uk americana",NA
"Bergamo","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",288266,58,0.187,0.615,0.603,9e-06,0.0958,-4.405,0.0332,140.051,4,1,288266,0.349,3,"5GRUMkOPUWzzqNTBRNfqt4","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt","Libertà","2019-08-30",208133,65,0.0104,0.754,0.725,0,0.192,-6.058,0.066,120.003,8,1,208133,0.271,4,"00GxbkrW4m1Tac5xySEJ4M","italian adult pop","italian hip hop","italian pop","pop virale italiano","rap napoletano",NA
"L'Estate Addosso","Jovanotti","Lorenzo 2015 CC.","2015-02-24",234786,57,0.0308,0.706,0.914,3.87e-06,0.0952,-3.264,0.0355,129.988,4,1,234786,0.93,4,"52DWZhGa49WzpSSy62rHpa","italian adult pop","italian pop",NA,NA,NA,NA
"Il bombarolo","Fabrizio De André","Faber Nostrum","2019-04-26",218920,38,0.55,0.751,0.745,0.00106,0.338,-7.228,0.223,110.067,7,1,218920,0.333,4,"4xteqiQXOUHZqXGSZqAVZ1","canzone d'autore","canzone genovese","classic italian pop","folk rock italiano","italian adult pop","musica sarda"
"La banalità del mare","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",192506,62,0.414,0.768,0.804,0,0.408,-3.4,0.036,104.967,4,1,192506,0.51,4,"4vseCIz3IuhWMQW9XiBnHC","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
"Woman","Doja Cat","Planet Her","2021-06-25",172626,87,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,5,0,172626,0.881,4,"6Uj1ctrBOjOas8xZXGqKk4","dance pop","pop",NA,NA,NA,NA
"Una Sera","Fulminacci","La Vita Veramente","2019-04-10",175000,49,0.451,0.748,0.467,0,0.0911,-6.813,0.0365,95.004,0,1,175000,0.232,3,"5PBeVrriaYce9J5oxoAPmr","italian indie pop","italian pop","rome indie",NA,NA,NA
"Affogare","Legno","Un altro album","2020-11-27",152915,53,0.213,0.696,0.51,0,0.174,-6.404,0.0544,152.004,0,1,152915,0.737,4,"3gRQVdIXvWTta7eJY1VPPU","italian indie pop",NA,NA,NA,NA,NA
"Fiume Sand Creek","Fabrizio De André","Faber Nostrum","2019-04-26",258545,48,0.0822,0.636,0.587,5.89e-06,0.229,-7.823,0.0329,110.007,11,0,258545,0.343,4,"7feB8T39KaQA71BVq8Tx3E","canzone d'autore","canzone genovese","classic italian pop","folk rock italiano","italian adult pop","musica sarda"
"Do It To It","ACRAZE","Do It To It","2021-08-20",157890,82,0.0209,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927,11,0,157890,0.637,4,"20on25jryn53hWghthWWW3","pop dance","tech house",NA,NA,NA,NA
"s!r! (feat. Lazza & Sfera Ebbasta)","thasup","c@ra++ere s?ec!@le","2022-09-30",237701,64,0.387,0.675,0.739,0,0.177,-4.603,0.0524,149.959,6,0,237701,0.338,4,"5Hjy8lyZ4h99OjrW8jzPQ8","italian hip hop","italian pop","trap italiana",NA,NA,NA
"You Make Me So Happy","Alfa","You Make Me So Happy","2022-06-10",142062,55,0.0892,0.762,0.803,0,0.112,-3.623,0.0348,119.989,10,1,142062,0.857,4,"7qHjjgaBZxth738ejGDqhw","pop virale italiano",NA,NA,NA,NA,NA
"Ricordi","Pinguini Tattici Nucleari","Ricordi","2022-09-23",202560,62,0.101,0.678,0.656,0,0.227,-5.97,0.0349,135.012,9,1,202560,0.597,4,"6Tj82tvIsDmfMTskuomuEq","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA
