"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5"
"Senza chiedere permesso","Alex W","Senza chiedere permesso","2022-04-30",171235,46,0.342,0.544,0.647,0,0.289,-7.004,0.157,178.026,0,1,171235,0.556,4,"6AzLCE04M1KSXpybJI6gFf","italian pop",NA,NA,NA,NA
"Tienimi stanotte","Luigi Strangis","Strangis","2022-06-03",204692,58,0.118,0.571,0.876,0,0.367,-4.993,0.204,154.992,2,1,204692,0.603,4,"1B1b3WvN7AuGW5hQeH5KTn",NA,NA,NA,NA,NA
"Mi Manchi","Aka 7even","Aka 7even","2021-05-21",164013,55,0.235,0.635,0.779,0,0.12,-4.976,0.0389,126.838,8,1,164013,0.355,4,"7mWPjS3fX0ymPSrkDJrVaP","italian adult pop","italian pop",NA,NA,NA
"Meteoriti","Mr.Rain","Petrichor","2021-02-12",188253,59,0.455,0.608,0.499,0,0.16,-9.593,0.0724,76.957,1,1,188253,0.293,4,"1Lf1F7qEOS4O4wl9l8lmUq","italian adult pop","italian pop",NA,NA,NA
"Il senso di ogni cosa - 2020 version","Fabrizio Moro","Canzoni d'amore nascoste","2020-11-20",223533,56,0.419,0.541,0.357,0,0.101,-9.624,0.0255,79.898,1,1,223533,0.306,4,"2wrIPLNaUfkjlUo8JqBigd","italian adult pop",NA,NA,NA,NA
"Routine","Calma","Routine","2022-02-28",192718,26,0.0531,0.616,0.659,0,0.117,-6.798,0.0751,159.853,0,1,192718,0.439,4,"5DmIYQLe0AMpTnfgpPwBt5",NA,NA,NA,NA,NA
"Il bambino che contava le stelle","Ultimo","Solo","2021-10-22",147973,57,0.758,0.707,0.39,0,0.17,-6.81,0.0419,89.9,6,0,147973,0.439,4,"06RGdoTHoxRRIadjK6l8hx","italian adult pop","italian pop",NA,NA,NA
"Accade","Alex W","Accade","2022-01-17",167538,39,0.381,0.527,0.525,0,0.155,-6.76,0.0343,129.662,6,1,167538,0.374,4,"0UmTRimL3iT3VkaN3DlOeu","italian pop",NA,NA,NA,NA
"Ridere","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",214733,70,0.0493,0.713,0.902,0,0.0781,-3.009,0.0378,116.909,9,1,214733,0.72,4,"5LZVK19ieaV8Mk9FsqTL3F","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Prima di te","Albe","Prima di te","2021-12-20",158638,35,0.249,0.562,0.665,0,0.103,-8.229,0.206,167.986,11,1,158638,0.546,4,"58IqnJR6PRquHRqf4jLbdi","italian pop",NA,NA,NA,NA
"Quel sorriso in volto","Modà","Testa o croce","2019-10-04",241760,63,0.0203,0.477,0.618,0,0.0901,-6.643,0.0259,158.059,8,1,241760,0.186,4,"4KNumtDS7aWRwDZDmWJ2lN","italian adult pop",NA,NA,NA,NA
"Bandana","LDA","Bandana","2022-04-25",169180,40,0.00299,0.752,0.673,0,0.184,-5.663,0.0379,122.053,8,1,169180,0.602,4,"1EKJHHHvcSvSqoKiZrdDnb","italian adult pop","italian pop",NA,NA,NA
"Tra silenzi (Roma)","Alex W","Tra silenzi (Roma)","2021-11-08",152368,37,0.161,0.546,0.618,0,0.102,-4.917,0.0278,76.021,4,1,152368,0.369,4,"0vklvGNqtPNDPw4nosCFxZ","italian pop",NA,NA,NA,NA
"cOsì beLLo","Albe","cOsì beLLo","2021-11-08",134117,31,0.358,0.815,0.565,0,0.104,-7.004,0.183,101.955,6,0,134117,0.638,4,"0KjaZCDyGjLK9cVlFgRqQZ","italian pop",NA,NA,NA,NA
"Nonono","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",210893,62,0.451,0.816,0.897,0,0.0803,-2.909,0.0682,95.005,7,1,210893,0.83,4,"4sE5wzpPd4s8kTdtVC18lY","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Quando Dio ti ha inventata","Emanuele Aloia","Sindrome di Stendhal","2021-04-16",181666,51,0.147,0.46,0.645,0,0.126,-6.043,0.0758,83.704,2,1,181666,0.298,4,"55spRQoCu4joYJk7tyzGE6","italian pop",NA,NA,NA,NA
"Supereroi","Ultimo","Solo","2021-10-22",263053,53,0.398,0.606,0.399,0,0.157,-9.329,0.0486,140.18,9,1,263053,0.221,4,"31LcjVqQYbwjrQITmwerYJ","italian adult pop","italian pop",NA,NA,NA
"Tondo","Luigi Strangis","Strangis","2022-06-03",190363,38,0.554,0.778,0.873,0,0.418,-3.918,0.115,109.961,11,0,190363,0.729,4,"5sSx4x4aBiNjQYv9DBuwbq",NA,NA,NA,NA,NA
"La storia infinita","Pinguini Tattici Nucleari","AHIA!","2020-12-04",207802,64,0.169,0.701,0.744,0,0.115,-3.421,0.0411,89.986,4,1,207802,0.651,4,"2r1SRt8bhtR6a9bMRR0AgV","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Simili","Laura Pausini","Simili","2015-11-06",215546,52,0.179,0.522,0.765,0,0.103,-4.781,0.0381,115.077,1,1,215546,0.159,4,"53i6D188bSUeVZeR1sMucH","europop","italian adult pop","latin arena pop","mexican pop",NA
"Sul finale","Ultimo","Solo","2021-10-22",234960,55,0.371,0.542,0.674,0,0.114,-5.339,0.0476,147.759,10,1,234960,0.296,4,"3yup5llqOkS6nYSqAggq1S","italian adult pop","italian pop",NA,NA,NA
"Brividi","Mahmood","Brividi","2022-02-02",199146,65,0.448,0.523,0.614,0,0.254,-4.435,0.0347,122.962,7,1,199146,0.342,4,"1ZMGp9MTXbtAPvcKa0U3zS","italian adult pop","italian pop",NA,NA,NA
"Scooby Doo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",179124,66,0.0477,0.74,0.743,0,0.0925,-4.166,0.137,135.071,6,1,179124,0.773,4,"1P6TlFb8EVH2nCX3luVpZW","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Partirò da zero","Luigi Strangis","Strangis","2022-06-03",167174,35,0.114,0.464,0.872,0,0.0742,-3.806,0.0717,148.222,5,1,167174,0.364,4,"3zdyaT6AYNUuqX1iHBwpzs",NA,NA,NA,NA,NA
"Piccola Stella","Ultimo","Colpa Delle Favole","2019-04-05",232666,68,0.341,0.487,0.465,0,0.111,-8.019,0.0474,179.907,2,1,232666,0.288,3,"6sLBJkMyZIkGevtpYgeotT","italian adult pop","italian pop",NA,NA,NA
"Notte Stellata","Emanuele Aloia","Sindrome di Stendhal","2021-04-16",192466,48,0.18,0.684,0.837,0,0.0997,-5.558,0.123,94.994,7,1,192466,0.67,4,"7gvTz4dLTGkST8Hr2V1Miq","italian pop",NA,NA,NA,NA
"Come, come","Sissi","Leggera","2022-05-27",151090,41,0.133,0.844,0.756,2.19e-06,0.106,-2.687,0.0692,110.056,1,0,151090,0.777,4,"4Kw2WHHSFvNeTgbpQtITe7","italian pop",NA,NA,NA,NA
"Lake Washington Boulevard","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",228466,62,0.234,0.708,0.745,0,0.0654,-3.249,0.0367,110.003,7,1,228466,0.808,4,"6Jn9qoprkuSfsRW7tTRkOV","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Niente","Ultimo","Niente","2021-10-15",238546,43,0.384,0.646,0.785,0,0.0834,-4.466,0.0604,139.909,11,0,238546,0.344,4,"3eWl6H8WvOlo63whCo4Ier","italian adult pop","italian pop",NA,NA,NA
"Tuttecose","Gazzelle","OK UN CAZZO","2021-12-10",197956,63,0.198,0.661,0.64,0,0.125,-4.52,0.0479,83.027,0,1,197956,0.659,4,"4c4uR3sZVgX9Y0OxCzhzwO","italian adult pop","italian pop","rome indie",NA,NA
"Karma","Albe","Karma","2022-04-30",173114,44,0.229,0.756,0.797,0,0.104,-5.014,0.105,121.99,11,1,173114,0.658,4,"4jXGY3JEfdJJVZrcU307jM","italian pop",NA,NA,NA,NA
"Io volevo solo te","LDA","LDA","2022-05-13",210259,39,0.059,0.523,0.41,0,0.0998,-7.702,0.0309,114.97,1,1,210259,0.269,4,"0Tr6TQsm6vriTxod08O4Oy","italian adult pop","italian pop",NA,NA,NA
"Quel filo che ci unisce","Ultimo","Solo","2021-10-22",254653,59,0.554,0.578,0.601,0,0.105,-9.019,0.323,146.099,8,1,254653,0.459,4,"05G7GqOjkYKObUWFDownVV","italian adult pop","italian pop",NA,NA,NA
"Destri","Gazzelle","OK","2021-02-12",185503,69,0.126,0.459,0.696,0,0.198,-4.953,0.0406,85.819,8,1,185503,0.422,4,"7nRFsITVaSHko2Fw2Gcy59","italian adult pop","italian pop","rome indie",NA,NA
"LA DOLCE VITA","Fedez","LA DOLCE VITA","2022-06-03",187862,63,0.0124,0.737,0.858,0,0.382,-3.589,0.0527,144.991,8,1,187862,0.919,4,"0I0b7uTFfHhBz5bMkSDouF","italian adult pop","italian pop",NA,NA,NA
"Ho messo via","Ligabue","Sopravvissuti e sopravviventi [Remastered Version]","1993",286146,57,0.555,0.607,0.606,3.54e-06,0.108,-4.712,0.0297,127.965,7,1,286146,0.474,3,"4xyp77VPg90ezi7N1p99a5","italian adult pop","italian pop rock",NA,NA,NA
"Il Cielo Contromano","Deddy","Il cielo contromano","2021-05-14",189174,47,0.0898,0.523,0.655,0,0.172,-7.358,0.0454,141.868,8,1,189174,0.3,4,"1kLwHISN4aeuaQB27D9uzd","italian pop",NA,NA,NA,NA
"Cialde","Zero Assoluto","Cialde","2020-10-16",185735,45,0.423,0.682,0.63,0,0.213,-6.77,0.0677,94.106,7,1,185735,0.479,4,"6TVdXM1yKIdFyVMq3cfhlJ","italian adult pop","italian pop",NA,NA,NA
"Scusa","LDA","LDA","2022-05-13",156991,42,0.335,0.689,0.551,0,0.101,-7.246,0.0438,121.757,9,1,156991,0.237,4,"5pZHHetYj0gBPQxE3GoFMR","italian adult pop","italian pop",NA,NA,NA
"Mi sento bene","Random","Mi sento bene","2021-09-24",182526,46,0.00613,0.669,0.599,0,0.239,-6.114,0.0721,95.054,9,1,182526,0.527,4,"4iWdr3PiPWcGcZp4qGHqlW","italian adult pop",NA,NA,NA,NA
"L'ultima notte","ARIETE","L'ultima notte","2021-05-03",157566,65,0.268,0.618,0.687,0,0.126,-5.603,0.0446,94.037,2,1,157566,0.398,4,"63mdY4U0KvnbMkUEc7FHN8","italian hip hop","italian pop","rome indie",NA,NA
"22 settembre","Ultimo","22 settembre","2020-09-22",230693,58,0.175,0.46,0.488,0,0.0869,-6.225,0.0369,146.82,0,1,230693,0.341,3,"15RRpHBNzv0gvjIry4jyOs","italian adult pop","italian pop",NA,NA,NA
"Il bacio di Klimt","Emanuele Aloia","Sindrome di Stendhal","2021-04-16",177253,63,0.446,0.602,0.751,0,0.217,-4.528,0.114,80.069,9,1,177253,0.309,4,"5B1lKU2g7tcVaKaPwU4uc6","italian pop",NA,NA,NA,NA
"Count on Me","Bruno Mars","Doo-Wops & Hooligans","2010-10-05",197469,72,0.851,0.589,0.389,0,0.0772,-5.972,0.028,89.1,0,1,197469,0.501,4,"3B5UbSndRz907IZhhmUfLi","dance pop","pop",NA,NA,NA
"On Top Of The World","Imagine Dragons","Night Visions","2012-09-04",192280,80,0.0841,0.631,0.924,3.59e-06,0.084,-5.589,0.146,100.045,0,1,192280,0.755,4,"213x4gsFDm04hSqIUkg88w","modern rock","pop","rock",NA,NA
"Dove il mare finisce","Ultimo","Peter Pan","2018-02-09",200351,50,0.0867,0.724,0.851,0,0.102,-4.569,0.048,122.964,10,1,200351,0.603,4,"4VWyOKIxLsvjkL3PEjFjuh","italian adult pop","italian pop",NA,NA,NA
"Ringo Starr","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",183333,66,0.304,0.754,0.925,0,0.313,-2.912,0.0512,114.077,4,0,183333,0.857,4,"5yfE6GXTuJaAlepKoE0wJE","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Stupidi lovers","Sissi","Leggera","2022-05-27",204233,33,0.0464,0.771,0.699,0,0.303,-4.888,0.0436,112.021,9,1,204233,0.494,4,"6eZXzI6f0nHiTtL2C2V8E8","italian pop",NA,NA,NA,NA
"Non siamo soli","Alex W","Non siamo soli","2022-05-16",204923,38,0.0857,0.485,0.484,0,0.363,-8.21,0.0398,129.909,4,1,204923,0.0854,4,"4xhLQqtNIRzziQAyyHuB4o","italian pop",NA,NA,NA,NA
"Tutto questo sei tu","Ultimo","Solo","2021-10-22",244666,48,0.398,0.452,0.528,0,0.111,-5.503,0.0288,161.647,2,1,244666,0.421,3,"2itKqhhTrRrXcCsxuedJCe","italian adult pop","italian pop",NA,NA,NA
"Bohémien","Pinguini Tattici Nucleari","AHIA!","2020-12-04",193623,57,0.13,0.667,0.893,0,0.21,-4.356,0.0841,160.021,10,1,193623,0.672,4,"0IueCAa7AbmICEdmOpByO1","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Danshari","Sissi","Leggera","2022-05-27",160778,39,0.0406,0.545,0.739,0,0.139,-4.379,0.0827,141.94,5,1,160778,0.55,4,"5cg7DPEqzHECy5zHwOATN0","italian pop",NA,NA,NA,NA
"Galway Girl","Ed Sheeran","÷ (Deluxe)","2017-03-03",170826,81,0.0735,0.624,0.876,0,0.327,-3.374,0.1,99.943,9,1,170826,0.781,4,"0afhq8XCExXpqazXczTSve","pop","singer-songwriter pop","uk pop",NA,NA
"Sono solo parole","Noemi","RossoNoemi 2012 Edition","2012-02-15",217786,57,0.152,0.518,0.56,0,0.227,-5.932,0.0366,130.157,0,0,217786,0.184,4,"4SjRtuCDZvO68N2agNkahv","italian adult pop","italian pop",NA,NA,NA
"Estate","Will","Estate","2020-12-17",186147,54,0.807,0.545,0.545,1.19e-05,0.114,-6.438,0.039,108.039,1,1,186147,0.244,4,"7AKMq2HTg8FQs9LE0v9uoy","italian pop","pop virale italiano",NA,NA,NA
"Amare","La rappresentante di lista","My Mamma","2021-03-05",200733,51,0.193,0.666,0.73,5.54e-06,0.185,-4.865,0.0492,129.88,6,1,200733,0.195,4,"6hhuex6bSsCfgDffHJmRo9","indie siciliano","italian adult pop","italian alternative","italian indie pop","italian pop"
"Pezzo Di Cuore (con Alessandra Amoroso)","Emma","Pezzo Di Cuore (con Alessandra Amoroso)","2021-01-14",227678,53,0.389,0.518,0.7,0,0.127,-6.162,0.0449,139.874,6,1,227678,0.441,4,"0BNaXcSSUeuARA4W8iB18E","italian adult pop","italian pop",NA,NA,NA
"D'improvviso","Lorenzo Fragola","Zero Gravity","2016-03-11",209400,60,0.653,0.587,0.616,0,0.0976,-6.578,0.0388,129.769,8,1,209400,0.326,4,"4ykkHvzEE45AlcUq6vkVW6","italian adult pop","italian pop",NA,NA,NA
"farfalle","sangiovanni","farfalle","2022-02-03",164000,60,0.0927,0.733,0.784,0,0.195,-5.211,0.0606,120.016,3,1,164000,0.377,4,"5HujDMiRNqZwEzVAh3oFD3","italian adult pop","italian pop",NA,NA,NA
"Rossetto","Random","Montagne russe","2020-06-05",228142,57,0.588,0.653,0.7,0,0.134,-4.884,0.069,104.959,7,1,228142,0.213,4,"3U8FKJg4GP0SPaZ2HCOO0b","italian adult pop",NA,NA,NA,NA
"Verdura","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",209546,58,0.0867,0.684,0.881,0,0.132,-2.569,0.0549,159.976,7,1,209546,0.857,4,"7uawjOR4BPOhgxPegrMsoO","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Il Diario Degli Errori","Michele Bravi","Anime Di Carta","2017-02-24",206853,56,0.521,0.419,0.403,0,0.121,-7.031,0.0376,99.64,7,1,206853,0.308,4,"2ReYmR7wsJLnschkvbZe2W","italian adult pop","italian pop",NA,NA,NA
"Guardare giù","Noemi","Guardare giù","2021-11-12",168186,40,0.556,0.733,0.581,0,0.483,-4.726,0.0294,115.003,0,0,168186,0.47,3,"0nZzbRLYgvdkQB6EKjWfAL","italian adult pop","italian pop",NA,NA,NA
"Tu si a fine do' munno","Angelo Famao","Tu si a fine do' munno","2018-03-08",180402,64,0.444,0.758,0.855,0,0.0727,-5.958,0.0618,89.979,8,1,180402,0.666,4,"0ZI9cTwtcaYeVcFjwT51ow","neomelodici",NA,NA,NA,NA
"Irene","Pinguini Tattici Nucleari","Gioventù brucata","2017-04-14",311253,56,0.349,0.68,0.622,0,0.0942,-6.271,0.0417,120.016,7,1,311253,0.535,4,"2JeQN06RJrdNTh5LpCPBHq","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Non E' Mai Un Errore","Raf","Metamorfosi","2008-09-26",268773,41,0.634,0.545,0.508,0,0.0834,-6.433,0.0305,144.05,5,1,268773,0.436,4,"37dNUeudi7oPWDYXl1y9jR","classic italian pop","italian adult pop",NA,NA,NA
"16 Marzo (feat. Gow Tribe)","Achille Lauro","1969 - Achille Idol Rebirth","2020-09-25",233492,61,0.214,0.49,0.61,0,0.127,-4.981,0.0297,129.91,0,1,233492,0.226,4,"2kZV7d0A4BIN5I8iFBnbqp","italian adult pop","italian hip hop","italian pop",NA,NA
"Sei tu","Fabrizio Moro","Sei tu","2022-02-03",172813,50,0.227,0.512,0.594,0,0.106,-7.126,0.036,134.31,11,1,172813,0.324,4,"7fgEx5OxzDP1hw50mJeDMh","italian adult pop",NA,NA,NA,NA
"Indelebile","Fasma","Indelebile","2021-05-07",168507,52,0.0525,0.511,0.732,0,0.112,-6.147,0.107,81.711,10,1,168507,0.4,4,"0FJUY6StrBltgLCSMuSAS4","emo rap italiano","italian hip hop","italian pop","pop virale italiano",NA
"Solo","Ultimo","Solo","2021-10-22",222480,52,0.742,0.483,0.46,0,0.106,-7.815,0.144,151.749,5,1,222480,0.122,4,"5mIemH3MAuvMetPDBxUfqr","italian adult pop","italian pop",NA,NA,NA
"A mano a mano","Rino Gaetano","Q Concert","1981",217629,46,0.0569,0.566,0.376,0,0.474,-11.643,0.0443,176.366,0,1,217629,0.486,4,"5mA4wMDUbf9A2N0vzCR80R","canzone d'autore","classic italian pop","italian adult pop",NA,NA
"Siamo","Eros Ramazzotti","Vita Ce N'è","2018-11-23",218426,49,0.143,0.635,0.909,0,0.12,-3.165,0.0452,120.07,5,0,218426,0.495,4,"7jkZflOcHyeFz0xzaOZRHw","italian adult pop","mexican pop",NA,NA,NA
"Perfetta Così","Aka 7even","Perfetta Così","2022-02-03",169750,49,0.00482,0.636,0.751,5.98e-05,0.205,-6.24,0.0377,129.883,11,0,169750,0.319,4,"3pC3gQ9YLBBVDgjzPdbF08","italian adult pop","italian pop",NA,NA,NA
"7+3","Ultimo","Solo","2021-10-22",193640,43,0.801,0.498,0.344,0,0.0978,-8.816,0.0402,149.591,4,1,193640,0.377,4,"6irCpQmaoumOmQ3IkvpC9Y","italian adult pop","italian pop",NA,NA,NA
"SuL Più BeLLo (Out Of My League) - prod. Yanomi","Alfa","NoRd","2021-05-14",164999,51,0.0188,0.529,0.726,0,0.392,-5.976,0.167,180.217,4,1,164999,0.737,4,"4hI304HV6ULUfgwo2Ftr8z","pop virale italiano",NA,NA,NA,NA
"Finché Non Mi Seppelliscono","BLANCO","Blu Celeste","2021-09-09",168000,67,0.349,0.727,0.833,0,0.232,-2.594,0.0316,130.024,4,1,168000,0.86,4,"16EJNayKtC09M0Fi7Py47s","italian hip hop","italian pop",NA,NA,NA
"0 passi","Deddy","Il cielo contromano","2021-05-14",163529,47,0.116,0.795,0.664,0,0.143,-6.209,0.141,102.102,9,1,163529,0.576,4,"1feGbMzfkaybNk96cXcqnO","italian pop",NA,NA,NA,NA
"Pianeti","Ultimo","Pianeti","2017-10-06",224000,67,0.281,0.55,0.488,0,0.372,-9.425,0.196,80.112,8,1,224000,0.108,4,"2w5wtWq30yTkNSG9YjMFvW","italian adult pop","italian pop",NA,NA,NA
"Il cielo si tinge di blu","Nessuno","Il cielo si tinge di blu","2021-07-29",139069,43,0.231,0.671,0.781,0,0.345,-7.702,0.0739,128.983,7,1,139069,0.641,4,"3QpmPJHkO6xLu5d0Pwz5gs",NA,NA,NA,NA,NA
"Sei fantastica","Max Pezzali","Time out","2007-05-25",199481,51,0.135,0.616,0.743,0,0.0491,-4.023,0.0287,80.025,7,1,199481,0.498,4,"2OvBdadd0jddCRuqIwW5OA","italian adult pop","italian pop",NA,NA,NA
"Chiasso","Random","Montagne russe","2020-06-05",182228,65,0.246,0.72,0.45,0,0.101,-13.285,0.196,91.984,6,0,182228,0.454,4,"76B3Xb8EqIY4NJF5xoNrCH","italian adult pop",NA,NA,NA,NA
"Giulia","Pinguini Tattici Nucleari","AHIA!","2020-12-04",186823,62,0.536,0.682,0.644,0,0.143,-4.84,0.0258,108.019,7,1,186823,0.609,4,"2tBJjWPeVthyObVtca2ZeY","bergamo indie","italian indie pop","italian pop","milan indie",NA
"Vertigine","Elodie","Vertigine","2021-09-23",217398,48,0.374,0.625,0.69,0,0.132,-6.153,0.0543,144.061,7,1,217398,0.353,4,"3fc6eZjU7Mv7gJUfxrbfMu","italian adult pop","italian pop",NA,NA,NA
