"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9"
"Smooth Criminal - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","2012-09-18",257760,78,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,8,1,257760,0.595,4,"2bCQHF9gdG5BNDVuEIEnNk","r&b","soul",NA,NA,NA,NA,NA,NA,NA
"Hai un momento, Dio?","Ligabue","Buon compleanno Elvis [Remastered Version]","1995",280440,45,0.124,0.525,0.844,5.98e-05,0.309,-5.049,0.028,95.793,7,1,280440,0.477,4,"3p1NXyAgeQNYRykWveg9L2","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Don't You Want Me","The Human League","Dare!","1981",236920,80,0.184,0.731,0.738,0,0.214,-8.125,0.0377,117.656,9,0,236920,0.958,4,"3L7RtEcu1Hw3OXrpnthngx","new romantic","new wave","new wave pop","permanent wave","sophisti-pop","synthpop",NA,NA,NA
"I WANNA BE YOUR SLAVE","Måneskin","Teatro d'ira - Vol. I","2021-03-19",173346,84,0.00165,0.75,0.608,0,0.178,-4.008,0.0387,132.507,1,1,173346,0.958,4,"4pt5fDVTg5GhEvEtlz9dKk","indie rock italiano","italian pop",NA,NA,NA,NA,NA,NA,NA
"Il Mondo Che Vorrei","Vasco Rossi","VASCONONSTOP","2016-11-11",360906,49,0.00491,0.495,0.643,0.043,0.0671,-5.367,0.03,110.034,11,0,360906,0.218,4,"0Vrar45zn7tIIXo4ngPksP","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Chissà se in cielo passano gli Who","Ligabue","Fuori come va? [Remastered Version]","2002",296066,31,0.0773,0.572,0.721,7.9e-06,0.142,-6.345,0.0324,127.741,5,1,296066,0.303,4,"6RYgDCQvsA9cTnxQzFaK3F","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Self Control","Raf","Self Control","1984-01-01",238493,57,0.0691,0.784,0.718,9.91e-06,0.571,-8.473,0.0307,107.195,4,0,238493,0.934,4,"42FUNUTTu4dhDhca834rd6","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Soul Food To Go (Sina)","The Manhattan Transfer","Brasil","1987-11-15",315466,43,0.297,0.835,0.637,0.0117,0.0472,-9.613,0.0327,103.918,9,1,315466,0.839,4,"1Em1NWwHAo3v8BrQsZ3He5","a cappella","vocal jazz",NA,NA,NA,NA,NA,NA,NA
"E...","Vasco Rossi","Buoni O Cattivi (Remastered 2017)","2004-04-02",209093,64,0.221,0.617,0.42,0.000576,0.0973,-8.09,0.0245,144.009,7,1,209093,0.174,4,"2hfBefasNaEEgnxD4Pdsar","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Non dovete badare al cantante","Ligabue","Buon compleanno Elvis [Remastered Version]","1995",216080,31,0.425,0.322,0.496,0,0.137,-7.78,0.0284,146.021,7,1,216080,0.188,3,"39Kp5q2x31WvlF7WhjyUHu","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","1978-11-10",209413,85,0.0475,0.559,0.868,0.000176,0.776,-5.276,0.17,156.295,5,1,209413,0.609,4,"5T8EDUDqKcs6OSOwEsfqG7","classic rock","glam rock","rock",NA,NA,NA,NA,NA,NA
"SUPERMODEL","Måneskin","SUPERMODEL","2022-05-13",148064,75,0.00164,0.636,0.876,0,0.117,-3.413,0.0555,120.983,7,1,148064,0.799,4,"63WuQOXohQIxOxIFA2K7bR","indie rock italiano","italian pop",NA,NA,NA,NA,NA,NA,NA
"Without Me","Eminem","The Eminem Show","2002-05-26",290320,90,0.00286,0.908,0.669,0,0.237,-2.827,0.0738,112.238,7,1,290320,0.662,4,"7lQ8MOhq6IN2w8EYcFNSUk","detroit hip hop","hip hop","rap",NA,NA,NA,NA,NA,NA
"Vivere a orecchio","Ligabue","Nome e cognome [Remastered Version]","2005",228680,27,0.071,0.52,0.908,0.000195,0.0886,-3.597,0.0519,102.887,8,0,228680,0.406,4,"47Cx6aZPzHNMAyVyvX1IC4","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"L'amore è un'altra cosa","Arisa","Amami","2012-02-15",223753,42,0.657,0.607,0.494,0,0.114,-6.523,0.038,92.584,4,0,223753,0.208,4,"0weHjVNwTYkZu1Opt1zPhf","italian adult pop",NA,NA,NA,NA,NA,NA,NA,NA
"Will You Be There - Single Version","Michael Jackson","The Essential Michael Jackson","2005-07-19",220386,61,0.511,0.413,0.626,0.000338,0.0845,-6.504,0.0735,82.971,6,0,220386,0.435,4,"36O7qmyKLHpUY6WdWh8M5g","r&b","soul",NA,NA,NA,NA,NA,NA,NA
"blun7 a swishland","thasup","23 6451","2019-11-15",167760,58,0.13,0.692,0.792,0,0.255,-5.984,0.245,129.883,7,1,167760,0.566,4,"7HwvPmK74MBRDhCIyMXReP","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA,NA,NA
"Un figlio di nome Elvis","Ligabue","Buon compleanno Elvis [Remastered Version]","1995",243880,27,0.0683,0.56,0.821,5.78e-05,0.3,-5.136,0.0327,119.647,9,1,243880,0.602,4,"6jprZMwPvO7UcJhHwfKhTa","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"All For You - Funkatomic & Francis Hylton mix","Incognito","All For You (Funkatomic & Francis Hylton mix)","2022-03-15",449936,30,0.00361,0.675,0.85,0.148,0.126,-5.323,0.0394,120.012,6,0,449936,0.947,4,"7hl6Lpi4Y2fLjsJUGgBBGX","acid jazz","brit funk","modern funk",NA,NA,NA,NA,NA,NA
"It's Too Late","Sabrina Malheiros","New Morning","2008-08-10",234106,33,0.552,0.527,0.532,4.76e-05,0.122,-10.152,0.0294,102.58,5,1,234106,0.644,4,"2UIkGYBE3XHcQo0vgMwTUv",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Sun","Maroon 5","Songs About Jane","2002-06-25",251693,54,0.0492,0.446,0.728,0,0.0316,-5.663,0.0463,79.648,7,1,251693,0.562,4,"6cX1zmXxkfhSvHW82U5CW6","pop",NA,NA,NA,NA,NA,NA,NA,NA
"Ciò che rimane di noi","Ligabue","Mondovisione","2013-11-26",282501,31,0.46,0.452,0.834,3.67e-06,0.0764,-5.665,0.0787,168.024,2,0,282501,0.126,4,"52X977kLZZGTGjfBDzTsUq","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Don't You Worry 'Bout a Thing","Incognito","Tribes Vibes And Scribes","1992-06-15",319333,50,0.0912,0.724,0.743,0.000119,0.0959,-11.594,0.0325,109.009,8,0,319333,0.776,4,"6W0tadR4h853lh9emTqwyp","acid jazz","brit funk","modern funk",NA,NA,NA,NA,NA,NA
"Estação Verão","Sabrina Malheiros","Equilibria","2005-07-31",171480,40,0.0578,0.865,0.47,0.00307,0.0524,-11.027,0.112,140.056,5,0,171480,0.835,4,"1fsqHjcTVfvIu2SO7Tfeir",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Just Can't Get Enough","Depeche Mode","Speak And Spell (Deluxe)","1981-11-02",220893,75,0.403,0.766,0.772,0.0584,0.183,-9.362,0.0353,128.168,0,1,220893,0.919,4,"0qi4b1l0eT3jpzeNHeFXDT","dance rock","new romantic","new wave","permanent wave","rock","synthpop",NA,NA,NA
"Giorno per giorno","Ligabue","Nome e cognome [Remastered Version]","2005",290253,27,0.133,0.55,0.785,2.71e-06,0.124,-4.312,0.0297,143.806,0,1,290253,0.334,4,"1p5Yerd4IEnpwLPdEJMhGD","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"One","U2","Achtung Baby (Deluxe Edition)","1991-11-18",276186,79,0.245,0.392,0.534,0.00104,0.155,-8.793,0.0369,181.305,0,1,276186,0.325,4,"3G69vJMWsX6ZohTykad2AU","irish rock","permanent wave","rock",NA,NA,NA,NA,NA,NA
"Always There - David Morales Remix","Incognito","Best Of Incognito","2000-04-25",216533,46,0.0117,0.712,0.721,0.00232,0.343,-8.795,0.0336,115.063,1,1,216533,0.371,4,"2hYAtnubB0xBHm5SBgJRHb","acid jazz","brit funk","modern funk",NA,NA,NA,NA,NA,NA
"Boogie Down","Al Jarreau","Jarreau","1983",252933,42,0.283,0.913,0.476,0.00127,0.204,-13.823,0.0531,112.73,0,1,252933,0.955,4,"3s1BdA5PikyYgfAAiGEhMg","smooth jazz","yacht rock",NA,NA,NA,NA,NA,NA,NA
"Il giorno dei giorni","Ligabue","Nome e cognome [Remastered Version]","2005",261093,44,0.038,0.476,0.934,0.000308,0.115,-3.153,0.0521,100.921,9,1,261093,0.402,4,"3ge4fvKrOAj5Dkmaow5iIg","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Sunday Bloody Sunday - Remastered 2008","U2","War (Remastered)","1983-02-28",279440,75,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,6,1,279440,0.735,4,"6C4LXC9UFH1IKiHYOp0BiJ","irish rock","permanent wave","rock",NA,NA,NA,NA,NA,NA
"Sono solo canzonette","Edoardo Bennato","Sono Solo Canzonette","1980-03-09",303800,51,0.27,0.677,0.742,0,0.0904,-7.725,0.0546,97.088,9,0,303800,0.96,4,"60EEXkcmWxZBtv2GIpngfY","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA
"Alive And Kicking","Simple Minds","Once Upon A Time (Super Deluxe)","1985",289453,68,0.0753,0.572,0.913,1.5e-05,0.128,-4.26,0.0362,103.265,0,1,289453,0.561,4,"2x5IXUFOcvvBUtEpnCBNlp","album rock","dance rock","new romantic","new wave","new wave pop","rock","scottish new wave","soft rock",NA
"Sono qui per l'amore","Ligabue","Nome e cognome [Remastered Version]","2005",286906,31,0.655,0.622,0.524,0,0.108,-7.449,0.0319,115.791,2,1,286906,0.293,4,"0Yxqlzc2g4WtBzoYAPClH4","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"It's My Life - 1997 Remaster","Talk Talk","It's My Life","1984",232400,74,0.197,0.627,0.802,0.784,0.404,-8.432,0.0348,126.283,0,1,232400,0.867,4,"4jhsuQCUCJKA5f0bXb6XdJ","melancholia","new romantic","new wave","new wave pop","sophisti-pop","synthpop",NA,NA,NA
"Rap God","Eminem","The Marshall Mathers LP2 (Deluxe)","2013-11-05",363521,79,0.397,0.708,0.843,0,0.799,-2.66,0.314,148.14,7,1,363521,0.625,4,"6or1bKJiZ06IlK0vFvY75k","detroit hip hop","hip hop","rap",NA,NA,NA,NA,NA,NA
"99","TOTO","Hydra","1979-10-01",316053,54,0.181,0.482,0.471,0.00167,0.112,-13.873,0.0334,88.557,10,0,316053,0.342,4,"2R3E4xKmy7lyieBKONkIMT","album rock","classic rock","hard rock","mellow gold","rock","soft rock","yacht rock",NA,NA
"Dannate Nuvole","Vasco Rossi","Sono Innocente","2014-11-04",249008,33,0.0811,0.293,0.511,2.52e-05,0.111,-6.136,0.0359,122.899,7,1,249008,0.303,3,"31UlBrHO14okNMrvodRZYa","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Mad World","Michele Bravi","La vita e la felicità","2013-12-13",181386,24,0.921,0.631,0.272,0,0.227,-7.441,0.028,86.995,3,1,181386,0.275,4,"0xlZeqxLud3GuSb1s8YkK2","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA,NA
"6itch","thasup","6itch","2017-10-05",83227,50,0.469,0.674,0.703,0.000455,0.148,-12.06,0.0783,176.399,10,0,83227,0.759,4,"3GqSr6J58GfWacZ4qtDLei","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA,NA,NA
"Africa","TOTO","Toto IV","1982-04-08",295893,87,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,9,1,295893,0.732,4,"2374M0fQpWi3dLnB54qaLX","album rock","classic rock","hard rock","mellow gold","rock","soft rock","yacht rock",NA,NA
"Em Paz","Sabrina Malheiros","Clareia","2017-07-28",359160,12,0.571,0.686,0.602,0.0401,0.0684,-10.943,0.0304,107.028,9,0,359160,0.643,4,"2974q0Zt7JIEfXv0iXlEAO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'll Be There for You","Tortured Soul","Hot for Your Love Tonight","2015-05-12",281451,47,0.00174,0.854,0.69,2.96e-06,0.096,-7.081,0.0316,118.009,6,0,281451,0.964,4,"3cv9UNYnzqt6ofjlq6h8pk","deep house",NA,NA,NA,NA,NA,NA,NA,NA
"Mi ci pulisco il cuore","Ligabue","7 (Bonus Version)","2021-01-01",225880,30,0.108,0.527,0.897,0,0.117,-3.591,0.0319,98.022,7,1,225880,0.684,4,"7ypZXXeE5XMa5mMhlV0SFr","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"The Ghost in You","The Psychedelic Furs","Mirror Moves","1984-09-05",256000,43,0.0792,0.586,0.51,2.17e-06,0.0969,-13.541,0.0284,123.481,10,1,256000,0.723,4,"4PxVSYOpsYTI9gx6ZP9IM4","alternative rock","new romantic","new wave","new wave pop","post-punk",NA,NA,NA,NA
"Papa","Various Artists","Brazilian Love Affair, Vol. 4","2003-01-01",255373,5,0.54,0.712,0.497,0.151,0.0876,-10.732,0.0304,112.457,9,0,255373,0.77,1,"7r4cw5i07BcVg0fnv3oEPh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"In tutti i miei giorni","Raf","Le Ragioni Del Cuore","2012-10-09",276400,31,0.38,0.703,0.578,3.72e-06,0.107,-8.468,0.025,108.009,10,0,276400,0.342,4,"705PJmKh4lAu30LQoX92JB","classic italian pop","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"Simple Pleasures - Incognito Radio Edit","Brettina and Incognito","Simple Pleasures (Remixes)","2022-02-04",199055,10,0.364,0.596,0.665,0.000178,0.108,-8.386,0.0366,155.998,1,1,199055,0.773,4,"33WqIVY8sKtPxXWY6SRwMD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quella che non sei","Ligabue","Buon compleanno Elvis [Remastered Version]","1995",242880,48,0.0362,0.354,0.885,0,0.188,-4.503,0.0413,171.523,4,0,242880,0.512,4,"11rhg90RuRczpb2LVxQQrh","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA,NA
"Blue Monday - 2016 Remaster","New Order","Singles (2016 Remaster)","2005-09-30",450800,64,0.000726,0.793,0.703,0.88,0.075,-9.548,0.0581,130.27,0,1,450800,0.856,4,"1RSy7B2vfPi84N80QJ6frX","alternative rock","dance rock","madchester","new romantic","new wave","permanent wave","post-punk","synthpop","uk post-punk"
